LOC111099045 rna-XM_022430381.1
LOC111116984 rna-XM_022456042.1
LOC111116988 rna-XM_022456046.1
LOC111117013 rna-XM_022456071.1
LOC111117020 rna-XM_022456082.1
LOC111117024 rna-XM_022456083.1
LOC111117040 rna-XM_022456103.1
LOC111117044 rna-XM_022456112.1
LOC111117047 rna-XM_022456116.1
LOC111117070 rna-XM_022456144.1
LOC111117087 rna-XM_022456168.1
LOC111117096 rna-XR_002637189.1
LOC111117113 rna-XM_022456198.1
LOC111117117 rna-XM_022456204.1
LOC111117164 rna-XM_022456245.1
LOC111117205 rna-XM_022456280.1
LOC111117207 rna-XR_002637208.1
LOC111117210 rna-XR_002637213.1
LOC111117288 rna-XR_002637220.1
LOC111117293 rna-XM_022456356.1
LOC111117325 rna-XM_022456390.1
LOC111117330 rna-XM_022456401.1
LOC111117340 rna-XM_022456420.1
LOC111117341 rna-XM_022456423.1
LOC111117346 rna-XM_022456428.1
LOC111117363 rna-XM_022456458.1
LOC111117388 rna-XM_022456492.1
LOC111117391 rna-XM_022456498.1
LOC111117409 rna-XM_022456526.1
LOC111117417 rna-XM_022456533.1
LOC111117447 rna-XM_022456573.1
LOC111117454 rna-XM_022456579.1
LOC111117456 rna-XM_022456586.1
LOC111117480 rna-XM_022456619.1
LOC111117501 rna-XM_022456644.1
LOC111117516 rna-XM_022456659.1
LOC111117567 rna-XM_022456717.1
LOC111117580 rna-XM_022456734.1
LOC111117607 rna-XM_022456776.1
LOC111117616 rna-XM_022456769.1
LOC111117638 rna-XM_022456794.1
LOC111117641 rna-XM_022456798.1
LOC111117647 rna-XM_022456805.1
LOC111117650 rna-XM_022456808.1
LOC111117668 rna-XM_022456829.1
LOC111117670 rna-XM_022456836.1
LOC111117697 rna-XM_022456874.1
LOC111117711 rna-XM_022456885.1
LOC111117731 rna-XM_022456909.1
LOC111117739 rna-XR_002637312.1
LOC111117740 rna-XR_002637316.1
LOC111117745 rna-XM_022456966.1
LOC111117749 rna-XM_022456976.1
LOC111117755 rna-XM_022456992.1
LOC111117756 rna-XM_022456994.1
LOC111117770 rna-XR_002637327.1
LOC111117802 rna-XM_022457033.1
LOC111117803 rna-XR_002637348.1
LOC111117885 rna-XM_022457123.1
LOC111117889 rna-XR_002637366.1
LOC111117911 rna-XM_022457145.1
LOC111117921 rna-XM_022457155.1
LOC111117928 rna-XM_022457170.1
LOC111117984 rna-XM_022457241.1
LOC111117995 rna-XM_022457256.1
LOC111117996 rna-XM_022457259.1
LOC111117997 rna-XM_022457260.1
LOC111118006 rna-XM_022457273.1
LOC111118008 rna-XM_022457276.1
LOC111118014 rna-XM_022457282.1
LOC111118019 rna-XM_022457284.1
LOC111118025 rna-XM_022457290.1
LOC111118026 rna-XM_022457292.1
LOC111118040 rna-XM_022457326.1
LOC111118062 rna-XM_022457355.1
LOC111118078 rna-XM_022457374.1
LOC111118087 rna-XM_022457386.1
LOC111118094 rna-XM_022457393.1
LOC111118137 rna-XM_022457456.1
LOC111118150 rna-XM_022457470.1
LOC111118184 rna-XR_002637407.1
LOC111118234 rna-XM_022457577.1
LOC111118239 rna-XM_022457624.1
LOC111118241 rna-XM_022457587.1
LOC111118257 rna-XM_022457623.1
LOC111118272 rna-XM_022457644.1
LOC111118274 rna-XM_022457762.1
LOC111118282 rna-XM_022457662.1
LOC111118298 rna-XM_022457682.1
LOC111118304 rna-XM_022457693.1
LOC111118315 rna-XM_022457714.1
LOC111118317 rna-XM_022457721.1
LOC111118342 rna-XM_022457749.1
LOC111118363 rna-XR_002637430.1
LOC111118367 rna-XM_022457773.1
LOC111118370 rna-XM_022457788.1
LOC111118371 rna-XM_022457830.1
LOC111118374 rna-XM_022457797.1
LOC111118385 rna-XM_022457826.1
LOC111118393 rna-XR_002637433.1
LOC111118407 rna-XM_022457859.1
LOC111118418 rna-XM_022457891.1
LOC111118421 rna-XM_022457894.1
LOC111118439 rna-XM_022457920.1
LOC111118441 rna-XM_022457926.1
LOC111118445 rna-XM_022457935.1
LOC111118463 rna-XM_022457956.1
LOC111118470 rna-XM_022457972.1
LOC111118480 rna-XM_022457983.1
LOC111118486 rna-XM_022457989.1
LOC111118491 rna-XM_022457997.1
LOC111118494 rna-XM_022458036.1
LOC111118497 rna-XM_022458003.1
LOC111118507 rna-XM_022458023.1
LOC111118532 rna-XM_022458066.1
LOC111118541 rna-XM_022458055.1
LOC111118558 rna-XM_022458079.1
LOC111118562 rna-XM_022458098.1
LOC111118571 rna-XR_002637465.1
LOC111118573 rna-XM_022458108.1
LOC111118575 rna-XM_022458110.1
LOC111118576 rna-XM_022458112.1
LOC111118581 rna-XM_022458124.1
LOC111118584 rna-XM_022458128.1
LOC111118600 rna-XM_022458144.1
LOC111118608 rna-XM_022458158.1
LOC111118614 rna-XM_022458185.1
LOC111118652 rna-XM_022458229.1
LOC111118654 rna-XM_022458210.1
LOC111118667 rna-XM_022458234.1
LOC111118671 rna-XM_022458240.1
LOC111118672 rna-XM_022458242.1
LOC111118691 rna-XR_002637488.1
LOC111118694 rna-XM_022458268.1
LOC111118698 rna-XM_022458277.1
LOC111118701 rna-XM_022458281.1
LOC111118704 rna-XM_022458286.1
LOC111118705 rna-XM_022458288.1
LOC111118714 rna-XM_022458301.1
LOC111118720 rna-XM_022458307.1
LOC111118723 rna-XM_022458314.1
LOC111118725 rna-XM_022458321.1
LOC111118731 rna-XM_022458329.1
LOC111118737 rna-XM_022458338.1
LOC111118753 rna-XM_022458364.1
LOC111118780 rna-XM_022458394.1
LOC111118790 rna-XM_022458410.1
LOC111118791 rna-XM_022458420.1
LOC111118796 rna-XM_022458425.1
LOC111118810 rna-XM_022458444.1
LOC111118823 rna-XM_022458467.1
LOC111118830 rna-XM_022458474.1
LOC111118831 rna-XM_022458476.1
LOC111118834 rna-XM_022458483.1
LOC111118843 rna-XM_022458495.1
LOC111118850 rna-XM_022458534.1
LOC111118865 rna-XR_002637505.1
LOC111118870 rna-XM_022458553.1
LOC111118898 rna-XM_022458595.1
LOC111118910 rna-XM_022458618.1
LOC111118918 rna-XM_022458631.1
LOC111118920 rna-XM_022458635.1
LOC111118935 rna-XM_022458654.1
LOC111118938 rna-XM_022458660.1
LOC111118944 rna-XM_022458668.1
LOC111118955 rna-XM_022458688.1
LOC111118957 rna-XM_022458691.1
LOC111118970 rna-XM_022458703.1
LOC111118984 rna-XM_022458717.1
LOC111118990 rna-XM_022458726.1
LOC111118992 rna-XM_022458740.1
LOC111119008 rna-XM_022458763.1
LOC111119019 rna-XM_022458810.1
LOC111119021 rna-XM_022458811.1
LOC111119030 rna-XM_022458826.1
LOC111119032 rna-XM_022458835.1
LOC111119033 rna-XM_022458838.1
LOC111119034 rna-XM_022458842.1
LOC111119072 rna-XM_022458883.1
LOC111119084 rna-XM_022458903.1
LOC111119093 rna-XM_022458915.1
LOC111119097 rna-XM_022458936.1
LOC111119100 rna-XM_022458937.1
LOC111119101 rna-XM_022458939.1
LOC111119104 rna-XM_022458952.1
LOC111119105 rna-XM_022458953.1
LOC111119108 rna-XM_022458958.1
LOC111119124 rna-XR_002637530.1
LOC111119127 rna-XR_002637545.1
LOC111119147 rna-XM_022459006.1
LOC111119148 rna-XM_022459011.1
LOC111119151 rna-XM_022459020.1
LOC111119159 rna-XM_022459034.1
LOC111119162 rna-XM_022459040.1
LOC111119176 rna-XM_022459054.1
LOC111119183 rna-XM_022459062.1
LOC111119184 rna-XM_022459071.1
LOC111119187 rna-XM_022459082.1
LOC111119194 rna-XM_022459099.1
LOC111119197 rna-XM_022459110.1
LOC111119198 rna-XM_022459132.1
LOC111119201 rna-XM_022459127.1
LOC111119203 rna-XM_022459128.1
LOC111119204 rna-XM_022459134.1
LOC111119206 rna-XR_002637554.1
LOC111119207 rna-XM_022459138.1
LOC111119208 rna-XM_022459163.1
LOC111119209 rna-XM_022459150.1
LOC111119215 rna-XM_022459166.1
LOC111119220 rna-XM_022459175.1
LOC111119225 rna-XM_022459182.1
LOC111119226 rna-XM_022459193.1
LOC111119231 rna-XM_022459203.1
LOC111119236 rna-XM_022459230.1
LOC111119240 rna-XM_022459229.1
LOC111119241 rna-XR_002637556.1
LOC111119245 rna-XM_022459236.1
LOC111119250 rna-XM_022459243.1
LOC111119264 rna-XM_022459270.1
LOC111119282 rna-XM_022459295.1
LOC111119287 rna-XM_022459304.1
LOC111119290 rna-XM_022459315.1
LOC111119295 rna-XM_022459327.1
LOC111119304 rna-XM_022459358.1
LOC111119309 rna-XM_022459364.1
LOC111119315 rna-XR_002637572.1
LOC111119318 rna-XM_022459374.1
LOC111119319 rna-XM_022459376.1
LOC111119328 rna-XM_022459394.1
LOC111119330 rna-XM_022459398.1
LOC111119332 rna-XM_022459401.1
LOC111119334 rna-XM_022459404.1
LOC111119349 rna-XM_022459419.1
LOC111119355 rna-XM_022459425.1
LOC111119360 rna-XM_022459440.1
LOC111119375 rna-XM_022459472.1
LOC111119376 rna-XM_022459477.1
LOC111119378 rna-XM_022459486.1
LOC111119387 rna-XM_022459500.1
LOC111119395 rna-XM_022459515.1
LOC111119397 rna-XM_022459524.1
LOC111119398 rna-XM_022459527.1
LOC111119401 rna-XM_022459530.1
LOC111119414 rna-XM_022459557.1
LOC111119417 rna-XM_022459686.1
LOC111119422 rna-XM_022459574.1
LOC111119426 rna-XM_022459600.1
LOC111119443 rna-XM_022459631.1
LOC111119447 rna-XM_022459639.1
LOC111119460 rna-XM_022459651.1
LOC111119466 rna-XM_022459657.1
LOC111119467 rna-XM_022459660.1
LOC111119469 rna-XM_022459668.1
LOC111119485 rna-XM_022459683.1
LOC111119486 rna-XM_022459687.1
LOC111119490 rna-XM_022459691.1
LOC111119511 rna-XM_022459718.1
LOC111119514 rna-XM_022459722.1
LOC111119516 rna-XM_022459724.1
LOC111119520 rna-XM_022459732.1
LOC111119530 rna-XM_022459745.1
LOC111119532 rna-XM_022459755.1
LOC111119533 rna-XM_022459765.1
LOC111119535 rna-XM_022459782.1
LOC111119539 rna-XM_022459784.1
LOC111119546 rna-XM_022459792.1
LOC111119552 rna-XM_022459802.1
LOC111119553 rna-XM_022459819.1
LOC111119555 rna-XM_022459813.1
LOC111119562 rna-XM_022459827.1
LOC111119571 rna-XM_022459849.1
LOC111119582 rna-XM_022459880.1
LOC111119585 rna-XM_022459889.1
LOC111119586 rna-XM_022459896.1
LOC111119588 rna-XR_002637604.1
LOC111119594 rna-XM_022459912.1
LOC111119600 rna-XM_022459931.1
LOC111119611 rna-XM_022459957.1
LOC111119620 rna-XM_022459969.1
LOC111119621 rna-XM_022459976.1
LOC111119623 rna-XM_022459989.1
LOC111119636 rna-XM_022460014.1
LOC111119640 rna-XM_022460023.1
LOC111119642 rna-XM_022460040.1
LOC111119644 rna-XM_022460045.1
LOC111119650 rna-XM_022460052.1
LOC111119685 rna-XM_022460103.1
LOC111119687 rna-XM_022460107.1
LOC111119690 rna-XM_022460111.1
LOC111119696 rna-XM_022460124.1
LOC111119700 rna-XR_002637628.1
LOC111119708 rna-XM_022460139.1
LOC111119711 rna-XR_002637634.1
LOC111119712 rna-XM_022460144.1
LOC111119722 rna-XM_022460162.1
LOC111119728 rna-XR_002637640.1
LOC111119732 rna-XM_022460177.1
LOC111119733 rna-XM_022460183.1
LOC111119740 rna-XM_022460197.1
LOC111119748 rna-XM_022460206.1
LOC111119752 rna-XM_022460211.1
LOC111119756 rna-XM_022460217.1
LOC111119758 rna-XM_022460222.1
LOC111119763 rna-XM_022460229.1
LOC111119770 rna-XM_022460244.1
LOC111119771 rna-XM_022460248.1
LOC111119785 rna-XM_022460272.1
LOC111119786 rna-XM_022460274.1
LOC111119811 rna-XM_022460311.1
LOC111119816 rna-XM_022460317.1
LOC111119817 rna-XM_022460321.1
LOC111119819 rna-XM_022460326.1
LOC111119832 rna-XM_022460349.1
LOC111119835 rna-XM_022460353.1
LOC111119845 rna-XM_022460367.1
LOC111119854 rna-XM_022460382.1
LOC111119857 rna-XR_002637651.1
LOC111119859 rna-XM_022460395.1
LOC111119864 rna-XM_022460411.1
LOC111119866 rna-XM_022460421.1
LOC111119896 rna-XM_022460469.1
LOC111119898 rna-XM_022460474.1
LOC111119910 rna-XM_022460485.1
LOC111119932 rna-XM_022460513.1
LOC111119949 rna-XM_022460537.1
LOC111119964 rna-XM_022460568.1
LOC111119969 rna-XM_022460563.1
LOC111119986 rna-XM_022460583.1
LOC111119992 rna-XM_022460595.1
LOC111120003 rna-XM_022460608.1
LOC111120005 rna-XM_022460611.1
LOC111120018 rna-XM_022460642.1
LOC111120023 rna-XM_022460652.1
LOC111120034 rna-XM_022460671.1
LOC111120045 rna-XM_022460686.1
LOC111120050 rna-XM_022460696.1
LOC111120066 rna-XM_022460718.1
LOC111120068 rna-XM_022460720.1
LOC111120070 rna-XM_022460728.1
LOC111120077 rna-XM_022460739.1
LOC111120090 rna-XM_022460760.1
LOC111120100 rna-XM_022460774.1
LOC111120101 rna-XM_022460778.1
LOC111120106 rna-XM_022460785.1
LOC111120112 rna-XM_022460792.1
LOC111120116 rna-XM_022460808.1
LOC111120118 rna-XM_022460809.1
LOC111120128 rna-XM_022460838.1
LOC111120132 rna-XM_022460849.1
LOC111120134 rna-XM_022460851.1
LOC111120262 rna-XM_022461019.1
LOC111120466 rna-XM_022461181.1
LOC111120467 rna-XM_022461185.1
LOC111120472 rna-XM_022461191.1
LOC111120473 rna-XM_022461193.1
LOC111120478 rna-XM_022461204.1
LOC111120480 rna-XM_022461213.1
LOC111120484 rna-XM_022461216.1
LOC111120497 rna-XM_022461241.1
LOC111120500 rna-XM_022461247.1
LOC111120502 rna-XM_022461250.1
LOC111120507 rna-XM_022461263.1
LOC111120508 rna-XM_022461259.1
LOC111120512 rna-XM_022461271.1
LOC111120515 rna-XM_022461280.1
LOC111120517 rna-XM_022461284.1
LOC111120518 rna-XM_022461293.1
LOC111120525 rna-XM_022461312.1
LOC111120530 rna-XM_022461321.1
LOC111120532 rna-XM_022461326.1
LOC111120536 rna-XM_022461330.1
LOC111120551 rna-XM_022461353.1
LOC111120559 rna-XM_022461363.1
LOC111120570 rna-XM_022461386.1
LOC111120575 rna-XM_022461380.1
LOC111120584 rna-XM_022461392.1
LOC111120587 rna-XM_022461400.1
LOC111120588 rna-XM_022461401.1
LOC111120589 rna-XM_022461533.1
LOC111120592 rna-XM_022461406.1
LOC111120593 rna-XM_022461411.1
LOC111120594 rna-XM_022461422.1
LOC111120596 rna-XM_022461429.1
LOC111120615 rna-XM_022461462.1
LOC111120617 rna-XM_022461468.1
LOC111120618 rna-XM_022461469.1
LOC111120622 rna-XM_022461487.1
LOC111120624 rna-XM_022461476.1
LOC111120625 rna-XM_022461478.1
LOC111120626 rna-XM_022461483.1
LOC111120641 rna-XR_002637677.1
LOC111120648 rna-XM_022461523.1
LOC111120657 rna-XM_022461536.1
LOC111120660 rna-XM_022461551.1
LOC111120665 rna-XM_022461560.1
LOC111120666 rna-XM_022461562.1
LOC111120669 rna-XM_022461578.1
LOC111120673 rna-XM_022461571.1
LOC111120676 rna-XM_022461575.1
LOC111120678 rna-XM_022461589.1
LOC111120684 rna-XM_022461596.1
LOC111120692 rna-XM_022461611.1
LOC111120696 rna-XM_022461615.1
LOC111120699 rna-XM_022461620.1
LOC111120703 rna-XM_022461628.1
LOC111120719 rna-XM_022461643.1
LOC111120729 rna-XM_022461661.1
LOC111120730 rna-XM_022461663.1
LOC111120749 rna-XM_022461686.1
LOC111120759 rna-XM_022461703.1
LOC111120773 rna-XM_022461733.1
LOC111120778 rna-XM_022461741.1
LOC111120791 rna-XM_022461761.1
LOC111120793 rna-XM_022461763.1
LOC111120801 rna-XM_022461775.1
LOC111120805 rna-XM_022462066.1
LOC111120809 rna-XM_022461784.1
LOC111120810 rna-XM_022461789.1
LOC111120813 rna-XM_022461792.1
LOC111120827 rna-XM_022461815.1
LOC111120840 rna-XM_022461833.1
LOC111120852 rna-XM_022461851.1
LOC111120855 rna-XM_022461855.1
LOC111120856 rna-XM_022461858.1
LOC111120871 rna-XM_022461878.1
LOC111120874 rna-XM_022461884.1
LOC111120898 rna-XM_022461924.1
LOC111120907 rna-XM_022461943.1
LOC111120915 rna-XM_022461953.1
LOC111120921 rna-XM_022461966.1
LOC111120922 rna-XM_022461971.1
LOC111120924 rna-XM_022461976.1
LOC111120933 rna-XM_022461990.1
LOC111120953 rna-XM_022462017.1
LOC111120964 rna-XM_022462031.1
LOC111120967 rna-XM_022462034.1
LOC111120969 rna-XM_022462043.1
LOC111120970 rna-XR_002637716.1
LOC111120983 rna-XM_022462064.1
LOC111121006 rna-XM_022462124.1
LOC111121014 rna-XM_022462098.1
LOC111121016 rna-XM_022462103.1
LOC111121028 rna-XM_022462121.1
LOC111121033 rna-XM_022462143.1
LOC111121042 rna-XM_022462141.1
LOC111121051 rna-XM_022462153.1
LOC111121073 rna-XM_022462189.1
LOC111121085 rna-XM_022462211.1
LOC111121098 rna-XM_022462224.1
LOC111121100 rna-XM_022462227.1
LOC111121101 rna-XM_022462229.1
LOC111121109 rna-XM_022462235.1
LOC111121122 rna-XM_022462252.1
LOC111121128 rna-XM_022462262.1
LOC111121138 rna-XM_022462277.1
LOC111121140 rna-XM_022462285.1
LOC111121152 rna-XM_022462299.1
LOC111121157 rna-XM_022462303.1
LOC111121176 rna-XM_022462343.1
LOC111121184 rna-XM_022462540.1
LOC111121186 rna-XR_002637735.1
LOC111121212 rna-XM_022462374.1
LOC111121213 rna-XM_022462378.1
LOC111121237 rna-XM_022462410.1
LOC111121261 rna-XM_022462442.1
LOC111121273 rna-XM_022462463.1
LOC111121292 rna-XM_022462495.1
LOC111121296 rna-XM_022462500.1
LOC111121304 rna-XM_022462516.1
LOC111121313 rna-XM_022462582.1
LOC111121321 rna-XM_022462539.1
LOC111121323 rna-XM_022462545.1
LOC111121357 rna-XM_022462600.1
LOC111121373 rna-XM_022462638.1
LOC111121405 rna-XM_022462679.1
LOC111121415 rna-XR_002637760.1
LOC111121417 rna-XM_022462697.1
LOC111121420 rna-XM_022462701.1
LOC111121445 rna-XM_022462734.1
LOC111121471 rna-XM_022462769.1
LOC111121476 rna-XM_022462777.1
LOC111121483 rna-XM_022462784.1
LOC111121498 rna-XM_022462803.1
LOC111121530 rna-XM_022462844.1
LOC111121535 rna-XM_022462854.1
LOC111121537 rna-XM_022462876.1
LOC111121562 rna-XR_002637783.1
LOC111121572 rna-XM_022462898.1
LOC111121580 rna-XM_022462912.1
LOC111121586 rna-XM_022462925.1
LOC111121591 rna-XM_022462935.1
LOC111121599 rna-XM_022462949.1
LOC111121605 rna-XM_022462955.1
LOC111121612 rna-XM_022462965.1
LOC111121630 rna-XM_022462988.1
LOC111121634 rna-XM_022462990.1
LOC111121643 rna-XM_022463011.1
LOC111121655 rna-XM_022463018.1
LOC111121659 rna-XM_022463022.1
LOC111121704 rna-XM_022463072.1
LOC111121712 rna-XM_022463091.1
LOC111121717 rna-XM_022463101.1
LOC111121718 rna-XM_022463105.1
LOC111121729 rna-XM_022463119.1
LOC111121734 rna-XM_022463124.1
LOC111121737 rna-XM_022463134.1
LOC111121738 rna-XM_022463138.1
LOC111121739 rna-XM_022463139.1
LOC111121740 rna-XM_022463143.1
LOC111121756 rna-XM_022463186.1
LOC111121822 rna-XM_022463253.1
LOC111121828 rna-XR_002637809.1
LOC111121839 rna-XM_022463276.1
LOC111121846 rna-XM_022463299.1
LOC111121849 rna-XM_022463307.1
LOC111121853 rna-XM_022463311.1
LOC111121867 rna-XM_022463332.1
LOC111121868 rna-XR_002637816.1
LOC111121875 rna-XM_022463342.1
LOC111121893 rna-XM_022463369.1
LOC111121901 rna-XM_022463381.1
LOC111121922 rna-XM_022463416.1
LOC111121926 rna-XM_022463424.1
LOC111121942 rna-XR_002637824.1
LOC111121945 rna-XR_002637825.1
LOC111121967 rna-XM_022463468.1
LOC111121981 rna-XM_022463483.1
LOC111121983 rna-XM_022463486.1
LOC111121984 rna-XM_022463490.1
LOC111122004 rna-XR_002637838.1
LOC111122016 rna-XM_022463536.1
LOC111122018 rna-XM_022463541.1
LOC111122022 rna-XM_022463548.1
LOC111122048 rna-XM_022463580.1
LOC111122050 rna-XM_022463585.1
LOC111122052 rna-XM_022463584.1
LOC111122056 rna-XM_022463591.1
LOC111122066 rna-XM_022463609.1
LOC111122072 rna-XM_022463629.1
LOC111122108 rna-XM_022463672.1
LOC111122136 rna-XR_002637856.1
LOC111122144 rna-XM_022463729.1
LOC111122145 rna-XM_022463734.1
LOC111122154 rna-XM_022463743.1
LOC111122156 rna-XM_022463748.1
LOC111122159 rna-XM_022463755.1
LOC111122177 rna-XM_022463794.1
LOC111122184 rna-XM_022463804.1
LOC111122193 rna-XM_022463816.1
LOC111122214 rna-XM_022463846.1
LOC111122218 rna-XM_022463858.1
LOC111122220 rna-XM_022463856.1
LOC111122230 rna-XM_022463871.1
LOC111122284 rna-XM_022463935.1
LOC111122289 rna-XM_022463943.1
LOC111122291 rna-XM_022463946.1
LOC111122293 rna-XM_022463953.1
LOC111122295 rna-XR_002637877.1
LOC111122296 rna-XM_022463959.1
LOC111122299 rna-XM_022463969.1
LOC111122300 rna-XM_022464101.1
LOC111122302 rna-XM_022463971.1
LOC111122313 rna-XM_022463991.1
LOC111122316 rna-XM_022463995.1
LOC111122329 rna-XM_022464046.1
LOC111122342 rna-XM_022464071.1
LOC111122344 rna-XM_022464076.1
LOC111122350 rna-XM_022464087.1
LOC111122351 rna-XM_022464095.1
LOC111122354 rna-XM_022464100.1
LOC111122363 rna-XM_022464108.1
LOC111122368 rna-XM_022464126.1
LOC111122387 rna-XM_022464156.1
LOC111122393 rna-XM_022464164.1
LOC111122398 rna-XM_022464172.1
LOC111122401 rna-XM_022464183.1
LOC111122446 rna-XM_022464250.1
LOC111122449 rna-XM_022464261.1
LOC111122456 rna-XR_002637898.1
LOC111122491 rna-XM_022464265.1
LOC111122511 rna-XM_022464287.1
LOC111122514 rna-XM_022464293.1
LOC111122522 rna-XM_022464304.1
LOC111122525 rna-XM_022464312.1
LOC111122544 rna-XM_022464326.1
LOC111122550 rna-XM_022464335.1
LOC111122584 rna-XM_022464373.1
LOC111122589 rna-XM_022464380.1
LOC111122591 rna-XM_022464384.1
LOC111122599 rna-XM_022464398.1
LOC111122602 rna-XM_022464412.1
LOC111122616 rna-XM_022464448.1
LOC111122621 rna-XM_022464434.1
LOC111122626 rna-XM_022464444.1
LOC111122627 rna-XM_022464445.1
LOC111122629 rna-XM_022464453.1
LOC111122639 rna-XM_022464482.1
LOC111122641 rna-XM_022464486.1
LOC111122649 rna-XM_022464500.1
LOC111122657 rna-XM_022464512.1
LOC111122662 rna-XM_022464517.1
LOC111122664 rna-XM_022464522.1
LOC111122665 rna-XM_022464523.1
LOC111122683 rna-XM_022464550.1
LOC111122689 rna-XM_022464563.1
LOC111122738 rna-XM_022464622.1
LOC111122746 rna-XM_022464633.1
LOC111122750 rna-XM_022464640.1
LOC111122752 rna-XM_022464645.1
LOC111122773 rna-XM_022464670.1
LOC111122781 rna-XM_022464710.1
LOC111122806 rna-XM_022464765.1
LOC111122811 rna-XM_022464770.1
LOC111122812 rna-XM_022464791.1
LOC111122815 rna-XM_022464797.1
LOC111122822 rna-XM_022464813.1
LOC111122828 rna-XM_022464820.1
LOC111122830 rna-XM_022464826.1
LOC111122837 rna-XM_022464846.1
LOC111122852 rna-XM_022464862.1
LOC111122875 rna-XM_022464890.1
LOC111122895 rna-XR_002637964.1
LOC111122912 rna-XM_022464946.1
LOC111122940 rna-XM_022465051.1
LOC111122958 rna-XM_022465003.1
LOC111122959 rna-XR_002637970.1
LOC111122983 rna-XM_022465037.1
LOC111122984 rna-XM_022465039.1
LOC111122998 rna-XM_022465068.1
LOC111123006 rna-XM_022465107.1
LOC111123069 rna-XM_022465162.1
LOC111123075 rna-XM_022465166.1
LOC111123090 rna-XM_022465188.1
LOC111123100 rna-XM_022465203.1
LOC111123117 rna-XM_022465231.1
LOC111123119 rna-XM_022465233.1
LOC111123128 rna-XM_022465257.1
LOC111123129 rna-XM_022465261.1
LOC111123130 rna-XM_022465262.1
LOC111123132 rna-XM_022465270.1
LOC111123141 rna-XM_022465285.1
LOC111123143 rna-XM_022465291.1
LOC111123150 rna-XM_022465297.1
LOC111123170 rna-XM_022465330.1
LOC111123180 rna-XM_022465345.1
LOC111123190 rna-XM_022465358.1
LOC111123207 rna-XM_022465378.1
LOC111123218 rna-XM_022465398.1
LOC111123233 rna-XM_022465426.1
LOC111123240 rna-XM_022465434.1
LOC111123241 rna-XM_022465447.1
LOC111123243 rna-XM_022465450.1
LOC111123248 rna-XM_022465470.1
LOC111123253 rna-XM_022465478.1
LOC111123257 rna-XM_022465486.1
LOC111123260 rna-XM_022465494.1
LOC111123264 rna-XM_022465496.1
LOC111123265 rna-XM_022465504.1
LOC111123273 rna-XM_022465518.1
LOC111123276 rna-XM_022465522.1
LOC111123278 rna-XM_022465526.1
LOC111123290 rna-XM_022465534.1
LOC111123306 rna-XM_022465562.1
LOC111123328 rna-XR_002638025.1
LOC111123333 rna-XM_022465593.1
LOC111123338 rna-XM_022465604.1
LOC111123348 rna-XM_022465647.1
LOC111123353 rna-XM_022465635.1
LOC111123361 rna-XR_002638030.1
LOC111123371 rna-XM_022465660.1
LOC111123372 rna-XM_022465665.1
LOC111123374 rna-XM_022465668.1
LOC111123390 rna-XM_022465693.1
LOC111123395 rna-XM_022465705.1
LOC111123411 rna-XM_022465726.1
LOC111123415 rna-XM_022465719.1
LOC111123423 rna-XM_022465735.1
LOC111123440 rna-XM_022465757.1
LOC111123442 rna-XM_022465760.1
LOC111123460 rna-XM_022465778.1
LOC111123472 rna-XM_022465799.1
LOC111123483 rna-XM_022465812.1
LOC111123492 rna-XM_022465844.1
LOC111123493 rna-XM_022465856.1
LOC111123494 rna-XM_022465866.1
LOC111123497 rna-XM_022465875.1
LOC111123537 rna-XR_002638061.1
LOC111123550 rna-XM_022465944.1
LOC111123563 rna-XR_002638066.1
LOC111123571 rna-XM_022465977.1
LOC111123575 rna-XM_022465985.1
LOC111123576 rna-XM_022465996.1
LOC111123581 rna-XM_022466002.1
LOC111123596 rna-XM_022466028.1
LOC111123610 rna-XM_022466045.1
LOC111123617 rna-XM_022466067.1
LOC111123619 rna-XM_022466074.1
LOC111123630 rna-XM_022466084.1
LOC111123631 rna-XM_022466087.1
LOC111123643 rna-XM_022466104.1
LOC111123657 rna-XM_022466142.1
LOC111123673 rna-XM_022466173.1
LOC111123687 rna-XM_022466188.1
LOC111123691 rna-XM_022466199.1
LOC111123693 rna-XM_022466213.1
LOC111123700 rna-XM_022466223.1
LOC111123731 rna-XR_002638094.1
LOC111123734 rna-XM_022466271.1
LOC111123745 rna-XM_022466305.1
LOC111123755 rna-XM_022466317.1
LOC111123764 rna-XR_002638099.1
LOC111123779 rna-XM_022466340.1
LOC111123785 rna-XM_022466348.1
LOC111123790 rna-XM_022466350.1
LOC111123804 rna-XM_022466393.1
LOC111123806 rna-XM_022466403.1
LOC111123810 rna-XM_022466406.1
LOC111123813 rna-XM_022466412.1
LOC111123820 rna-XR_002638110.1
LOC111123825 rna-XM_022466444.1
LOC111123849 rna-XM_022466485.1
LOC111123850 rna-XM_022466486.1
LOC111123856 rna-XM_022466491.1
LOC111123858 rna-XM_022466495.1
LOC111123865 rna-XM_022466505.1
LOC111123869 rna-XM_022466516.1
LOC111123881 rna-XM_022466527.1
LOC111123882 rna-XM_022466529.1
LOC111123883 rna-XM_022466531.1
LOC111123890 rna-XM_022466546.1
LOC111123892 rna-XM_022466573.1
LOC111123901 rna-XM_022466579.1
LOC111123907 rna-XM_022466609.1
LOC111123910 rna-XR_002638121.1
LOC111123912 rna-XM_022466627.1
LOC111123920 rna-XM_022466640.1
