LOC111099035 rna-XM_022430345.1
LOC111125171 rna-XM_022468706.1
LOC111125176 rna-XM_022468713.1
LOC111125201 rna-XM_022468761.1
LOC111125212 rna-XM_022468806.1
LOC111125230 rna-XR_002638333.1
LOC111125238 rna-XM_022468818.1
LOC111125255 rna-XM_022468848.1
LOC111125293 rna-XM_022468910.1
LOC111125298 rna-XM_022468918.1
LOC111125311 rna-XM_022468942.1
LOC111125314 rna-XR_002638342.1
LOC111125330 rna-XM_022469021.1
LOC111125344 rna-XM_022469050.1
LOC111125347 rna-XM_022469056.1
LOC111125362 rna-XM_022469097.1
LOC111125391 rna-XM_022469157.1
LOC111125395 rna-XR_002638355.1
LOC111125406 rna-XM_022469179.1
LOC111125407 rna-XM_022469185.1
LOC111125411 rna-XM_022469194.1
LOC111125429 rna-XM_022469217.1
LOC111125441 rna-XM_022469249.1
LOC111125450 rna-XM_022469275.1
LOC111125473 rna-XM_022469355.1
LOC111125483 rna-XM_022469371.1
LOC111125490 rna-XM_022469392.1
LOC111125524 rna-XR_002638378.1
LOC111125543 rna-XM_022469472.1
LOC111125555 rna-XM_022469485.1
LOC111125561 rna-XM_022469500.1
LOC111125590 rna-XM_022469553.1
LOC111125592 rna-XM_022469560.1
LOC111125596 rna-XM_022469573.1
LOC111125627 rna-XM_022469607.1
LOC111125640 rna-XR_002638392.1
LOC111125663 rna-XM_022469692.1
LOC111125665 rna-XM_022469704.1
LOC111125698 rna-XM_022469758.1
LOC111125704 rna-XR_002638398.1
LOC111125727 rna-XM_022469797.1
LOC111125735 rna-XM_022469812.1
LOC111125764 rna-XM_022469871.1
LOC111125771 rna-XM_022469890.1
LOC111125774 rna-XM_022469892.1
LOC111125786 rna-XR_002638410.1
LOC111125792 rna-XM_022469916.1
LOC111125793 rna-XM_022469959.1
LOC111125810 rna-XM_022469963.1
LOC111125832 rna-XM_022469996.1
LOC111125833 rna-XR_002638424.1
LOC111125844 rna-XM_022470027.1
LOC111125855 rna-XM_022470050.1
LOC111125861 rna-XM_022470060.1
LOC111125872 rna-XM_022470079.1
LOC111125878 rna-XM_022470086.1
LOC111125890 rna-XM_022470110.1
LOC111125898 rna-XM_022470124.1
LOC111125906 rna-XM_022470132.1
LOC111125911 rna-XM_022470148.1
LOC111125923 rna-XM_022470172.1
LOC111125927 rna-XM_022470178.1
LOC111125942 rna-XM_022470229.1
LOC111125967 rna-XM_022470283.1
LOC111125989 rna-XM_022470323.1
LOC111126021 rna-XM_022470383.1
LOC111126025 rna-XM_022470392.1
LOC111126043 rna-XM_022470423.1
LOC111126054 rna-XM_022470443.1
LOC111126075 rna-XM_022470468.1
LOC111126102 rna-XM_022470516.1
LOC111126149 rna-XM_022470578.1
LOC111126223 rna-XM_022470707.1
LOC111126230 rna-XM_022470716.1
LOC111126251 rna-XM_022470748.1
LOC111126252 rna-XM_022470755.1
LOC111126272 rna-XM_022470786.1
LOC111126302 rna-XM_022470833.1
LOC111126305 rna-XR_002638464.1
LOC111126387 rna-XM_022470981.1
LOC111126395 rna-XM_022471088.1
LOC111126402 rna-XM_022471004.1
LOC111126409 rna-XM_022471030.1
LOC111126421 rna-XM_022471059.1
LOC111126436 rna-XM_022471087.1
LOC111126445 rna-XM_022471104.1
LOC111126451 rna-XM_022471111.1
LOC111126468 rna-XM_022471148.1
LOC111126474 rna-XM_022471156.1
LOC111126490 rna-XM_022471173.1
LOC111126502 rna-XM_022471189.1
LOC111126506 rna-XM_022471195.1
LOC111126522 rna-XR_002638489.1
LOC111126530 rna-XM_022471236.1
LOC111126560 rna-XM_022471290.1
LOC111126571 rna-XM_022471309.1
LOC111126576 rna-XM_022471318.1
LOC111126606 rna-XM_022471360.1
LOC111126626 rna-XM_022471399.1
LOC111126636 rna-XM_022471433.1
LOC111126637 rna-XM_022471413.1
LOC111126645 rna-XM_022471429.1
LOC111126649 rna-XM_022471435.1
LOC111126660 rna-XM_022471459.1
LOC111126669 rna-XM_022471457.1
LOC111126671 rna-XM_022471464.1
LOC111126676 rna-XM_022471479.1
LOC111126686 rna-XM_022471498.1
LOC111126690 rna-XM_022471506.1
LOC111126698 rna-XM_022471518.1
LOC111126732 rna-XM_022471567.1
LOC111126735 rna-XM_022471571.1
LOC111126745 rna-XM_022471583.1
LOC111126791 rna-XM_022471660.1
LOC111126798 rna-XM_022471673.1
LOC111126805 rna-XM_022471685.1
LOC111126832 rna-XR_002638538.1
LOC111126842 rna-XM_022471745.1
LOC111126881 rna-XM_022471794.1
LOC111126888 rna-XM_022471804.1
LOC111126890 rna-XM_022471811.1
LOC111126901 rna-XM_022471827.1
LOC111126922 rna-XR_002638555.1
LOC111126923 rna-XM_022471866.1
LOC111126927 rna-XM_022471874.1
LOC111126932 rna-XR_002638557.1
LOC111126935 rna-XM_022471885.1
LOC111126948 rna-XM_022471899.1
LOC111126986 rna-XM_022471950.1
LOC111127051 rna-XM_022472046.1
LOC111127061 rna-XM_022472059.1
LOC111127064 rna-XM_022472065.1
LOC111127075 rna-XM_022472080.1
LOC111127089 rna-XM_022472106.1
LOC111127111 rna-XM_022472138.1
LOC111127117 rna-XM_022472145.1
LOC111127118 rna-XM_022472170.1
LOC111127137 rna-XM_022472192.1
LOC111127139 rna-XM_022472181.1
LOC111127180 rna-XM_022472252.1
LOC111127194 rna-XM_022472274.1
LOC111127196 rna-XM_022472272.1
LOC111127214 rna-XM_022472295.1
LOC111127309 rna-XM_022472414.1
LOC111127369 rna-XM_022472520.1
LOC111127471 rna-XM_022472656.1
LOC111127485 rna-XM_022472676.1
LOC111127517 rna-XM_022472728.1
LOC111127519 rna-XM_022472732.1
LOC111127569 rna-XM_022472791.1
LOC111127570 rna-XM_022472793.1
LOC111127593 rna-XM_022472834.1
LOC111127594 rna-XM_022472837.1
LOC111127600 rna-XM_022472847.1
LOC111127601 rna-XM_022472850.1
LOC111127602 rna-XM_022472854.1
LOC111127605 rna-XM_022472858.1
LOC111127606 rna-XM_022472862.1
LOC111127640 rna-XM_022472898.1
LOC111127643 rna-XM_022472907.1
LOC111127649 rna-XM_022472917.1
LOC111127832 rna-XM_022473105.1
LOC111127846 rna-XM_022473120.1
LOC111127899 rna-XM_022473212.1
LOC111127911 rna-XM_022473228.1
LOC111127914 rna-XM_022473238.1
LOC111127917 rna-XM_022473244.1
LOC111127981 rna-XM_022473321.1
LOC111127991 rna-XM_022473342.1
LOC111127994 rna-XM_022473353.1
LOC111128005 rna-XM_022473371.1
LOC111128019 rna-XR_002638673.1
LOC111128029 rna-XM_022473404.1
LOC111128034 rna-XM_022473423.1
LOC111128066 rna-XM_022473471.1
LOC111128074 rna-XM_022473487.1
LOC111128082 rna-XM_022473499.1
LOC111128093 rna-XM_022473537.1
LOC111128112 rna-XM_022473568.1
LOC111128118 rna-XM_022473577.1
LOC111128129 rna-XR_002638688.1
LOC111128146 rna-XM_022473612.1
LOC111128219 rna-XM_022473722.1
LOC111128241 rna-XM_022473748.1
LOC111128242 rna-XM_022473763.1
LOC111128244 rna-XM_022473751.1
LOC111128256 rna-XM_022473787.1
LOC111128266 rna-XM_022473804.1
LOC111128273 rna-XM_022473816.1
LOC111128278 rna-XM_022473828.1
LOC111128281 rna-XM_022473829.1
LOC111128296 rna-XR_002638702.1
LOC111128313 rna-XM_022473879.1
LOC111128350 rna-XM_022473932.1
LOC111128424 rna-XM_022474022.1
LOC111128450 rna-XM_022474057.1
LOC111128473 rna-XR_002638727.1
LOC111128494 rna-XM_022474113.1
LOC111128511 rna-XM_022474139.1
LOC111128533 rna-XM_022474184.1
LOC111128537 rna-XM_022474193.1
LOC111128554 rna-XM_022474232.1
LOC111128568 rna-XM_022474256.1
LOC111128624 rna-XM_022474362.1
LOC111128642 rna-XM_022474380.1
LOC111128660 rna-XM_022474409.1
LOC111128663 rna-XM_022474419.1
LOC111128683 rna-XM_022474444.1
LOC111128687 rna-XM_022474453.1
LOC111128698 rna-XM_022474476.1
LOC111128722 rna-XM_022474523.1
LOC111128746 rna-XM_022474571.1
LOC111128762 rna-XM_022474598.1
LOC111128783 rna-XR_002638755.1
LOC111128790 rna-XM_022474639.1
LOC111128794 rna-XM_022474647.1
LOC111128821 rna-XM_022474711.1
LOC111128837 rna-XM_022474729.1
LOC111128838 rna-XM_022474766.1
LOC111128852 rna-XR_002638772.1
LOC111128871 rna-XM_022474789.1
LOC111128878 rna-XM_022474805.1
LOC111128885 rna-XM_022474835.1
LOC111128933 rna-XM_022474904.1
LOC111128975 rna-XR_002638788.1
LOC111128979 rna-XM_022474978.1
LOC111129002 rna-XM_022475032.1
LOC111129007 rna-XM_022475051.1
LOC111129010 rna-XM_022475055.1
LOC111129023 rna-XM_022475074.1
LOC111129025 rna-XM_022475078.1
LOC111129049 rna-XM_022475108.1
LOC111129051 rna-XM_022475112.1
LOC111129079 rna-XM_022475164.1
LOC111129094 rna-XM_022475209.1
LOC111129117 rna-XM_022475244.1
LOC111129121 rna-XM_022475246.1
LOC111129139 rna-XM_022475300.1
LOC111129162 rna-XM_022475341.1
LOC111129163 rna-XM_022475349.1
LOC111129164 rna-XM_022475347.1
LOC111129173 rna-XM_022475388.1
LOC111129177 rna-XM_022475402.1
LOC111129181 rna-XM_022475411.1
LOC111129193 rna-XM_022475433.1
LOC111129199 rna-XM_022475454.1
LOC111129228 rna-XM_022475483.1
LOC111129261 rna-XM_022475529.1
LOC111129267 rna-XM_022475541.1
LOC111129366 rna-XM_022475710.1
LOC111129372 rna-XM_022475725.1
LOC111129374 rna-XM_022475726.1
LOC111129376 rna-XM_022475731.1
LOC111129398 rna-XM_022475774.1
LOC111129402 rna-XM_022475769.1
LOC111129405 rna-XM_022475776.1
LOC111129406 rna-XM_022475777.1
LOC111129434 rna-XM_022475818.1
LOC111129435 rna-XM_022475821.1
LOC111129471 rna-XM_022475863.1
LOC111129472 rna-XM_022475864.1
LOC111129473 rna-XM_022475868.1
LOC111129492 rna-XM_022475902.1
LOC111129497 rna-XM_022475910.1
LOC111129508 rna-XR_002638864.1
LOC111129512 rna-XM_022475943.1
LOC111129513 rna-XM_022475956.1
LOC111129526 rna-XM_022475981.1
LOC111129591 rna-XM_022476222.1
LOC111129617 rna-XM_022476076.1
LOC111129644 rna-XM_022476122.1
LOC111129693 rna-XM_022476178.1
LOC111129876 rna-XM_022476378.1
LOC111129882 rna-XM_022476397.1
LOC111129895 rna-XM_022476428.1
LOC111129899 rna-XM_022476425.1
LOC111129906 rna-XM_022476439.1
LOC111129910 rna-XM_022476446.1
LOC111129912 rna-XM_022476451.1
LOC111129930 rna-XM_022476477.1
LOC111129933 rna-XR_002638880.1
LOC111129938 rna-XM_022476492.1
LOC111129967 rna-XM_022476527.1
LOC111129975 rna-XM_022476793.1
LOC111129978 rna-XM_022476543.1
LOC111130053 rna-XM_022476719.1
LOC111130060 rna-XM_022476736.1
LOC111130081 rna-XM_022476771.1
LOC111130085 rna-XM_022476782.1
LOC111130111 rna-XM_022476820.1
LOC111130114 rna-XM_022476831.1
LOC111130146 rna-XM_022476879.1
LOC111130148 rna-XM_022476884.1
LOC111130151 rna-XM_022476886.1
LOC111130175 rna-XM_022476933.1
LOC111130185 rna-XM_022476952.1
LOC111130209 rna-XM_022476992.1
LOC111130214 rna-XR_002638917.1
LOC111130245 rna-XM_022477036.1
LOC111130249 rna-XM_022477044.1
LOC111130256 rna-XM_022477063.1
LOC111130257 rna-XM_022477065.1
LOC111130266 rna-XM_022477097.1
LOC111130267 rna-XM_022477118.1
LOC111130283 rna-XM_022477127.1
LOC111130286 rna-XM_022477156.1
LOC111130291 rna-XM_022477143.1
LOC111130306 rna-XM_022477199.1
LOC111130325 rna-XM_022477240.1
LOC111130333 rna-XM_022477254.1
LOC111130353 rna-XM_022477353.1
LOC111130354 rna-XM_022477344.1
LOC111130380 rna-XM_022477404.1
LOC111130384 rna-XM_022477414.1
LOC111130389 rna-XM_022477425.1
LOC111130398 rna-XM_022477440.1
LOC111130414 rna-XM_022477484.1
LOC111130417 rna-XM_022477488.1
LOC111130484 rna-XM_022477617.1
LOC111130487 rna-XM_022477597.1
LOC111130545 rna-XM_022477696.1
LOC111130563 rna-XM_022477720.1
LOC111130577 rna-XM_022477736.1
LOC111130579 rna-XM_022477742.1
LOC111130585 rna-XM_022477751.1
LOC111130587 rna-XM_022477753.1
LOC111130662 rna-XM_022477840.1
LOC111130676 rna-XM_022477862.1
LOC111130695 rna-XM_022477892.1
LOC111130704 rna-XR_002638975.1
LOC111130720 rna-XM_022477931.1
LOC111130739 rna-XM_022477953.1
LOC111130755 rna-XM_022477980.1
LOC111130845 rna-XM_022478096.1
LOC111130853 rna-XR_002638990.1
LOC111130869 rna-XM_022478131.1
LOC111130895 rna-XM_022478166.1
LOC111130916 rna-XM_022478193.1
LOC111130993 rna-XM_022478304.1
LOC111130996 rna-XM_022478310.1
LOC111131017 rna-XM_022478338.1
LOC111131026 rna-XM_022478347.1
LOC111131074 rna-XM_022478436.1
LOC111131099 rna-XM_022478454.1
LOC111131106 rna-XM_022478481.1
LOC111131143 rna-XR_002639035.1
LOC111131162 rna-XM_022478563.1
LOC111131167 rna-XM_022478591.1
LOC111131266 rna-XM_022478732.1
LOC111131271 rna-XM_022478712.1
LOC111131306 rna-XM_022478774.1
LOC111131325 rna-XM_022478798.1
LOC111131373 rna-XM_022478855.1
LOC111131395 rna-XM_022478888.1
LOC111131409 rna-XM_022478919.1
LOC111131447 rna-XM_022479335.1
LOC111131455 rna-XM_022478992.1
LOC111131466 rna-XM_022479045.1
LOC111131489 rna-XM_022479049.1
LOC111131490 rna-XM_022479052.1
LOC111131529 rna-XR_002639082.1
LOC111131541 rna-XR_002639083.1
LOC111131591 rna-XM_022479198.1
LOC111131601 rna-XM_022479211.1
LOC111131629 rna-XM_022479243.1
LOC111131631 rna-XM_022479249.1
LOC111131634 rna-XM_022479254.1
LOC111131661 rna-XM_022479293.1
LOC111131678 rna-XM_022479313.1
LOC111131690 rna-XM_022479328.1
LOC111131712 rna-XM_022479364.1
LOC111131737 rna-XM_022479407.1
LOC111131751 rna-XM_022479423.1
LOC111131765 rna-XM_022479452.1
LOC111131785 rna-XM_022479487.1
LOC111131810 rna-XM_022479526.1
LOC111131813 rna-XM_022479530.1
LOC111131849 rna-XM_022479587.1
LOC111131853 rna-XM_022479590.1
LOC111132069 rna-XM_022479745.1
LOC111132081 rna-XM_022479737.1
LOC111132094 rna-XM_022479758.1
LOC111132115 rna-XM_022479807.1
LOC111132200 rna-XM_022479977.1
LOC111132213 rna-XM_022479993.1
LOC111132214 rna-XM_022480001.1
LOC111132237 rna-XM_022480028.1
LOC111132298 rna-XM_022480095.1
LOC111132299 rna-XM_022480127.1
LOC111132319 rna-XM_022480118.1
LOC111132366 rna-XM_022480178.1
LOC111132450 rna-XM_022480333.1
LOC111132492 rna-XM_022480340.1
LOC111132493 rna-XM_022480305.1
LOC111132570 rna-XM_022480398.1
LOC111132603 rna-XM_022480446.1
LOC111132711 rna-XR_002639139.1
LOC111132787 rna-XM_022480610.1
LOC111132798 rna-XM_022480623.1
LOC111132802 rna-XM_022480638.1
LOC111132821 rna-XM_022480672.1
LOC111132822 rna-XM_022480686.1
LOC111132825 rna-XM_022480680.1
LOC111132836 rna-XM_022480701.1
LOC111132841 rna-XM_022480736.1
LOC111132856 rna-XM_022480746.1
LOC111132866 rna-XM_022480777.1
LOC111132926 rna-XM_022480874.1
LOC111132961 rna-XM_022480924.1
LOC111132974 rna-XM_022480961.1
LOC111132994 rna-XM_022481011.1
LOC111133045 rna-XM_022481097.1
LOC111133050 rna-XM_022481111.1
LOC111133065 rna-XM_022481137.1
LOC111133074 rna-XM_022481151.1
LOC111133082 rna-XR_002639178.1
LOC111133084 rna-XM_022481172.1
LOC111133092 rna-XM_022481187.1
LOC111133103 rna-XR_002639186.1
LOC111133106 rna-XM_022481204.1
LOC111133172 rna-XM_022481296.1
LOC111133178 rna-XM_022481305.1
LOC111133184 rna-XM_022481312.1
LOC111133214 rna-XM_022481367.1
LOC111133229 rna-XM_022481415.1
LOC111133261 rna-XM_022481468.1
LOC111133278 rna-XM_022481497.1
LOC111133279 rna-XM_022481503.1
LOC111133281 rna-XM_022481509.1
LOC111133296 rna-XM_022481556.1
LOC111133311 rna-XR_002639220.1
LOC111133332 rna-XM_022481644.1
LOC111133336 rna-XM_022481638.1
LOC111133350 rna-XM_022481669.1
LOC111133355 rna-XM_022481684.1
LOC111133359 rna-XM_022481692.1
LOC111133364 rna-XM_022481699.1
LOC111133379 rna-XM_022481726.1
LOC111133389 rna-XR_002639234.1
LOC111133393 rna-XM_022481750.1
LOC111133394 rna-XM_022481754.1
LOC111133401 rna-XM_022481781.1
LOC111133403 rna-XM_022481799.1
LOC111133421 rna-XM_022481834.1
LOC111133425 rna-XM_022481849.1
LOC111133442 rna-XM_022481874.1
LOC111133461 rna-XM_022481895.1
LOC111133519 rna-XR_002639262.1
LOC111133572 rna-XM_022482055.1
LOC111133575 rna-XM_022482067.1
LOC111133577 rna-XM_022482085.1
LOC111133580 rna-XM_022482083.1
LOC111133600 rna-XM_022482110.1
LOC111133604 rna-XM_022482119.1
LOC111133610 rna-XM_022482134.1
LOC111133613 rna-XR_002639275.1
LOC111133618 rna-XR_002639278.1
LOC111133629 rna-XM_022482185.1
LOC111133646 rna-XM_022482173.1
LOC111133653 rna-XR_002639284.1
LOC111133660 rna-XM_022482196.1
LOC111133663 rna-XM_022482200.1
LOC111133691 rna-XM_022482299.1
LOC111133747 rna-XM_022482379.1
LOC111133765 rna-XM_022482404.1
LOC111133771 rna-XM_022482417.1
LOC111133779 rna-XM_022482428.1
LOC111133813 rna-XM_022482497.1
LOC111133828 rna-XM_022482518.1
LOC111133867 rna-XM_022482573.1
LOC111133875 rna-XM_022482581.1
LOC111133878 rna-XM_022482584.1
LOC111133916 rna-XM_022482655.1
LOC111133922 rna-XM_022482657.1
LOC111133934 rna-XM_022482678.1
LOC111133964 rna-XR_002639330.1
LOC111133995 rna-XM_022482742.1
LOC111134009 rna-XM_022482773.1
LOC111134027 rna-XM_022482793.1
LOC111134044 rna-XR_002639353.1
LOC111134088 rna-XM_022482890.1
LOC111134106 rna-XM_022482914.1
LOC111134109 rna-XM_022482918.1
LOC111134122 rna-XM_022482942.1
LOC111134125 rna-XM_022482949.1
LOC111134139 rna-XM_022482964.1
LOC111134145 rna-XM_022482977.1
LOC111134181 rna-XM_022483053.1
LOC111134199 rna-XM_022483042.1
LOC111134203 rna-XM_022483056.1
LOC111134217 rna-XM_022483070.1
LOC111134230 rna-XM_022483093.1
LOC111134237 rna-XR_002639401.1
LOC111134240 rna-XM_022483120.1
LOC111134243 rna-XM_022483132.1
LOC111134252 rna-XM_022483140.1
LOC111134256 rna-XR_002639409.1
LOC111134265 rna-XM_022483160.1
LOC111134300 rna-XM_022483201.1
LOC111134302 rna-XM_022483209.1
LOC111134311 rna-XM_022483226.1
LOC111134314 rna-XM_022483231.1
LOC111134327 rna-XM_022483258.1
LOC111134338 rna-XM_022483278.1
LOC111134351 rna-XM_022483299.1
LOC111134367 rna-XM_022483322.1
LOC111134397 rna-XM_022483364.1
LOC111134417 rna-XM_022483399.1
LOC111134453 rna-XM_022483468.1
LOC111134466 rna-XM_022483498.1
LOC111134468 rna-XM_022483502.1
LOC111134474 rna-XM_022483547.1
LOC111134493 rna-XM_022483559.1
LOC111134510 rna-XM_022483610.1
LOC111134521 rna-XM_022483631.1
LOC111134566 rna-XM_022483710.1
LOC111134572 rna-XM_022483721.1
LOC111134573 rna-XM_022483725.1
LOC111134595 rna-XM_022483757.1
LOC111134614 rna-XM_022483796.1
LOC111134619 rna-XM_022483804.1
LOC111134632 rna-XM_022483830.1
LOC111134636 rna-XM_022483862.1
LOC111134647 rna-XM_022483883.1
LOC111134659 rna-XM_022483909.1
LOC111134669 rna-XR_002639495.1
LOC111134677 rna-XM_022483955.1
LOC111134684 rna-XM_022483950.1
LOC111134693 rna-XM_022483971.1
LOC111134716 rna-XM_022484028.1
LOC111134725 rna-XM_022484047.1
LOC111134772 rna-XM_022484128.1
LOC111134775 rna-XM_022484130.1
LOC111134781 rna-XM_022484143.1
LOC111134784 rna-XM_022484281.1
LOC111134790 rna-XM_022484157.1
LOC111134793 rna-XM_022484187.1
LOC111134800 rna-XM_022484203.1
LOC111134801 rna-XM_022484205.1
LOC111134804 rna-XM_022484211.1
LOC111134821 rna-XM_022484245.1
LOC111134822 rna-XM_022484247.1
LOC111134836 rna-XM_022484301.1
LOC111134837 rna-XM_022484278.1
LOC111134843 rna-XM_022484298.1
LOC111134855 rna-XM_022484325.1
LOC111134864 rna-XM_022484361.1
LOC111134872 rna-XM_022484359.1
LOC111134874 rna-XM_022484367.1
LOC111134881 rna-XM_022484384.1
LOC111134887 rna-XM_022484458.1
LOC111134901 rna-XM_022484438.1
LOC111134903 rna-XM_022484441.1
LOC111134931 rna-XM_022484523.1
LOC111134967 rna-XM_022484590.1
LOC111134971 rna-XM_022484610.1
LOC111134972 rna-XM_022484604.1
LOC111135008 rna-XM_022484677.1
LOC111135019 rna-XM_022484697.1
LOC111135020 rna-XM_022484698.1
LOC111135021 rna-XM_022484700.1
LOC111135022 rna-XM_022484706.1
LOC111135029 rna-XM_022484718.1
LOC111135040 rna-XM_022484728.1
LOC111135045 rna-XR_002639561.1
LOC111135047 rna-XM_022484734.1
LOC111135050 rna-XM_022484744.1
LOC111135063 rna-XM_022484770.1
LOC111135102 rna-XR_002639567.1
LOC111135114 rna-XM_022484854.1
LOC111135115 rna-XM_022484858.1
LOC111135123 rna-XM_022484876.1
LOC111135159 rna-XM_022484955.1
LOC111135174 rna-XM_022485001.1
LOC111135209 rna-XM_022485069.1
LOC111135226 rna-XM_022485122.1
LOC111135234 rna-XM_022485105.1
LOC111135240 rna-XM_022485117.1
LOC111135241 rna-XM_022485121.1
LOC111135259 rna-XM_022485175.1
LOC111135299 rna-XM_022485239.1
LOC111135346 rna-XM_022485314.1
LOC111135376 rna-XM_022485386.1
LOC111135397 rna-XM_022485425.1
LOC111135399 rna-XM_022485428.1
LOC111135431 rna-XM_022485491.1
LOC111135444 rna-XR_002639603.1
LOC111135445 rna-XM_022485530.1
LOC111135452 rna-XM_022485543.1
LOC111135477 rna-XM_022485586.1
LOC111135511 rna-XM_022485648.1
LOC111135516 rna-XM_022485656.1
LOC111135518 rna-XM_022485660.1
LOC111135544 rna-XM_022485696.1
LOC111135556 rna-XR_002639613.1
LOC111135568 rna-XM_022485742.1
LOC111135595 rna-XM_022485809.1
LOC111135633 rna-XM_022485865.1
LOC111135689 rna-XM_022485967.1
LOC111135705 rna-XM_022485995.1
LOC111135721 rna-XM_022486023.1
LOC111135772 rna-XM_022486106.1
LOC111135777 rna-XM_022486113.1
LOC111135786 rna-XM_022486143.1
LOC111135839 rna-XM_022486238.1
LOC111135853 rna-XM_022486275.1
LOC111135858 rna-XM_022486281.1
LOC111135890 rna-XM_022486341.1
LOC111135911 rna-XM_022486378.1
LOC111135958 rna-XM_022486452.1
LOC111135969 rna-XM_022486477.1
LOC111135975 rna-XM_022486487.1
LOC111135978 rna-XM_022486494.1
LOC111135982 rna-XM_022486510.1
LOC111135991 rna-XR_002639682.1
LOC111135993 rna-XM_022486527.1
LOC111136005 rna-XM_022486551.1
LOC111136017 rna-XM_022486580.1
LOC111136024 rna-XM_022486632.1
LOC111136047 rna-XR_002639697.1
LOC111136052 rna-XM_022486629.1
LOC111136064 rna-XM_022486652.1
LOC111136068 rna-XM_022486656.1
LOC111136076 rna-XR_002639702.1
LOC111136106 rna-XM_022486782.1
LOC111136109 rna-XM_022486720.1
LOC111136125 rna-XM_022486757.1
LOC111136140 rna-XM_022486777.1
LOC111136147 rna-XM_022486785.1
LOC111136153 rna-XM_022486799.1
LOC111136189 rna-XM_022486906.1
LOC111136202 rna-XM_022486874.1
LOC111136282 rna-XM_022487028.1
LOC111136299 rna-XM_022487072.1
LOC111136307 rna-XM_022487065.1
LOC111136355 rna-XM_022487160.1
LOC111136358 rna-XM_022487165.1
LOC111136377 rna-XM_022487182.1
LOC111136396 rna-XM_022487215.1
LOC111136398 rna-XM_022487222.1
LOC111136422 rna-XR_002639748.1
LOC111136440 rna-XR_002639754.1
LOC111136460 rna-XM_022487345.1
LOC111136516 rna-XM_022487439.1
LOC111136520 rna-XM_022487422.1
LOC111136524 rna-XM_022487432.1
LOC111136529 rna-XM_022487443.1
LOC111136548 rna-XM_022487477.1
LOC111136566 rna-XM_022487512.1
LOC111136585 rna-XM_022487530.1
LOC111136589 rna-XM_022487538.1
LOC111136636 rna-XM_022487649.1
LOC111136645 rna-XM_022487647.1
LOC111136647 rna-XM_022487654.1
LOC111136650 rna-XM_022487656.1
LOC111136658 rna-XR_002639777.1
LOC111136669 rna-XM_022487688.1
LOC111136800 rna-XM_022487914.1
LOC111136863 rna-XM_022488003.1
LOC111136892 rna-XR_002639794.1
LOC111136913 rna-XR_002639800.1
LOC111136915 rna-XR_002639801.1
LOC111136934 rna-XM_022488119.1
LOC111136974 rna-XM_022488178.1
LOC111136981 rna-XM_022488186.1
LOC111136991 rna-XM_022488199.1
LOC111137000 rna-XM_022488219.1
LOC111137002 rna-XR_002639820.1
LOC111137032 rna-XM_022488260.1
LOC111137059 rna-XM_022488301.1
LOC111137072 rna-XM_022488318.1
LOC111137086 rna-XM_022488337.1
LOC111137093 rna-XR_002639829.1
LOC111137126 rna-XM_022488423.1
LOC111137127 rna-XM_022488430.1
LOC111137130 rna-XM_022488432.1
LOC111137166 rna-XM_022488488.1
LOC111137176 rna-XM_022488511.1
LOC111137192 rna-XM_022488540.1
LOC111137220 rna-XR_002639841.1
LOC111137249 rna-XM_022488634.1
LOC111137256 rna-XM_022488645.1
LOC111137296 rna-XM_022488704.1
LOC111137308 rna-XM_022488736.1
LOC111137325 rna-XM_022488759.1
LOC111137335 rna-XM_022488771.1
LOC111137351 rna-XM_022488791.1
LOC111137375 rna-XR_002639869.1
LOC111137413 rna-XR_002639873.1
LOC111137439 rna-XM_022488897.1
LOC111137491 rna-XM_022488963.1
LOC111137511 rna-XM_022488983.1
LOC111137538 rna-XM_022489021.1
LOC111137576 rna-XM_022489081.1
LOC111137602 rna-XM_022489130.1
LOC111137612 rna-XM_022489145.1
LOC111137640 rna-XR_002639897.1
LOC111137656 rna-XM_022489216.1
LOC111137667 rna-XM_022489233.1
LOC111137676 rna-XM_022489252.1
LOC111137689 rna-XM_022489274.1
LOC111137731 rna-XR_002639924.1
LOC111137736 rna-XM_022489362.1
LOC111137742 rna-XM_022489371.1
LOC111137757 rna-XM_022489392.1
LOC111137769 rna-XM_022489411.1
LOC111137780 rna-XM_022489426.1
LOC111137795 rna-XR_002639937.1
LOC111137806 rna-XM_022489459.1
LOC111137811 rna-XM_022489467.1
LOC111137815 rna-XM_022489474.1
LOC111137816 rna-XM_022489476.1
LOC111137821 rna-XM_022489485.1
LOC111137825 rna-XM_022489506.1
LOC111137830 rna-XM_022489516.1
LOC111137831 rna-XM_022489520.1
LOC111137854 rna-XM_022489548.1
LOC111137934 rna-XM_022489637.1
LOC111137938 rna-XM_022489649.1
LOC111137969 rna-XM_022489701.1
LOC111138013 rna-XM_022489764.1
LOC111138027 rna-XM_022489783.1
LOC111138032 rna-XM_022489837.1
LOC111138038 rna-XM_022489813.1
LOC111138046 rna-XM_022489830.1
LOC111138069 rna-XM_022489866.1
LOC111138078 rna-XM_022489881.1
LOC111138083 rna-XM_022489892.1
LOC111138118 rna-XM_022489937.1
LOC111138149 rna-XM_022489989.1
LOC111138152 rna-XM_022489992.1
LOC111138158 rna-XM_022490002.1
LOC111138175 rna-XM_022490023.1
LOC111138211 rna-XM_022490073.1
LOC111138237 rna-XM_022490103.1
LOC111138265 rna-XM_022490145.1
