gene_name,change,t_name,Predom_exp,GO,p.value,product
NA,NA,NA,NA,GO:0045981,0.00214,NA
NA,NA,NA,NA,GO:1900373,0.00214,NA
NA,NA,NA,NA,GO:1900544,0.00214,NA
LOC111108071,1,rna-XM_022443592.1,0.083563125,GO:0030239,0.00220,protein draper-like
LOC111111941,1,rna-XM_022449141.1,0.304967125,GO:0030239,0.00220,multiple epidermal growth factor-like domains protein 11
LOC111112757,1,rna-XM_022450520.1,0.307019375,GO:0030239,0.00220,multiple epidermal growth factor-like domains protein 10
LOC111112778,1,rna-XM_022450565.1,0.696912,GO:0030239,0.00220,multiple epidermal growth factor-like domains protein 10
LOC111116883,1,rna-XM_022455933.1,0.107719625,GO:0030239,0.00220,uncharacterized LOC111116883
LOC111117346,1,rna-XM_022456432.1,0.3952874375,GO:0030239,0.00220,protein draper-like
LOC111117755,1,rna-XM_022456993.1,2.2493151875,GO:0030239,0.00220,multiple epidermal growth factor-like domains protein 10
LOC111125923,1,rna-XM_022470171.1,0.2582540625,GO:0030239,0.00220,uncharacterized LOC111125923
LOC111126409,1,rna-XM_022471027.1,1.722039,GO:0030239,0.00220,multiple epidermal growth factor-like domains protein 10
LOC111132450,1,rna-XM_022480333.1,4.6166535,GO:0030239,0.00220,troponin T-like
LOC111133875,1,rna-XM_022482581.1,0.372513875,GO:0030239,0.00220,uncharacterized LOC111133875
LOC111125330,1,rna-XM_022469021.1,1.04413025,GO:0055002,0.00220,hemicentin-1-like
LOC111103936,1,rna-XM_022437574.1,0.277023375,GO:0006796,0.00224,receptor-type tyrosine-protein phosphatase alpha-like
LOC111118584,1,rna-XM_022458127.1,1.566385375,GO:0006796,0.00224,inorganic pyrophosphatase-like
LOC111108719,1,rna-XM_022444759.1,0.151732375,GO:0048609,0.00225,uncharacterized LOC111108719
LOC111099152,1,rna-XM_022430539.1,0.968334875,GO:0007275,0.00228,NADPH oxidoreductase A-like
LOC111099711,1,rna-XM_022431121.1,0.6058566875,GO:0007275,0.00228,uncharacterized LOC111099711
LOC111099802,1,rna-XM_022431265.1,0.54899775,GO:0007275,0.00228,uncharacterized LOC111099802
LOC111100299,1,rna-XR_002633974.1,0.2018494375,GO:0007275,0.00228,uncharacterized LOC111100299
LOC111100788,1,rna-XM_022432882.1,13.06688525,GO:0007275,0.00228,protein quaking-B-like
LOC111102834,1,rna-XM_022435732.1,1.0409703125,GO:0007275,0.00228,uncharacterized LOC111102834
LOC111108048,1,rna-XM_022443542.1,0.44124625,GO:0007275,0.00228,uncharacterized LOC111108048
LOC111108381,1,rna-XM_022444221.1,0.1220561875,GO:0007275,0.00228,spermatogenesis-associated protein 20-like
LOC111110329,1,rna-XR_002635800.1,0.2039875,GO:0007275,0.00228,kielin/chordin-like protein
LOC111110798,1,rna-XM_022447421.1,0.1495803125,GO:0007275,0.00228,paired box protein Pax-6-like
LOC111111056,1,rna-XM_022447799.1,0.53303975,GO:0007275,0.00228,uncharacterized LOC111111056
LOC111111279,1,rna-XM_022448151.1,0.4833998125,GO:0007275,0.00228,uncharacterized LOC111111279
LOC111112006,1,rna-XM_022449243.1,0.788258625,GO:0007275,0.00228,cubilin-like
LOC111115409,1,rna-XM_022454131.1,0.09554725,GO:0007275,0.00228,tolloid-like protein 1
LOC111115689,1,rna-XM_022454516.1,0.930736375,GO:0007275,0.00228,uncharacterized LOC111115689
LOC111115732,1,rna-XM_022454569.1,0.2902758125,GO:0007275,0.00228,uncharacterized LOC111115732
LOC111117293,1,rna-XM_022456357.1,2.493083125,GO:0007275,0.00228,uncharacterized LOC111117293
LOC111117593,1,rna-XM_022456746.1,0.8851108125,GO:0007275,0.00228,uncharacterized LOC111117593
LOC111117902,1,rna-XR_002637370.1,1.4988600625,GO:0007275,0.00228,uncharacterized LOC111117902
LOC111119867,1,rna-XM_022460429.1,0.3201045625,GO:0007275,0.00228,protein TBATA-like
LOC111121822,1,rna-XM_022463254.1,1.5665735,GO:0007275,0.00228,spermatogenesis-associated protein 6-like
LOC111122584,1,rna-XM_022464375.1,2.9761535,GO:0007275,0.00228,uncharacterized LOC111122584
LOC111122665,1,rna-XM_022464524.1,0.2984210625,GO:0007275,0.00228,uncharacterized LOC111122665
LOC111124944,1,rna-XM_022468297.1,1.252228125,GO:0007275,0.00228,thioredoxin domain-containing protein 3 homolog
LOC111125176,1,rna-XM_022468714.1,1.9540850625,GO:0007275,0.00228,translin-associated protein X-like
LOC111125764,1,rna-XM_022469858.1,1.5020004375,GO:0007275,0.00228,thioredoxin domain-containing protein 3 homolog
LOC111126890,1,rna-XM_022471811.1,0.8304040625,GO:0007275,0.00228,peroxisome proliferator-activated receptor delta-like
LOC111127075,1,rna-XM_022472080.1,2.8703814375,GO:0007275,0.00228,protein tumorous imaginal discs
LOC111127569,1,rna-XM_022472788.1,0.6983215,GO:0007275,0.00228,hemicentin-1-like
LOC111128146,1,rna-XM_022473611.1,0.5458579375,GO:0007275,0.00228,proline-rich extensin-like protein EPR1
LOC111129402,1,rna-XM_022475769.1,0.1255885625,GO:0007275,0.00228,membrane progestin receptor beta-like
LOC111129910,1,rna-XM_022476445.1,4.5605029375,GO:0007275,0.00228,serine/threonine-protein kinase ATR-like
LOC111130484,1,rna-XM_022477595.1,0.703752625,GO:0007275,0.00228,ETS homologous factor-like
LOC111131017,1,rna-XM_022478339.1,0.70768775,GO:0007275,0.00228,protein giant-like
LOC111131271,1,rna-XM_022478711.1,0.6035485,GO:0007275,0.00228,protein giant-like
LOC111132798,1,rna-XM_022480621.1,16.4229034375,GO:0007275,0.00228,serine/threonine-protein kinase mig-15-like
LOC111133813,1,rna-XM_022482497.1,1.20830025,GO:0007275,0.00228,uncharacterized LOC111133813
LOC111133867,1,rna-XM_022482573.1,0.63917225,GO:0007275,0.00228,uncharacterized LOC111133867
LOC111134230,1,rna-XM_022483093.1,1.6841576875,GO:0007275,0.00228,uncharacterized LOC111134230
LOC111134837,1,rna-XM_022484278.1,0.871730875,GO:0007275,0.00228,coiled-coil domain-containing protein 7-like
LOC111135397,1,rna-XM_022485423.1,0.12131475,GO:0007275,0.00228,sucrose non-fermenting protein kinase 1-like
LOC111135445,1,rna-XM_022485530.1,15.6458935,GO:0007275,0.00228,polyhomeotic-like protein 1
LOC111135518,1,rna-XM_022485659.1,0.4956865,GO:0007275,0.00228,uncharacterized LOC111135518
LOC111135568,1,rna-XM_022485742.1,0.7662154375,GO:0007275,0.00228,uncharacterized LOC111135568
LOC111136460,1,rna-XM_022487351.1,0.221516,GO:0007275,0.00228,beta-1
LOC111138175,1,rna-XM_022490023.1,0.1513415,GO:0007275,0.00228,O-acyltransferase like protein-like
NA,NA,NA,NA,GO:0010927,0.00245,NA
LOC111100977,1,rna-XM_022433163.1,0.616921,GO:0016239,0.00262,uncharacterized LOC111100977
LOC111100983,1,rna-XM_022433172.1,0.1573704375,GO:0016239,0.00262,tripartite motif-containing protein 55-like
LOC111118380,1,rna-XM_022457818.1,0.7407135,GO:0016239,0.00262,guanine nucleotide exchange C9orf72-like
LOC111119030,1,rna-XM_022458828.1,0.5806230625,GO:0016239,0.00262,guanine nucleotide exchange C9orf72-like
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0016239,0.00262,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0016239,0.00262,hamartin-like
NA,NA,NA,NA,GO:0018200,0.00268,NA
NA,NA,NA,NA,GO:0048232,0.00271,NA
NA,NA,NA,NA,GO:0006793,0.00274,NA
NA,NA,NA,NA,GO:0010563,0.00275,NA
NA,NA,NA,NA,GO:0045936,0.00275,NA
NA,NA,NA,NA,GO:0048646,0.00284,NA
LOC111099674,1,rna-XM_022431064.1,0.2733940625,GO:0043123,0.00287,probable E3 ubiquitin-protein ligase MID2
LOC111100408,1,rna-XR_002634011.1,5.083664,GO:0043123,0.00287,baculoviral IAP repeat-containing protein 2-like
LOC111100577,1,rna-XM_022432610.1,0.5324264375,GO:0043123,0.00287,uncharacterized LOC111100577
LOC111100977,1,rna-XM_022433163.1,0.616921,GO:0043123,0.00287,uncharacterized LOC111100977
LOC111100983,1,rna-XM_022433172.1,0.1573704375,GO:0043123,0.00287,tripartite motif-containing protein 55-like
LOC111101018,1,rna-XM_022433225.1,0.83698325,GO:0043123,0.00287,baculoviral IAP repeat-containing protein 3-like
LOC111104484,1,rna-XM_022438463.1,0.4171013125,GO:0043123,0.00287,beta-2 adrenergic receptor-like
LOC111104827,1,rna-XM_022438973.1,1.093110875,GO:0043123,0.00287,caspase-9-like
LOC111105420,1,rna-XM_022439705.1,0.0602895625,GO:0043123,0.00287,uncharacterized LOC111105420
LOC111109546,1,rna-XM_022445725.1,1.37681375,GO:0043123,0.00287,uncharacterized LOC111109546
LOC111112317,1,rna-XM_022449767.1,0.0945256875,GO:0043123,0.00287,uncharacterized LOC111112317
LOC111114075,1,rna-XM_022452371.1,4.12266325,GO:0043123,0.00287,uncharacterized LOC111114075
LOC111115166,1,rna-XM_022453808.1,0.2764935625,GO:0043123,0.00287,E3 ubiquitin/ISG15 ligase TRIM25-like
LOC111122584,1,rna-XM_022464375.1,2.9761535,GO:0043123,0.00287,uncharacterized LOC111122584
LOC111123901,1,rna-XM_022466584.1,0.785423,GO:0043123,0.00287,filamin A-interacting protein 1-like
LOC111130895,1,rna-XM_022478167.1,0.2462668125,GO:0043123,0.00287,uncharacterized LOC111130895
LOC111131395,1,rna-XM_022478884.1,0.6262209375,GO:0043123,0.00287,uncharacterized LOC111131395
LOC111133184,1,rna-XM_022481312.1,0.28802225,GO:0043123,0.00287,uncharacterized LOC111133184
LOC111133332,1,rna-XM_022481644.1,0.58855225,GO:0043123,0.00287,uncharacterized LOC111133332
LOC111133350,1,rna-XM_022481673.1,8.595877,GO:0043123,0.00287,pleckstrin homology domain-containing family G member 5-like
LOC111134716,1,rna-XM_022484027.1,2.3215999375,GO:0043123,0.00287,ranBP-type and C3HC4-type zinc finger-containing protein 1-like
LOC111136650,1,rna-XM_022487656.1,0.726442,GO:0043123,0.00287,uncharacterized LOC111136650
LOC111107757,1,rna-XM_022443099.1,33.159413625,GO:0045924,0.00292,neuroglian-like
LOC111108642,1,rna-XM_022444646.1,0.4652440625,GO:0045924,0.00292,neuroglian-like
NA,NA,NA,NA,GO:0036211,0.00296,NA
LOC111103323,1,rna-XM_022436518.1,0.526257125,GO:0007160,0.00297,mucin-2-like
LOC111108026,1,rna-XM_022443515.1,0.130631875,GO:0007160,0.00297,uncharacterized LOC111108026
LOC111108048,1,rna-XM_022443542.1,0.44124625,GO:0007160,0.00297,uncharacterized LOC111108048
LOC111108443,1,rna-XM_022444341.1,0.783018625,GO:0007160,0.00297,fibrillin-1-like
LOC111111392,1,rna-XM_022448364.1,1.8821114375,GO:0007160,0.00297,integrin alpha-2-like
LOC111114666,1,rna-XM_022453074.1,0.17334325,GO:0007160,0.00297,hemicentin-1-like
LOC111116831,1,rna-XM_022455852.1,0.0551760625,GO:0007160,0.00297,delta-like protein C
LOC111119492,1,rna-XM_022459697.1,0.147790875,GO:0007160,0.00297,uncharacterized LOC111119492
LOC111121476,1,rna-XM_022462787.1,1.051185125,GO:0007160,0.00297,uncharacterized LOC111121476
LOC111121706,1,rna-XM_022463076.1,0.3357385625,GO:0007160,0.00297,uncharacterized LOC111121706
LOC111121865,1,rna-XM_022463340.1,0.1566213125,GO:0007160,0.00297,fibrillin-2-like
LOC111123734,1,rna-XM_022466272.1,2.123762,GO:0007160,0.00297,uncharacterized LOC111123734
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0007160,0.00297,hamartin-like
LOC111125391,1,rna-XM_022469180.1,3.2604269375,GO:0007160,0.00297,liprin-alpha-1-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0007160,0.00297,hamartin-like
LOC111126421,1,rna-XM_022471059.1,1.735938,GO:0007160,0.00297,tetraspanin-9-like
LOC111130577,1,rna-XM_022477735.1,0.362096875,GO:0007160,0.00297,mammalian ependymin-related protein 1-like
LOC111132115,1,rna-XM_022479812.1,1.95229,GO:0007160,0.00297,loricrin-like
LOC111132298,1,rna-XM_022480095.1,0.0202779375,GO:0007160,0.00297,multiple epidermal growth factor-like domains protein 11
LOC111133103,1,rna-XM_022481201.1,0.0542646875,GO:0007160,0.00297,uncharacterized LOC111133103
LOC111133172,1,rna-XM_022481296.1,0.21300425,GO:0007160,0.00297,serine-rich adhesin for platelets-like
LOC111134790,1,rna-XM_022484159.1,6.00476475,GO:0007160,0.00297,loricrin-like
LOC111136355,1,rna-XM_022487160.1,0.148508875,GO:0007160,0.00297,protein draper-like
LOC111136358,1,rna-XR_002639726.1,0.0998133125,GO:0007160,0.00297,uncharacterized LOC111136358
LOC111099230,1,rna-XM_022430673.1,0.193493125,GO:0007283,0.00308,uncharacterized LOC111099230
LOC111100299,1,rna-XR_002633974.1,0.2018494375,GO:0007283,0.00308,uncharacterized LOC111100299
LOC111101018,1,rna-XM_022433225.1,0.83698325,GO:0007283,0.00308,baculoviral IAP repeat-containing protein 3-like
LOC111102834,1,rna-XM_022435732.1,1.0409703125,GO:0007283,0.00308,uncharacterized LOC111102834
LOC111106793,1,rna-XM_022441615.1,0.4486175625,GO:0007283,0.00308,mitochondrial inner membrane protease subunit 2-like
LOC111107854,1,rna-XM_022443246.1,1.24762625,GO:0007283,0.00308,orphan steroid hormone receptor 2-like
LOC111108381,1,rna-XM_022444221.1,0.1220561875,GO:0007283,0.00308,spermatogenesis-associated protein 20-like
LOC111110038,1,rna-XM_022446368.1,0.3782895,GO:0007283,0.00308,uncharacterized LOC111110038
LOC111110671,1,rna-XM_022447268.1,0.2629393125,GO:0007283,0.00308,uncharacterized LOC111110671
LOC111115338,1,rna-XM_022454022.1,5.711959,GO:0007283,0.00308,cAMP-responsive element modulator-like
LOC111116003,1,rna-XM_022454967.1,0.0877374375,GO:0007283,0.00308,interferon-induced protein 44-like
LOC111117992,1,rna-XM_022457250.1,0.6016635,GO:0007283,0.00308,meiotic recombination protein DMC1/LIM15 homolog
LOC111118726,1,rna-XM_022458323.1,0.23599275,GO:0007283,0.00308,vicilin-like seed storage protein At2g18540
LOC111119867,1,rna-XM_022460429.1,0.3201045625,GO:0007283,0.00308,protein TBATA-like
LOC111121430,1,rna-XM_022462718.1,0.29182425,GO:0007283,0.00308,uncharacterized LOC111121430
LOC111121822,1,rna-XM_022463254.1,1.5665735,GO:0007283,0.00308,spermatogenesis-associated protein 6-like
LOC111123265,1,rna-XR_002638013.1,0.2700580625,GO:0007283,0.00308,probable histone-lysine N-methyltransferase PRDM7
LOC111124155,1,rna-XM_022467020.1,7.2677805,GO:0007283,0.00308,tudor domain-containing protein 7-like
LOC111124944,1,rna-XM_022468297.1,1.252228125,GO:0007283,0.00308,thioredoxin domain-containing protein 3 homolog
LOC111125176,1,rna-XM_022468714.1,1.9540850625,GO:0007283,0.00308,translin-associated protein X-like
LOC111125764,1,rna-XM_022469858.1,1.5020004375,GO:0007283,0.00308,thioredoxin domain-containing protein 3 homolog
LOC111125771,1,rna-XM_022469890.1,0.172187,GO:0007283,0.00308,uncharacterized LOC111125771
LOC111126798,1,rna-XM_022471673.1,3.305485375,GO:0007283,0.00308,uncharacterized protein KIAA1109-like
LOC111127369,1,rna-XM_022472520.1,4.4692243125,GO:0007283,0.00308,E3 ubiquitin-protein ligase HERC2-like
LOC111128837,1,rna-XM_022474729.1,8.51388125,GO:0007283,0.00308,lysine-specific demethylase 5A-like
LOC111128979,1,rna-XM_022474975.1,4.285948625,GO:0007283,0.00308,nesprin-1-like
LOC111130662,1,rna-XM_022477840.1,1.243350875,GO:0007283,0.00308,uncharacterized LOC111130662
LOC111130755,1,rna-XM_022477980.1,10.5436675,GO:0007283,0.00308,5'-3' exoribonuclease 2-like
LOC111134822,1,rna-XM_022484247.1,1.34763775,GO:0007283,0.00308,septin-2-like
LOC111134837,1,rna-XM_022484278.1,0.871730875,GO:0007283,0.00308,coiled-coil domain-containing protein 7-like
LOC111135397,1,rna-XM_022485423.1,0.12131475,GO:0007283,0.00308,sucrose non-fermenting protein kinase 1-like
LOC111135705,1,rna-XM_022485995.1,2.763710625,GO:0007283,0.00308,homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein
LOC111138027,1,rna-XM_022489782.1,1.800953375,GO:0007283,0.00308,septin-2-like
LOC111100064,1,rna-XM_022431657.1,0.233819625,GO:0007010,0.00315,uncharacterized LOC111100064
LOC111100564,1,rna-XM_022432565.1,0.72606225,GO:0007010,0.00315,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
LOC111102830,1,rna-XM_022435724.1,0.200420875,GO:0007010,0.00315,ankyrin repeat domain-containing protein 50-like
LOC111106424,1,rna-XM_022441096.1,0.1620708125,GO:0007010,0.00315,ankyrin-2-like
LOC111107253,1,rna-XM_022442360.1,0.445174375,GO:0007010,0.00315,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
LOC111108540,1,rna-XM_022444515.1,0.034137375,GO:0007010,0.00315,uncharacterized LOC111108540
LOC111124530,1,rna-XM_022467466.1,5.428896125,GO:0007010,0.00315,C2H2 finger domain transcription factor crzA-like
LOC111133364,1,rna-XM_022481700.1,3.427515125,GO:0007010,0.00315,uncharacterized LOC111133364
LOC111135544,1,rna-XM_022485696.1,3.6331874375,GO:0007010,0.00315,proline-serine-threonine phosphatase-interacting protein 2-like
LOC111136396,1,rna-XM_022487215.1,8.6029715625,GO:0007010,0.00315,uncharacterized LOC111136396
NA,NA,NA,NA,GO:0052652,0.00319,NA
LOC111099965,1,rna-XM_022431503.1,0.72584625,GO:0045053,0.00320,low-density lipoprotein receptor-related protein 8-like
LOC111131661,1,rna-XM_022479293.1,0.4371870625,GO:0045053,0.00320,uncharacterized LOC111131661
LOC111135993,1,rna-XM_022486526.1,0.2394360625,GO:0045053,0.00320,uncharacterized LOC111135993
LOC111137816,1,rna-XM_022489475.1,2.26676925,GO:0045053,0.00320,vacuolar segregation protein PEP7-like
NA,NA,NA,NA,GO:0051125,0.00320,NA
LOC111106755,1,rna-XM_022441568.1,0.5178795,GO:0032956,0.00340,serine/threonine-protein kinase PAK 3-like
LOC111119669,1,rna-XM_022460079.1,12.730769,GO:0032956,0.00340,rho-associated protein kinase 2-like
LOC111125450,1,rna-XM_022469275.1,1.24421225,GO:0032956,0.00340,neuronal membrane glycoprotein M6-a-like
LOC111129912,1,rna-XM_022476451.1,2.36838575,GO:0032956,0.00340,peptidyl-glycine alpha-amidating monooxygenase-like
NA,NA,NA,NA,GO:0001667,0.00348,NA
NA,NA,NA,NA,GO:1902533,0.00350,NA
LOC111106755,1,rna-XM_022441568.1,0.5178795,GO:0007266,0.00353,serine/threonine-protein kinase PAK 3-like
LOC111114882,1,rna-XM_022453408.1,0.7426224375,GO:0007266,0.00353,uncharacterized LOC111114882
LOC111119669,1,rna-XM_022460079.1,12.730769,GO:0007266,0.00353,rho-associated protein kinase 2-like
LOC111125429,1,rna-XM_022469217.1,1.0993346875,GO:0007266,0.00353,uncharacterized LOC111125429
NA,NA,NA,NA,GO:0048519,0.00365,NA
NA,NA,NA,NA,GO:0032663,0.00365,NA
LOC111104432,1,rna-XM_022438384.1,5.4363169375,GO:0002677,0.00370,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,1,rna-XM_022483399.1,5.295477875,GO:0002677,0.00370,tumor necrosis factor alpha-induced protein 3-like
NA,NA,NA,NA,GO:0007630,0.00370,NA
LOC111126745,1,rna-XM_022471583.1,0.17136425,GO:0007636,0.00370,POU domain
LOC111127064,1,rna-XM_022472064.1,0.1327308125,GO:0007636,0.00370,POU domain
LOC111122016,1,rna-XM_022463538.1,2.208433125,GO:0032754,0.00370,cAMP-specific 3'
LOC111122342,1,rna-XM_022464074.1,1.2340983125,GO:0032754,0.00370,cAMP-specific 3'
NA,NA,NA,NA,GO:0034147,0.00370,NA
LOC111104432,1,rna-XM_022438384.1,5.4363169375,GO:0034148,0.00370,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,1,rna-XM_022483399.1,5.295477875,GO:0034148,0.00370,tumor necrosis factor alpha-induced protein 3-like
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0043379,0.00370,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0043379,0.00370,hamartin-like
LOC111106199,1,rna-XM_022440767.1,0.0679459375,GO:0045167,0.00370,uncharacterized LOC111106199
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0045167,0.00370,uncharacterized LOC111106339
LOC111106199,1,rna-XM_022440767.1,0.0679459375,GO:0060069,0.00370,uncharacterized LOC111106199
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0060069,0.00370,uncharacterized LOC111106339
NA,NA,NA,NA,GO:0070425,0.00370,NA
NA,NA,NA,NA,GO:0070428,0.00370,NA
LOC111104432,1,rna-XM_022438384.1,5.4363169375,GO:0070429,0.00370,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,1,rna-XM_022483399.1,5.295477875,GO:0070429,0.00370,tumor necrosis factor alpha-induced protein 3-like
NA,NA,NA,NA,GO:0070432,0.00370,NA
LOC111104432,1,rna-XM_022438384.1,5.4363169375,GO:0070433,0.00370,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,1,rna-XM_022483399.1,5.295477875,GO:0070433,0.00370,tumor necrosis factor alpha-induced protein 3-like
NA,NA,NA,NA,GO:0090713,0.00370,NA
NA,NA,NA,NA,GO:0090715,0.00370,NA
NA,NA,NA,NA,GO:0019098,0.00377,NA
NA,NA,NA,NA,GO:0032970,0.00379,NA
LOC111106199,1,rna-XM_022440767.1,0.0679459375,GO:0009786,0.00392,uncharacterized LOC111106199
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0009786,0.00392,uncharacterized LOC111106339
LOC111110798,1,rna-XM_022447421.1,0.1495803125,GO:0009786,0.00392,paired box protein Pax-6-like
LOC111099747,1,rna-XM_022431201.1,0.3832295,GO:0045843,0.00392,homeobox protein abdominal-B-like
LOC111118073,1,rna-XM_022457368.1,0.81571625,GO:0045843,0.00392,growth/differentiation factor 8-like
LOC111120101,1,rna-XM_022460776.1,10.4191450625,GO:0045843,0.00392,putative RNA-binding protein Luc7-like 1
LOC111105256,1,rna-XM_022439432.1,2.298439375,GO:0048820,0.00392,nucleolar MIF4G domain-containing protein 1-like
LOC111111058,1,rna-XM_022447815.1,3.1738293125,GO:0048820,0.00392,unconventional myosin-Va-like
LOC111112605,1,rna-XM_022450205.1,20.464211,GO:0007044,0.00394,talin-1-like
LOC111113215,1,rna-XM_022451323.1,1.9059405,GO:0007044,0.00394,tensin-1-like
LOC111126560,1,rna-XM_022471293.1,1.92908425,GO:0007044,0.00394,tensin-1-like
NA,NA,NA,NA,GO:0150115,0.00394,NA
LOC111103244,1,rna-XM_022436350.1,2.341179125,GO:0008283,0.00403,phosphatidylinositol-binding clathrin assembly protein LAP-like
LOC111103646,1,rna-XM_022437048.1,0.75597,GO:0008283,0.00403,proto-oncogene tyrosine-protein kinase ROS-like
LOC111104834,1,rna-XM_022438986.1,1.6638404375,GO:0008283,0.00403,F-box/LRR-repeat protein 3-like
LOC111105636,1,rna-XM_022440017.1,3.4763104375,GO:0008283,0.00403,pyridoxal kinase-like
LOC111106516,1,rna-XM_022441231.1,0.2048103125,GO:0008283,0.00403,protein Wnt-2b-A-like
LOC111111314,1,rna-XM_022448211.1,0.2022953125,GO:0008283,0.00403,uncharacterized LOC111111314
LOC111113238,1,rna-XM_022451510.1,13.7019739375,GO:0008283,0.00403,protein scribble homolog
LOC111119426,1,rna-XM_022459609.1,0.4577048125,GO:0008283,0.00403,collagen alpha-1(XXV) chain-like
LOC111119571,1,rna-XM_022459851.1,0.562407625,GO:0008283,0.00403,collagen alpha-1(XXV) chain-like
LOC111124602,1,rna-XM_022467601.1,0.0108105625,GO:0008283,0.00403,uncharacterized LOC111124602
LOC111124871,1,rna-XM_022468125.1,0.2091133125,GO:0008283,0.00403,prion-like-(Q/N-rich) domain-bearing protein 25
LOC111125347,1,rna-XM_022469056.1,0.157019875,GO:0008283,0.00403,myosin-7-like
LOC111129405,1,rna-XM_022475776.1,1.7780556875,GO:0008283,0.00403,homeobox protein six1-like
LOC111129895,1,rna-XM_022476418.1,7.46410775,GO:0008283,0.00403,SUMO-specific isopeptidase USPL1-like
LOC111130484,1,rna-XM_022477595.1,0.703752625,GO:0008283,0.00403,ETS homologous factor-like
LOC111137032,1,rna-XM_022488259.1,12.16766225,GO:0008283,0.00403,cyclin-dependent kinase 11B-like
NA,NA,NA,NA,GO:0009154,0.00404,NA
LOC111123480,1,rna-XM_022465803.1,0.2434630625,GO:0002009,0.00428,tenascin-X-like
NA,NA,NA,NA,GO:0051234,0.00429,NA
LOC111107224,1,rna-XM_022442309.1,0.1532558125,GO:0008356,0.00438,fibropellin-1-like
LOC111108704,1,rna-XM_022444742.1,0.0998985625,GO:0008356,0.00438,neurogenic locus notch homolog protein 1-like
LOC111121847,1,rna-XM_022463306.1,0.3228033125,GO:0008356,0.00438,fibropellin-1-like
LOC111123755,1,rna-XM_022466315.1,0.0716631875,GO:0008356,0.00438,uncharacterized LOC111123755
LOC111119426,1,rna-XM_022459609.1,0.4577048125,GO:0032836,0.00456,collagen alpha-1(XXV) chain-like
LOC111119571,1,rna-XM_022459851.1,0.562407625,GO:0032836,0.00456,collagen alpha-1(XXV) chain-like
LOC111129526,1,rna-XM_022475980.1,6.3053994375,GO:0032836,0.00456,unconventional myosin-Ie-like
LOC111134632,1,rna-XM_022483830.1,0.60742475,GO:0032836,0.00456,hemicentin-1-like
LOC111107158,1,rna-XM_022442194.1,0.9331108125,GO:0046549,0.00456,vitamin D3 receptor-like
LOC111127137,1,rna-XM_022472183.1,1.8582961875,GO:0046549,0.00456,retinoic acid receptor alpha-like
LOC111128424,1,rna-XM_022474022.1,1.9967371875,GO:0046549,0.00456,probable nuclear hormone receptor HR3
LOC111128554,1,rna-XM_022474232.1,1.99172325,GO:0046549,0.00456,vitamin D3 receptor-like
LOC111124662,1,rna-XM_022467747.1,4.5626224375,GO:0016241,0.00461,exocyst complex component 1-like
NA,NA,NA,NA,GO:0035872,0.00471,NA
NA,NA,NA,NA,GO:0048634,0.00471,NA
LOC111103484,1,rna-XM_022436792.1,20.9945314375,GO:0070423,0.00471,mitogen-activated protein kinase kinase kinase 7-interacting protein 3 homolog
LOC111104432,1,rna-XM_022438384.1,5.4363169375,GO:0070423,0.00471,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,1,rna-XM_022483399.1,5.295477875,GO:0070423,0.00471,tumor necrosis factor alpha-induced protein 3-like
LOC111105324,1,rna-XM_022439550.1,3.8497165625,GO:0030182,0.00478,runt-related transcription factor 1-like
LOC111106516,1,rna-XM_022441231.1,0.2048103125,GO:0030182,0.00478,protein Wnt-2b-A-like
LOC111109611,1,rna-XM_022445803.1,0.237635875,GO:0030182,0.00478,protein Wnt-7b-like
LOC111122602,1,rna-XM_022464409.1,1.3617950625,GO:0030182,0.00478,frizzled-5-like
LOC111123460,1,rna-XM_022465777.1,1.2381180625,GO:0030182,0.00478,leucine-rich repeat-containing protein 24-like
LOC111123755,1,rna-XM_022466315.1,0.0716631875,GO:0030182,0.00478,uncharacterized LOC111123755
LOC111126881,1,rna-XM_022471792.1,0.5314801875,GO:0030182,0.00478,protein Wnt-10b-like
LOC111111403,1,rna-XM_022448396.1,0.203504375,GO:0019083,0.00478,uncharacterized LOC111111403
LOC111123550,1,rna-XM_022465954.1,0.159197625,GO:0019083,0.00478,uncharacterized LOC111123550
LOC111125592,1,rna-XM_022469559.1,4.0824214375,GO:0019083,0.00478,nucleoporin NUP188 homolog
NA,NA,NA,NA,GO:0031279,0.00478,NA
