gene_name,meth.diff,GO,p.value,product
LOC111133129,59,GO:0006366,3.5e-05,transcription initiation factor TFIID subunit 9B-like
LOC111101884,50,GO:0006366,3.5e-05,TFIIH basal transcription factor complex helicase XPB subunit-like
LOC111103988,57,GO:0006366,3.5e-05,DNA-directed RNA polymerases I
LOC111107565,-54,GO:0006366,3.5e-05,host cell factor 1-like
LOC111125491,50,GO:0051603,4.1e-05,caspase-8-like
LOC111129870,-50,GO:0051603,4.1e-05,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111129870,51,GO:0051603,4.1e-05,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111136303,-54,GO:0051603,4.1e-05,uncharacterized LOC111136303
LOC111136303,55,GO:0051603,4.1e-05,uncharacterized LOC111136303
LOC111136303,67,GO:0051603,4.1e-05,uncharacterized LOC111136303
LOC111136303,58,GO:0051603,4.1e-05,uncharacterized LOC111136303
LOC111119493,54,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 24-like
LOC111118909,-53,GO:0006511,4.8e-05,E3 ubiquitin-protein ligase SMURF2-like
LOC111119090,50,GO:0006511,4.8e-05,ubiquitin-conjugating enzyme E2 S-like
LOC111118834,53,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118834,59,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 7-like
LOC111118382,58,GO:0006511,4.8e-05,COP9 signalosome complex subunit 3-like
LOC111122929,-51,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 26-like
LOC111122929,-57,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 26-like
LOC111123841,64,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase isozyme L5-like
LOC111124696,-71,GO:0006511,4.8e-05,E3 SUMO-protein ligase RanBP2-like
LOC111124696,-51,GO:0006511,4.8e-05,E3 SUMO-protein ligase RanBP2-like
LOC111128834,-62,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 34-like
LOC111135619,63,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,64,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,55,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111134719,-51,GO:0006511,4.8e-05,ubiquitin carboxyl-terminal hydrolase 32-like
LOC111135857,52,GO:0006511,4.8e-05,F-box/WD repeat-containing protein 1A-like
LOC111138289,54,GO:0006511,4.8e-05,F-box/LRR-repeat protein 20-like
LOC111136204,54,GO:0006511,4.8e-05,E3 ubiquitin-protein ligase RNF168-like
LOC111100561,-61,GO:0006511,4.8e-05,probable ubiquitin carboxyl-terminal hydrolase FAF-X
LOC111103877,-57,GO:0006511,4.8e-05,uncharacterized LOC111103877
LOC111110182,56,GO:0006511,4.8e-05,uncharacterized LOC111110182
LOC111108238,65,GO:0006511,4.8e-05,uncharacterized LOC111108238
LOC111124169,55,GO:0030163,7.3e-05,uncharacterized LOC111124169
LOC111126408,-59,GO:0030163,7.3e-05,beta-secretase 1-like
LOC111129870,-50,GO:0030163,7.3e-05,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111129870,51,GO:0030163,7.3e-05,ATP-dependent Clp protease ATP-binding subunit ClpX-like
LOC111114538,50,GO:0030163,7.3e-05,cullin-2-like
LOC111137104,-58,GO:0006357,7.9e-05,SWI/SNF complex subunit SMARCC2-like
LOC111130344,51,GO:0006357,7.9e-05,nuclear factor erythroid 2-related factor 2-like
LOC111118089,53,GO:0006357,7.9e-05,elongator complex protein 3
LOC111122516,-53,GO:0006357,7.9e-05,transcriptional adapter 2-alpha-like
LOC111127525,59,GO:0006357,7.9e-05,zinc finger protein 570-like
LOC111127226,-52,GO:0006357,7.9e-05,snRNA-activating protein complex subunit 4-like
LOC111122887,64,GO:0006357,7.9e-05,trafficking kinesin-binding protein 1-like
LOC111122887,-54,GO:0006357,7.9e-05,trafficking kinesin-binding protein 1-like
LOC111128642,-54,GO:0006357,7.9e-05,transcriptional-regulating factor 1-like
LOC111132503,-51,GO:0006357,7.9e-05,chromodomain-helicase-DNA-binding protein Mi-2 homolog
LOC111134835,55,GO:0006357,7.9e-05,homeodomain-only protein-like
LOC111136056,55,GO:0006357,7.9e-05,golgin-45-like
LOC111136056,57,GO:0006357,7.9e-05,golgin-45-like
LOC111100426,52,GO:0006357,7.9e-05,far upstream element-binding protein 3-like
LOC111100426,50,GO:0006357,7.9e-05,far upstream element-binding protein 3-like
LOC111102390,-57,GO:0006357,7.9e-05,superoxide dismutase [Mn]
LOC111124939,50,GO:0046600,7.9e-05,centrosome-associated protein CEP250-like
LOC111137343,53,GO:0046600,7.9e-05,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,64,GO:0046600,7.9e-05,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-53,GO:0046600,7.9e-05,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-52,GO:0046600,7.9e-05,E3 ubiquitin-protein ligase TRIM37-like
LOC111103859,61,GO:0046600,7.9e-05,uncharacterized LOC111103859
LOC111103859,58,GO:0046600,7.9e-05,uncharacterized LOC111103859
LOC111103859,54,GO:0046600,7.9e-05,uncharacterized LOC111103859
LOC111109171,55,GO:0046600,7.9e-05,nuclear protein MDM1-like
LOC111119411,-62,GO:0051028,8.5e-05,uncharacterized LOC111119411
LOC111119411,50,GO:0051028,8.5e-05,uncharacterized LOC111119411
LOC111125546,55,GO:0051028,8.5e-05,nuclear pore complex protein Nup54-like
LOC111123804,-57,GO:0051028,8.5e-05,NTF2-related export protein 2-like
LOC111123804,-52,GO:0051028,8.5e-05,NTF2-related export protein 2-like
LOC111123804,-70,GO:0051028,8.5e-05,NTF2-related export protein 2-like
LOC111124696,-71,GO:0051028,8.5e-05,E3 SUMO-protein ligase RanBP2-like
LOC111124696,-51,GO:0051028,8.5e-05,E3 SUMO-protein ligase RanBP2-like
LOC111134995,54,GO:0051028,8.5e-05,tankyrase-1-like
LOC111136459,52,GO:0051028,8.5e-05,IWS1-like protein
LOC111100403,53,GO:0051028,8.5e-05,uncharacterized LOC111100403
LOC111100403,61,GO:0051028,8.5e-05,uncharacterized LOC111100403
LOC111100406,61,GO:0051028,8.5e-05,uncharacterized LOC111100406
LOC111100426,52,GO:0051028,8.5e-05,far upstream element-binding protein 3-like
LOC111100426,50,GO:0051028,8.5e-05,far upstream element-binding protein 3-like
LOC111109130,-59,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109130,-58,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109130,-52,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109130,-50,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110057,-51,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109131,-56,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109131,-53,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109131,-54,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109131,-51,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109131,-50,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109135,-56,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111109135,-61,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-50,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-62,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-57,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-58,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-54,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111110055,-53,GO:0051028,8.5e-05,germinal-center associated nuclear protein-like
LOC111121323,-50,GO:0002576,8.9e-05,uncharacterized LOC111121323
LOC111121323,53,GO:0002576,8.9e-05,uncharacterized LOC111121323
LOC111121323,52,GO:0002576,8.9e-05,uncharacterized LOC111121323
LOC111125463,-51,GO:0002576,8.9e-05,hemicentin-1-like
LOC111123831,-65,GO:0002576,8.9e-05,titin-like
LOC111123831,50,GO:0002576,8.9e-05,titin-like
LOC111123831,53,GO:0002576,8.9e-05,titin-like
LOC111124106,-51,GO:0002576,8.9e-05,titin-like
LOC111125634,54,GO:0002576,8.9e-05,titin-like
LOC111125634,63,GO:0002576,8.9e-05,titin-like
LOC111133801,54,GO:0002576,8.9e-05,CD109 antigen-like
LOC111132924,52,GO:0002576,8.9e-05,muscle M-line assembly protein unc-89-like
LOC111136651,58,GO:0002576,8.9e-05,multidrug resistance-associated protein 4-like
LOC111108522,58,GO:0002576,8.9e-05,non-structural maintenance of chromosomes element 3 homolog
LOC111107913,52,GO:0002576,8.9e-05,filamin-A-like
LOC111107913,53,GO:0002576,8.9e-05,filamin-A-like
LOC111109943,64,GO:0002576,8.9e-05,testis-expressed protein 264-like
LOC111112605,51,GO:0002576,8.9e-05,talin-1-like
LOC111112605,-56,GO:0002576,8.9e-05,talin-1-like
LOC111112605,-65,GO:0002576,8.9e-05,talin-1-like
LOC111137130,-52,GO:0033365,9.2e-05,cyclic nucleotide-gated cation channel beta-1-like
LOC111137130,-53,GO:0033365,9.2e-05,cyclic nucleotide-gated cation channel beta-1-like
LOC111101328,-55,GO:0033365,9.2e-05,guanine nucleotide exchange factor for Rab-3A-like
LOC111115508,-62,GO:0007018,0.00010,kinesin-II 95 kDa subunit-like
LOC111118975,64,GO:0007018,0.00010,kinesin-like protein KIN-7I
LOC111118975,54,GO:0007018,0.00010,kinesin-like protein KIN-7I
LOC111118975,-61,GO:0007018,0.00010,kinesin-like protein KIN-7I
LOC111119668,56,GO:0007018,0.00010,kinesin-like protein KIF19
LOC111127380,53,GO:0007018,0.00010,chromosome-associated kinesin KIF4-like
LOC111122636,63,GO:0007018,0.00010,dynein beta chain
LOC111125428,-60,GO:0007018,0.00010,cytoplasmic dynein 2 heavy chain 1-like
LOC111134572,-59,GO:0007018,0.00010,kinesin-like protein KIF28P
LOC111138063,52,GO:0007018,0.00010,dynein heavy chain 2
LOC111138063,58,GO:0007018,0.00010,dynein heavy chain 2
LOC111102596,-53,GO:0007018,0.00010,kinesin-like protein KIF25
LOC111115046,50,GO:0007018,0.00010,kinesin-like protein KIF23
LOC111112439,-50,GO:0007018,0.00010,kinesin heavy chain-like
LOC111118678,-56,GO:0032886,0.00011,microtubule-actin cross-linking factor 1
LOC111118678,-53,GO:0032886,0.00011,microtubule-actin cross-linking factor 1
LOC111110828,-53,GO:0097711,0.00011,tectonic-3-like
LOC111122003,-57,GO:0097711,0.00011,B9 domain-containing protein 1-like
LOC111124747,66,GO:0097711,0.00011,centrosomal protein of 164 kDa-like
LOC111124747,58,GO:0097711,0.00011,centrosomal protein of 164 kDa-like
LOC111125942,-57,GO:0097711,0.00011,centriolin-like
LOC111137056,74,GO:0097711,0.00011,HAUS augmin-like complex subunit 4
LOC111137510,54,GO:0097711,0.00011,protein SFI1 homolog
LOC111132966,52,GO:0097711,0.00011,dynactin subunit 1-like
LOC111101328,-55,GO:0097711,0.00011,guanine nucleotide exchange factor for Rab-3A-like
LOC111113273,-52,GO:0097711,0.00011,centrosomal protein of 78 kDa-like
LOC111112099,50,GO:0097711,0.00011,A-kinase anchor protein 9-like
LOC111112099,61,GO:0097711,0.00011,A-kinase anchor protein 9-like
LOC111112099,59,GO:0097711,0.00011,A-kinase anchor protein 9-like
LOC111119098,54,GO:0032880,0.00014,AP2-associated protein kinase 1-like
LOC111119098,55,GO:0032880,0.00014,AP2-associated protein kinase 1-like
LOC111122003,-57,GO:0032880,0.00014,B9 domain-containing protein 1-like
LOC111119269,56,GO:0032880,0.00014,guanine nucleotide-binding protein subunit beta-2-like 1
LOC111124521,53,GO:0032880,0.00014,tyrosine-protein kinase Abl-like
LOC111125018,52,GO:0032880,0.00014,E3 ubiquitin-protein ligase MYCBP2-like
LOC111127465,61,GO:0032880,0.00014,TBC1 domain family member 1-like
LOC111128088,61,GO:0032880,0.00014,tetratricopeptide repeat protein 8-like
LOC111131142,51,GO:0032880,0.00014,centrosomal protein of 120 kDa-like
LOC111131142,64,GO:0032880,0.00014,centrosomal protein of 120 kDa-like
LOC111131142,60,GO:0032880,0.00014,centrosomal protein of 120 kDa-like
LOC111103819,74,GO:0032880,0.00014,afadin-like
LOC111117970,-65,GO:0051493,0.00014,focal adhesion kinase 1-like
LOC111117970,-50,GO:0051493,0.00014,focal adhesion kinase 1-like
LOC111125018,52,GO:0051493,0.00014,E3 ubiquitin-protein ligase MYCBP2-like
LOC111106022,56,GO:0051493,0.00014,plexin-B1-like
LOC111112844,59,GO:0051493,0.00014,mitogen-activated protein kinase 11-like
LOC111115508,-62,GO:0030705,0.00015,kinesin-II 95 kDa subunit-like
LOC111120645,51,GO:0030705,0.00015,protein Hook homolog 3-like
LOC111120645,-62,GO:0030705,0.00015,protein Hook homolog 3-like
LOC111130874,54,GO:0030705,0.00015,girdin-like
LOC111125791,-62,GO:0051225,0.00016,golgin subfamily A member 2-like
LOC111129524,50,GO:0051225,0.00016,endoribonuclease Dicer-like
LOC111128552,-58,GO:0051225,0.00016,HAUS augmin-like complex subunit 1
LOC111128552,70,GO:0051225,0.00016,HAUS augmin-like complex subunit 1
LOC111137056,74,GO:0051225,0.00016,HAUS augmin-like complex subunit 4
LOC111132503,-51,GO:0051225,0.00016,chromodomain-helicase-DNA-binding protein Mi-2 homolog
LOC111134995,54,GO:0051225,0.00016,tankyrase-1-like
LOC111134944,64,GO:0021537,0.00018,transcription factor RFX4-like
LOC111118568,59,GO:0006807,0.00018,polycystin-1-like
LOC111105629,50,GO:0006807,0.00018,uncharacterized LOC111105629
LOC111102482,51,GO:0006807,0.00018,uncharacterized LOC111102482
LOC111132855,-56,GO:0001754,0.00019,cytosolic carboxypeptidase 1-like
LOC111132855,-50,GO:0001754,0.00019,cytosolic carboxypeptidase 1-like
LOC111124410,50,GO:0048208,0.00019,trafficking protein particle complex subunit 4-like
LOC111124410,57,GO:0048208,0.00019,trafficking protein particle complex subunit 4-like
LOC111124410,67,GO:0048208,0.00019,trafficking protein particle complex subunit 4-like
LOC111121630,-59,GO:0048208,0.00019,programmed cell death protein 6-like
LOC111118731,-50,GO:0048208,0.00019,protein transport protein Sec24A-like
LOC111120467,53,GO:0048208,0.00019,protein transport protein Sec24C-like
LOC111128650,-51,GO:0048208,0.00019,trafficking protein particle complex subunit 6B-like
LOC111127980,-52,GO:0048208,0.00019,protein cornichon homolog 1-like
LOC111127980,65,GO:0048208,0.00019,protein cornichon homolog 1-like
LOC111104416,54,GO:0048208,0.00019,trafficking protein particle complex subunit 10-like
LOC111104416,59,GO:0048208,0.00019,trafficking protein particle complex subunit 10-like
LOC111104416,70,GO:0048208,0.00019,trafficking protein particle complex subunit 10-like
LOC111104416,61,GO:0048208,0.00019,trafficking protein particle complex subunit 10-like
LOC111132215,51,GO:0000278,0.00021,deubiquitinating protein VCIP135-like
LOC111132215,-52,GO:0000278,0.00021,deubiquitinating protein VCIP135-like
LOC111132215,57,GO:0000278,0.00021,deubiquitinating protein VCIP135-like
LOC111117050,51,GO:0000278,0.00021,serine/threonine-protein kinase greatwall-like
LOC111118975,64,GO:0000278,0.00021,kinesin-like protein KIN-7I
LOC111118975,54,GO:0000278,0.00021,kinesin-like protein KIN-7I
LOC111118975,-61,GO:0000278,0.00021,kinesin-like protein KIN-7I
LOC111119411,-62,GO:0000278,0.00021,uncharacterized LOC111119411
LOC111119411,50,GO:0000278,0.00021,uncharacterized LOC111119411
LOC111122516,-53,GO:0000278,0.00021,transcriptional adapter 2-alpha-like
LOC111127434,58,GO:0000278,0.00021,ribonucleoside-diphosphate reductase large subunit-like
LOC111137330,50,GO:0000278,0.00021,aurora kinase A-like
LOC111136261,58,GO:0000278,0.00021,major antigen-like
LOC111136261,56,GO:0000278,0.00021,major antigen-like
LOC111132966,52,GO:0000278,0.00021,dynactin subunit 1-like
LOC111101550,-58,GO:0000278,0.00021,spindle and kinetochore-associated protein 3-like
LOC111101550,-50,GO:0000278,0.00021,spindle and kinetochore-associated protein 3-like
LOC111107913,52,GO:0000278,0.00021,filamin-A-like
LOC111107913,53,GO:0000278,0.00021,filamin-A-like
LOC111105716,52,GO:0000278,0.00021,protein polybromo-1-like
LOC111131258,62,GO:0006893,0.00022,exocyst complex component 5-like
LOC111131301,-55,GO:0006893,0.00022,synaptosomal-associated protein 25-like
LOC111134748,-63,GO:0006893,0.00022,exocyst complex component 2-like
LOC111101328,-55,GO:0006893,0.00022,guanine nucleotide exchange factor for Rab-3A-like
LOC111115943,-52,GO:0006893,0.00022,coiled-coil domain-containing protein 93-like
LOC111124939,50,GO:0031023,0.00023,centrosome-associated protein CEP250-like
LOC111124939,50,GO:0007098,0.00023,centrosome-associated protein CEP250-like
LOC111125791,-62,GO:0007098,0.00023,golgin subfamily A member 2-like
LOC111128552,-58,GO:0007098,0.00023,HAUS augmin-like complex subunit 1
LOC111128552,70,GO:0007098,0.00023,HAUS augmin-like complex subunit 1
LOC111131142,51,GO:0007098,0.00023,centrosomal protein of 120 kDa-like
LOC111131142,64,GO:0007098,0.00023,centrosomal protein of 120 kDa-like
LOC111131142,60,GO:0007098,0.00023,centrosomal protein of 120 kDa-like
LOC111137056,74,GO:0007098,0.00023,HAUS augmin-like complex subunit 4
LOC111119850,57,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111119850,50,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111119850,65,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111119850,68,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111119850,73,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111119851,66,GO:0006013,0.00026,lysosomal alpha-mannosidase-like
LOC111128909,59,GO:0006013,0.00026,alpha-mannosidase 2-like
LOC111099882,-60,GO:0006013,0.00026,hexokinase-1-like
LOC111113429,-55,GO:0006013,0.00026,alpha-mannosidase 2x-like
LOC111113429,-63,GO:0006013,0.00026,alpha-mannosidase 2x-like
LOC111113429,-50,GO:0006013,0.00026,alpha-mannosidase 2x-like
LOC111137330,50,GO:0046605,0.00028,aurora kinase A-like
LOC111137330,50,GO:0007052,0.00031,aurora kinase A-like
LOC111134995,54,GO:0007052,0.00031,tankyrase-1-like
LOC111108626,55,GO:0007052,0.00031,integrator complex subunit 13-like
LOC111112099,50,GO:0007052,0.00031,A-kinase anchor protein 9-like
LOC111112099,61,GO:0007052,0.00031,A-kinase anchor protein 9-like
LOC111112099,59,GO:0007052,0.00031,A-kinase anchor protein 9-like
LOC111134951,-52,GO:0042462,0.00033,reticulon-4-interacting protein 1 homolog
LOC111127137,-52,GO:0042462,0.00033,retinoic acid receptor alpha-like
LOC111126277,-59,GO:0042462,0.00033,neurobeachin-like
LOC111126277,61,GO:0042462,0.00033,neurobeachin-like
LOC111126277,57,GO:0042462,0.00033,neurobeachin-like
LOC111133006,51,GO:0042462,0.00033,centrosomal protein of 290 kDa-like
LOC111133006,57,GO:0042462,0.00033,centrosomal protein of 290 kDa-like
LOC111135734,-52,GO:0042462,0.00033,uncharacterized LOC111135734
LOC111135734,51,GO:0042462,0.00033,uncharacterized LOC111135734
LOC111134328,-69,GO:0042462,0.00033,protein kinase C iota type-like
LOC111101972,53,GO:0042462,0.00033,X-linked retinitis pigmentosa GTPase regulator-like
LOC111100546,58,GO:0042462,0.00033,X-linked retinitis pigmentosa GTPase regulator-like
LOC111111977,59,GO:0042462,0.00033,nuclear receptor ROR-beta-like
LOC111115080,60,GO:0042462,0.00033,retinol dehydrogenase 13-like
LOC111115080,77,GO:0042462,0.00033,retinol dehydrogenase 13-like
LOC111115080,-50,GO:0042462,0.00033,retinol dehydrogenase 13-like
LOC111115080,52,GO:0042462,0.00033,retinol dehydrogenase 13-like
LOC111136621,51,GO:0006475,0.00035,malate dehydrogenase
LOC111129859,65,GO:0021680,0.00040,alanine--tRNA ligase
LOC111119689,71,GO:0010468,0.00042,rapamycin-insensitive companion of mTOR-like
LOC111119689,50,GO:0010468,0.00042,rapamycin-insensitive companion of mTOR-like
LOC111119689,-73,GO:0010468,0.00042,rapamycin-insensitive companion of mTOR-like
LOC111119375,65,GO:0010468,0.00042,extracellular signal-regulated kinase 2-like
LOC111120054,-50,GO:0010468,0.00042,probable ATP-dependent RNA helicase DDX46
LOC111120054,50,GO:0010468,0.00042,probable ATP-dependent RNA helicase DDX46
LOC111123125,56,GO:0010468,0.00042,multiple epidermal growth factor-like domains protein 8
LOC111125048,51,GO:0010468,0.00042,guanine nucleotide exchange factor VAV2-like
LOC111122539,62,GO:0010468,0.00042,copper-transporting ATPase 1-like
LOC111129524,50,GO:0010468,0.00042,endoribonuclease Dicer-like
LOC111130217,-54,GO:0010468,0.00042,MAPK/MAK/MRK overlapping kinase-like
LOC111100364,-55,GO:0010468,0.00042,histone deacetylase complex subunit SAP130-like
LOC111106097,52,GO:0010468,0.00042,retinoic acid receptor beta-like
LOC111106097,-67,GO:0010468,0.00042,retinoic acid receptor beta-like
LOC111106097,-53,GO:0010468,0.00042,retinoic acid receptor beta-like
LOC111111318,53,GO:0010468,0.00042,D-3-phosphoglycerate dehydrogenase-like
LOC111117165,52,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,64,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,50,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,51,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,56,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,69,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,54,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111117165,58,GO:0010468,0.00042,cytoplasmic aconitate hydratase-like
LOC111122360,-58,GO:0061136,0.00045,inactive rhomboid protein 1-like
LOC111118568,59,GO:0061136,0.00045,polycystin-1-like
LOC111123841,64,GO:0061136,0.00045,ubiquitin carboxyl-terminal hydrolase isozyme L5-like
LOC111135857,52,GO:0061136,0.00045,F-box/WD repeat-containing protein 1A-like
LOC111118568,59,GO:0001889,0.00045,polycystin-1-like
LOC111122539,62,GO:0001889,0.00045,copper-transporting ATPase 1-like
LOC111130290,58,GO:0001889,0.00045,protein jagged-1b-like
LOC111135243,68,GO:0001889,0.00045,trafficking protein particle complex subunit 11-like
LOC111135949,-53,GO:0001889,0.00045,neurofibromin-like
LOC111132479,51,GO:0001889,0.00045,uncharacterized LOC111132479
LOC111134478,-50,GO:0001889,0.00045,CAD protein-like
LOC111100622,-50,GO:0001889,0.00045,cation-independent mannose-6-phosphate receptor-like
LOC111125905,-61,GO:0072383,0.00045,kinesin-like protein KIF13B
LOC111125905,-70,GO:0072383,0.00045,kinesin-like protein KIF13B
LOC111125905,73,GO:0072383,0.00045,kinesin-like protein KIF13B
LOC111125905,53,GO:0072383,0.00045,kinesin-like protein KIF13B
LOC111125905,-53,GO:0072383,0.00045,kinesin-like protein KIF13B
LOC111125959,-53,GO:0072383,0.00045,uncharacterized LOC111125959
LOC111115046,50,GO:0072383,0.00045,kinesin-like protein KIF23
LOC111118300,-58,GO:0016573,0.00047,histone acetyltransferase KAT6B-like
LOC111122516,-53,GO:0016573,0.00047,transcriptional adapter 2-alpha-like
LOC111114721,-56,GO:0016573,0.00047,transformation/transcription domain-associated protein-like
LOC111117825,50,GO:0016573,0.00047,transformation/transcription domain-associated protein-like
LOC111125905,-61,GO:0000910,0.00053,kinesin-like protein KIF13B
LOC111125905,-70,GO:0000910,0.00053,kinesin-like protein KIF13B
LOC111125905,73,GO:0000910,0.00053,kinesin-like protein KIF13B
LOC111125905,53,GO:0000910,0.00053,kinesin-like protein KIF13B
LOC111125905,-53,GO:0000910,0.00053,kinesin-like protein KIF13B
LOC111125959,-53,GO:0000910,0.00053,uncharacterized LOC111125959
LOC111120513,65,GO:0000910,0.00053,rab11 family-interacting protein 4B-like
LOC111120513,72,GO:0000910,0.00053,rab11 family-interacting protein 4B-like
LOC111120513,66,GO:0000910,0.00053,rab11 family-interacting protein 4B-like
LOC111125745,53,GO:0000910,0.00053,protein diaphanous homolog 2-like
LOC111127879,-56,GO:0000910,0.00053,phosphatidylinositol 3-kinase catalytic subunit type 3-like
LOC111130078,52,GO:0000910,0.00053,zinc finger FYVE domain-containing protein 26-like
LOC111100962,51,GO:0000910,0.00053,protein ECT2-like
LOC111115046,50,GO:0000910,0.00053,kinesin-like protein KIF23
LOC111112915,52,GO:0000910,0.00053,ras-related protein Ral-A-like
LOC111132855,-56,GO:0021702,0.00056,cytosolic carboxypeptidase 1-like
LOC111132855,-50,GO:0021702,0.00056,cytosolic carboxypeptidase 1-like
LOC111127118,-52,GO:0021702,0.00056,nuclear receptor ROR-beta-like
LOC111122539,62,GO:0021702,0.00056,copper-transporting ATPase 1-like
LOC111128585,69,GO:0021702,0.00056,probable E3 ubiquitin-protein ligase HERC1
LOC111128989,52,GO:0021702,0.00056,uncharacterized LOC111128989
LOC111128971,-52,GO:0006396,0.00060,double-stranded RNA-specific editase 1-like
LOC111128971,-54,GO:0006396,0.00060,double-stranded RNA-specific editase 1-like
LOC111138235,-59,GO:0006396,0.00060,polyadenylate-binding protein 4-like
LOC111121011,-55,GO:0006396,0.00060,THO complex subunit 1-like
LOC111129524,50,GO:0006396,0.00060,endoribonuclease Dicer-like
LOC111099056,-55,GO:0006396,0.00060,tRNA (uracil-5-)-methyltransferase homolog A-like
LOC111137070,-53,GO:0006396,0.00060,39S ribosomal protein L44
LOC111104688,-51,GO:0006396,0.00060,zinc finger C3H1 domain-containing protein-like
LOC111126456,57,GO:0036498,0.00067,exostosin-like 3
LOC111125576,59,GO:0036498,0.00067,hypoxia up-regulated protein 1-like
LOC111132966,52,GO:0036498,0.00067,dynactin subunit 1-like
LOC111108783,59,GO:0036498,0.00067,dnaJ homolog subfamily B member 9-like
LOC111106144,55,GO:0036498,0.00067,uncharacterized LOC111106144
LOC111112605,51,GO:0036498,0.00067,talin-1-like
LOC111112605,-56,GO:0036498,0.00067,talin-1-like
LOC111112605,-65,GO:0036498,0.00067,talin-1-like
LOC111130645,51,GO:0051276,0.00074,Bloom syndrome protein homolog
LOC111122539,62,GO:0018205,0.00075,copper-transporting ATPase 1-like
LOC111132180,-63,GO:0000070,0.00084,borealin-like
LOC111125463,-51,GO:0030049,0.00086,hemicentin-1-like
LOC111123831,-65,GO:0030049,0.00086,titin-like
LOC111123831,50,GO:0030049,0.00086,titin-like
LOC111123831,53,GO:0030049,0.00086,titin-like
LOC111124106,-51,GO:0030049,0.00086,titin-like
LOC111125634,54,GO:0030049,0.00086,titin-like
LOC111125634,63,GO:0030049,0.00086,titin-like
LOC111132924,52,GO:0030049,0.00086,muscle M-line assembly protein unc-89-like
LOC111103558,-56,GO:0030049,0.00086,dystrophin-like
LOC111136106,-54,GO:0051056,0.00086,rho GTPase-activating protein 39-like
LOC111125048,51,GO:0051056,0.00086,guanine nucleotide exchange factor VAV2-like
LOC111124894,54,GO:0051056,0.00086,rho guanine nucleotide exchange factor 17-like
LOC111124649,-52,GO:0051056,0.00086,rho GTPase-activating protein 26-like
LOC111131555,-52,GO:0051056,0.00086,unconventional myosin-IXb-like
LOC111130297,54,GO:0051056,0.00086,A-kinase anchor protein 13-like
LOC111099157,-67,GO:0051056,0.00086,rap1 GTPase-activating protein 1-like
LOC111133403,-57,GO:0051056,0.00086,rap1 GTPase-activating protein 1-like
LOC111133403,66,GO:0051056,0.00086,rap1 GTPase-activating protein 1-like
