gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111101104,1,0,1,GO:0001525,0.00505,uncharacterized LOC111101104
LOC111102246,1,0,1,GO:0001525,0.00505,uncharacterized LOC111102246
LOC111102681,1,0,1,GO:0001525,0.00505,uncharacterized LOC111102681
LOC111102933,2,0,2,GO:0001525,0.00505,uncharacterized LOC111102933
LOC111102982,1,2,3,GO:0001525,0.00505,platelet endothelial aggregation receptor 1-like
LOC111103951,1,0,1,GO:0001525,0.00505,cell death abnormality protein 1-like
LOC111104560,1,1,2,GO:0001525,0.00505,multiple epidermal growth factor-like domains protein 10
LOC111104562,1,0,1,GO:0001525,0.00505,scavenger receptor class F member 1-like
LOC111104830,1,1,2,GO:0001525,0.00505,scavenger receptor class F member 1-like
LOC111104907,1,0,1,GO:0001525,0.00505,uncharacterized LOC111104907
LOC111105605,1,0,1,GO:0001525,0.00505,uncharacterized LOC111105605
LOC111106218,1,0,1,GO:0001525,0.00505,multiple epidermal growth factor-like domains protein 10
LOC111106240,1,9,10,GO:0001525,0.00505,uncharacterized LOC111106240
LOC111109695,1,0,1,GO:0001525,0.00505,uncharacterized LOC111109695
LOC111110318,1,1,2,GO:0001525,0.00505,complement C1q-like protein 4
LOC111110489,1,0,1,GO:0001525,0.00505,complement C1q-like protein 3
LOC111111873,1,2,3,GO:0001525,0.00505,uncharacterized LOC111111873
LOC111111956,1,1,2,GO:0001525,0.00505,multiple epidermal growth factor-like domains protein 11
LOC111113352,1,5,6,GO:0001525,0.00505,calcitonin gene-related peptide type 1 receptor-like
LOC111113516,1,0,1,GO:0001525,0.00505,uncharacterized LOC111113516
LOC111113693,1,0,1,GO:0001525,0.00505,multiple epidermal growth factor-like domains protein 11
LOC111117400,1,3,4,GO:0001525,0.00505,protein draper-like
LOC111124857,1,0,1,GO:0001525,0.00505,uncharacterized LOC111124857
LOC111128424,1,2,3,GO:0001525,0.00505,probable nuclear hormone receptor HR3
LOC111128686,1,0,1,GO:0001525,0.00505,delta-like protein 3
LOC111132115,4,2,6,GO:0001525,0.00505,loricrin-like
LOC111133410,1,0,1,GO:0001525,0.00505,uncharacterized LOC111133410
LOC111134790,4,8,12,GO:0001525,0.00505,loricrin-like
LOC111135012,1,1,2,GO:0001525,0.00505,uncharacterized LOC111135012
LOC111136355,2,1,3,GO:0001525,0.00505,protein draper-like
LOC111099602,1,0,1,GO:0007169,0.00514,uncharacterized LOC111099602
LOC111100219,1,4,5,GO:0007169,0.00514,uncharacterized LOC111100219
LOC111101104,1,0,1,GO:0007169,0.00514,uncharacterized LOC111101104
LOC111102681,1,0,1,GO:0007169,0.00514,uncharacterized LOC111102681
LOC111102982,1,2,3,GO:0007169,0.00514,platelet endothelial aggregation receptor 1-like
LOC111104830,1,1,2,GO:0007169,0.00514,scavenger receptor class F member 1-like
LOC111104926,1,0,1,GO:0007169,0.00514,uncharacterized LOC111104926
LOC111105023,1,0,1,GO:0007169,0.00514,uncharacterized LOC111105023
LOC111106218,1,0,1,GO:0007169,0.00514,multiple epidermal growth factor-like domains protein 10
LOC111106412,1,1,2,GO:0007169,0.00514,receptor-type tyrosine-protein phosphatase T-like
LOC111109695,1,0,1,GO:0007169,0.00514,uncharacterized LOC111109695
LOC111111956,1,1,2,GO:0007169,0.00514,multiple epidermal growth factor-like domains protein 11
LOC111117035,1,1,2,GO:0007169,0.00514,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111117048,1,1,2,GO:0007169,0.00514,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111117104,1,1,2,GO:0007169,0.00514,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111117400,1,3,4,GO:0007169,0.00514,protein draper-like
LOC111118172,1,1,2,GO:0007169,0.00514,receptor-type tyrosine-protein phosphatase delta-like
LOC111124857,1,0,1,GO:0007169,0.00514,uncharacterized LOC111124857
LOC111130114,1,2,3,GO:0007169,0.00514,jouberin-like
LOC111135012,1,1,2,GO:0007169,0.00514,uncharacterized LOC111135012
LOC111136355,2,1,3,GO:0007169,0.00514,protein draper-like
LOC111119532,1,7,8,GO:0001508,0.00524,potassium voltage-gated channel subfamily B member 2-like
NA,NA,NA,NA,GO:0010256,0.00525,NA
LOC111110910,1,2,3,GO:0034058,0.00548,uncharacterized LOC111110910
LOC111112688,1,2,3,GO:0034058,0.00548,uncharacterized LOC111112688
LOC111113124,2,4,6,GO:0034058,0.00548,vacuolar protein sorting-associated protein 41 homolog
LOC111122363,1,1,2,GO:0034058,0.00548,uncharacterized LOC111122363
LOC111136026,1,1,2,GO:0015695,0.00562,P2X purinoceptor 7-like
LOC111099499,1,0,1,GO:0048680,0.00568,uncharacterized LOC111099499
LOC111101677,1,1,2,GO:0048680,0.00568,uncharacterized LOC111101677
LOC111102982,1,2,3,GO:0048680,0.00568,platelet endothelial aggregation receptor 1-like
LOC111104340,1,1,2,GO:0048680,0.00568,uncharacterized LOC111104340
LOC111104879,1,0,1,GO:0048680,0.00568,uncharacterized LOC111104879
LOC111114375,1,0,1,GO:0048680,0.00568,scavenger receptor class F member 2-like
LOC111116565,1,0,1,GO:0048680,0.00568,multiple epidermal growth factor-like domains protein 11
LOC111117117,1,2,3,GO:0048680,0.00568,multiple epidermal growth factor-like domains protein 10
LOC111118178,1,0,1,GO:0048680,0.00568,uncharacterized LOC111118178
LOC111132477,1,0,1,GO:0048680,0.00568,uncharacterized LOC111132477
LOC111132478,1,0,1,GO:0048680,0.00568,uncharacterized LOC111132478
LOC111135012,1,1,2,GO:0048680,0.00568,uncharacterized LOC111135012
NA,NA,NA,NA,GO:0070572,0.00568,NA
NA,NA,NA,NA,GO:0007600,0.00581,NA
NA,NA,NA,NA,GO:0033036,0.00606,NA
LOC111100336,1,6,7,GO:0006910,0.00616,tubby-related protein 3-like
LOC111114933,1,1,2,GO:0006910,0.00616,uncharacterized LOC111114933
LOC111115297,1,0,1,GO:0006910,0.00616,C-type lectin domain family 4 member G-like
LOC111116242,1,0,1,GO:0006910,0.00616,perlucin-like protein
LOC111119616,1,5,6,GO:0006910,0.00616,uncharacterized LOC111119616
LOC111112926,1,3,4,GO:0030155,0.00656,usherin-like
LOC111099482,1,0,1,GO:0007498,0.00662,uncharacterized LOC111099482
LOC111102246,1,0,1,GO:0007498,0.00662,uncharacterized LOC111102246
LOC111104907,1,0,1,GO:0007498,0.00662,uncharacterized LOC111104907
LOC111105605,1,0,1,GO:0007498,0.00662,uncharacterized LOC111105605
LOC111108046,1,3,4,GO:0007498,0.00662,uncharacterized LOC111108046
LOC111133410,1,0,1,GO:0007498,0.00662,uncharacterized LOC111133410
NA,NA,NA,NA,GO:0003006,0.00664,NA
LOC111113632,1,0,1,GO:0009228,0.00664,uncharacterized LOC111113632
LOC111113776,1,0,1,GO:0009228,0.00664,uncharacterized LOC111113776
LOC111136422,2,3,5,GO:0009228,0.00664,uncharacterized LOC111136422
LOC111137281,1,1,2,GO:0009228,0.00664,uncharacterized LOC111137281
LOC111133311,1,2,3,GO:0001895,0.00666,uncharacterized LOC111133311
LOC111137130,2,2,4,GO:0001895,0.00666,cyclic nucleotide-gated cation channel beta-1-like
NA,NA,NA,NA,GO:0061025,0.00675,NA
LOC111134858,1,9,10,GO:0051896,0.00696,PH domain leucine-rich repeat-containing protein phosphatase 2-like
LOC111100876,1,1,2,GO:0022407,0.00724,brain-specific angiogenesis inhibitor 1-like
LOC111111224,1,2,3,GO:0022407,0.00724,cadherin EGF LAG seven-pass G-type receptor 2-like
LOC111125243,1,2,3,GO:0022407,0.00724,protocadherin Fat 4-like
LOC111123246,1,1,2,GO:0007154,0.00724,tenascin-X-like
NA,NA,NA,NA,GO:0031344,0.00737,NA
NA,NA,NA,NA,GO:0022607,0.00742,NA
LOC111101163,2,5,7,GO:0002063,0.00760,uncharacterized LOC111101163
LOC111105847,1,4,5,GO:0002063,0.00760,carbohydrate sulfotransferase 11-like
LOC111125994,2,2,4,GO:0002063,0.00760,uncharacterized LOC111125994
LOC111112086,1,2,3,GO:0007213,0.00760,uncharacterized LOC111112086
LOC111131147,1,14,15,GO:0007213,0.00760,1-phosphatidylinositol 4
LOC111132939,1,5,6,GO:0007213,0.00760,agrin-like
LOC111112006,1,16,17,GO:0048632,0.00760,cubilin-like
LOC111114226,1,0,1,GO:0048632,0.00760,deleted in malignant brain tumors 1 protein-like
LOC111115780,1,1,2,GO:0048632,0.00760,uncharacterized LOC111115780
LOC111102781,1,1,2,GO:0060707,0.00760,plasminogen-like
LOC111119301,1,1,2,GO:0060707,0.00760,plasminogen-like
LOC111130317,1,2,3,GO:0060707,0.00760,uncharacterized LOC111130317
NA,NA,NA,NA,GO:0095500,0.00760,NA
NA,NA,NA,NA,GO:0098926,0.00760,NA
NA,NA,NA,NA,GO:1905144,0.00760,NA
NA,NA,NA,NA,GO:1905145,0.00760,NA
NA,NA,NA,NA,GO:0061640,0.00769,NA
NA,NA,NA,NA,GO:0044283,0.00784,NA
NA,NA,NA,NA,GO:0042724,0.00795,NA
LOC111099965,2,2,4,GO:0006869,0.00806,low-density lipoprotein receptor-related protein 8-like
LOC111106706,1,2,3,GO:0006869,0.00806,ATP-binding cassette sub-family A member 3-like
LOC111110316,1,4,5,GO:0006869,0.00806,ATP-binding cassette sub-family A member 3-like
LOC111119298,1,2,3,GO:0006869,0.00806,apolipoprotein(a)-like
LOC111119301,1,1,2,GO:0006869,0.00806,plasminogen-like
LOC111126007,1,6,7,GO:0006869,0.00806,extended synaptotagmin-2-like
LOC111136229,1,5,6,GO:0006869,0.00806,PTB domain-containing engulfment adapter protein 1-like
LOC111138175,1,2,3,GO:0006869,0.00806,O-acyltransferase like protein-like
LOC111101455,2,1,3,GO:0051301,0.00829,uncharacterized LOC111101455
LOC111102286,1,0,1,GO:0051301,0.00829,uncharacterized LOC111102286
LOC111103095,2,4,6,GO:0051301,0.00829,titin-like
LOC111106220,1,0,1,GO:0051301,0.00829,uncharacterized LOC111106220
LOC111106508,1,4,5,GO:0051301,0.00829,cell division cycle protein 123 homolog
LOC111108046,1,3,4,GO:0051301,0.00829,uncharacterized LOC111108046
LOC111108244,1,1,2,GO:0051301,0.00829,A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like
LOC111108787,1,1,2,GO:0051301,0.00829,uncharacterized LOC111108787
LOC111109141,1,0,1,GO:0051301,0.00829,uncharacterized LOC111109141
LOC111110881,1,2,3,GO:0051301,0.00829,uncharacterized LOC111110881
LOC111111518,1,0,1,GO:0051301,0.00829,uncharacterized LOC111111518
LOC111113202,1,1,2,GO:0051301,0.00829,uncharacterized LOC111113202
LOC111116201,1,1,2,GO:0051301,0.00829,uncharacterized LOC111116201
LOC111116747,3,3,6,GO:0051301,0.00829,uncharacterized LOC111116747
LOC111118391,1,1,2,GO:0051301,0.00829,uncharacterized LOC111118391
LOC111118906,1,3,4,GO:0051301,0.00829,serine/threonine-protein phosphatase alpha-2 isoform-like
LOC111119141,1,1,2,GO:0051301,0.00829,brain-specific angiogenesis inhibitor 1-like
LOC111121152,1,1,2,GO:0051301,0.00829,uncharacterized LOC111121152
LOC111122828,1,2,3,GO:0051301,0.00829,uncharacterized LOC111122828
LOC111123402,2,1,3,GO:0051301,0.00829,hemicentin-1-like
LOC111123618,1,1,2,GO:0051301,0.00829,hemicentin-1-like
LOC111124679,1,1,2,GO:0051301,0.00829,hemicentin-2-like
LOC111125441,1,4,5,GO:0051301,0.00829,tetratricopeptide repeat protein 28-like
LOC111125488,2,4,6,GO:0051301,0.00829,serine/threonine-protein kinase Nek1-like
LOC111125530,1,1,2,GO:0051301,0.00829,coadhesin-like
LOC111125942,2,17,19,GO:0051301,0.00829,centriolin-like
LOC111126252,1,3,4,GO:0051301,0.00829,hemicentin-1-like
LOC111127852,1,1,2,GO:0051301,0.00829,coadhesin-like
LOC111128725,1,3,4,GO:0051301,0.00829,nuclear distribution protein nudE-like 1
LOC111131846,1,1,2,GO:0051301,0.00829,brain-specific angiogenesis inhibitor 1-like
LOC111132405,1,0,1,GO:0051301,0.00829,tankyrase-like
LOC111135269,1,0,1,GO:0051301,0.00829,uncharacterized LOC111135269
LOC111136595,2,3,5,GO:0051301,0.00829,DNA excision repair protein ERCC-6-like
LOC111137234,1,1,2,GO:0051301,0.00829,SCO-spondin-like
LOC111125464,1,1,2,GO:0007479,0.00856,homeobox protein Dlx6a-like
LOC111134507,1,2,3,GO:0007479,0.00856,homeobox protein Dlx6a-like
NA,NA,NA,NA,GO:0031321,0.00856,NA
NA,NA,NA,NA,GO:0035223,0.00856,NA
LOC111113294,1,1,2,GO:0043491,0.00889,uncharacterized LOC111113294
LOC111103134,1,0,1,GO:0007586,0.00894,uncharacterized LOC111103134
LOC111108794,1,0,1,GO:0007586,0.00894,meprin A subunit alpha-like
NA,NA,NA,NA,GO:0030204,0.00928,NA
LOC111099569,1,1,2,GO:0045071,0.00951,serine protease inhibitor dipetalogastin-like
LOC111099841,1,1,2,GO:0045071,0.00951,serine protease inhibitor dipetalogastin-like
LOC111120077,1,3,4,GO:0045071,0.00951,TNFAIP3-interacting protein 1-like
LOC111122732,1,4,5,GO:0045071,0.00951,uncharacterized LOC111122732
LOC111138466,1,4,5,GO:0045071,0.00951,uncharacterized LOC111138466
LOC111119727,1,5,6,GO:0032275,0.00985,TATA element modulatory factor-like
LOC111109141,1,0,1,GO:0045003,0.00985,uncharacterized LOC111109141
LOC111100010,1,3,4,GO:0046827,0.00985,uncharacterized LOC111100010
LOC111122855,1,2,3,GO:0046827,0.00985,uncharacterized LOC111122855
LOC111128725,1,3,4,GO:0046827,0.00985,nuclear distribution protein nudE-like 1
LOC111117352,1,5,6,GO:0048087,0.00985,homeobox protein abdominal-B-like
LOC111120242,1,0,1,GO:0050908,0.00985,uncharacterized LOC111120242
LOC111125030,1,6,7,GO:0050908,0.00985,transient receptor potential-gamma protein-like
LOC111137130,2,2,4,GO:0050908,0.00985,cyclic nucleotide-gated cation channel beta-1-like
NA,NA,NA,NA,GO:0050962,0.00985,NA
LOC111101163,2,5,7,GO:0030166,0.00996,uncharacterized LOC111101163
