gene_name,difference,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,GO,p.value,product
LOC111123246,-1,2,1,GO:0010628,0.00837,tenascin-X-like
LOC111123480,-1,3,2,GO:0010628,0.00837,tenascin-X-like
LOC111126558,-1,2,1,GO:0010628,0.00837,aldose reductase-related protein 1-like
LOC111129178,-2,3,1,GO:0010628,0.00837,uncharacterized LOC111129178
LOC111130737,-1,3,2,GO:0010628,0.00837,diacylglycerol kinase theta-like
LOC111134935,-1,5,4,GO:0010628,0.00837,uncharacterized LOC111134935
LOC111136398,-1,3,2,GO:0010628,0.00837,AN1-type zinc finger protein 1-like
LOC111104395,-1,2,1,GO:0048593,0.00839,collagen alpha-1(X) chain-like
LOC111112346,-1,1,0,GO:0048593,0.00839,uncharacterized LOC111112346
LOC111120610,-1,5,4,GO:0019934,0.00882,receptor-type guanylate cyclase Gyc76C-like
LOC111123979,-1,7,6,GO:0019934,0.00882,cGMP-dependent 3'
LOC111134052,-1,2,1,GO:0019934,0.00882,uncharacterized LOC111134052
LOC111100788,-1,5,4,GO:0008347,0.00925,protein quaking-B-like
LOC111106240,-1,8,7,GO:0008347,0.00925,uncharacterized LOC111106240
LOC111108704,-1,3,2,GO:0008347,0.00925,neurogenic locus notch homolog protein 1-like
LOC111134319,-1,2,1,GO:0060560,0.00931,T-box transcription factor TBX2-like
LOC111099899,-1,3,2,GO:0007420,0.00962,cell adhesion molecule 2-like
LOC111101830,-1,2,1,GO:0007420,0.00962,ATP-dependent DNA helicase Q-like 1
LOC111114177,-1,1,0,GO:0007420,0.00962,uncharacterized LOC111114177
LOC111115333,-1,4,3,GO:0007420,0.00962,Werner syndrome ATP-dependent helicase homolog
LOC111115342,-1,8,7,GO:0007420,0.00962,uncharacterized transmembrane protein DDB_G0289901-like
LOC111119183,-1,4,3,GO:0007420,0.00962,uncharacterized LOC111119183
LOC111120684,-1,3,2,GO:0007420,0.00962,brain-specific angiogenesis inhibitor 1-associated protein 2-like
LOC111124470,-1,2,1,GO:0007420,0.00962,uncharacterized LOC111124470
LOC111124939,-1,6,5,GO:0007420,0.00962,centrosome-associated protein CEP250-like
LOC111125668,-1,3,2,GO:0007420,0.00962,Bardet-Biedl syndrome 7 protein homolog
LOC111127137,-1,2,1,GO:0007420,0.00962,retinoic acid receptor alpha-like
LOC111128281,-1,3,2,GO:0007420,0.00962,uncharacterized LOC111128281
LOC111130673,-1,6,5,GO:0007420,0.00962,solute carrier family 23 member 1-like
LOC111130930,-1,2,1,GO:0007420,0.00962,vesicular glutamate transporter 3-like
LOC111131147,-2,10,8,GO:0007420,0.00962,1-phosphatidylinositol 4
LOC111110503,-1,5,4,GO:0007417,0.00963,beta-1
LOC111122706,-1,3,2,GO:0007417,0.00963,glycine receptor subunit alpha-2-like
LOC111123967,-1,1,0,GO:0007417,0.00963,lectin BRA-3-like
LOC111100858,-1,4,3,GO:0009966,0.00970,uncharacterized LOC111100858
LOC111132603,-1,3,2,GO:0009966,0.00970,uncharacterized LOC111132603
LOC111107154,-2,9,7,GO:0031103,0.00971,dystroglycan-like
