gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111106843,-1,1,0,GO:0007264,2.5e-05,uncharacterized LOC111106843
LOC111108503,-1,5,4,GO:0007264,2.5e-05,uncharacterized LOC111108503
LOC111111025,-1,3,2,GO:0007264,2.5e-05,uncharacterized LOC111111025
LOC111112093,-2,4,2,GO:0007264,2.5e-05,uncharacterized LOC111112093
LOC111112614,-2,4,2,GO:0007264,2.5e-05,uncharacterized LOC111112614
LOC111112629,-2,9,7,GO:0007264,2.5e-05,uncharacterized LOC111112629
LOC111114492,-1,2,1,GO:0007264,2.5e-05,uncharacterized LOC111114492
LOC111116037,-1,2,1,GO:0007264,2.5e-05,uncharacterized LOC111116037
LOC111118032,-1,2,1,GO:0007264,2.5e-05,malignant fibrous histiocytoma-amplified sequence 1 homolog
LOC111119546,-1,2,1,GO:0007264,2.5e-05,ADP-ribosylation factor-like
LOC111119547,-1,3,2,GO:0007264,2.5e-05,ADP-ribosylation factor 3-like
LOC111119681,-1,4,3,GO:0007264,2.5e-05,dedicator of cytokinesis protein 7-like
LOC111120466,-1,2,1,GO:0007264,2.5e-05,uncharacterized LOC111120466
LOC111121612,-2,3,1,GO:0007264,2.5e-05,uncharacterized LOC111121612
LOC111128531,-2,7,5,GO:0007264,2.5e-05,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111128533,-1,8,7,GO:0007264,2.5e-05,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111134998,-3,7,4,GO:0007264,2.5e-05,malignant fibrous histiocytoma-amplified sequence 1 homolog
LOC111137094,-1,7,6,GO:0007264,2.5e-05,dedicator of cytokinesis protein 1-like
LOC111138314,-6,21,15,GO:0007264,2.5e-05,dedicator of cytokinesis protein 9-like
LOC111100441,-1,5,4,GO:0030036,2.6e-05,uncharacterized LOC111100441
LOC111105920,-1,4,3,GO:0030036,2.6e-05,uncharacterized LOC111105920
LOC111105921,-1,3,2,GO:0030036,2.6e-05,uncharacterized LOC111105921
LOC111106344,-1,2,1,GO:0030036,2.6e-05,tenascin-like
LOC111109752,-1,2,1,GO:0030036,2.6e-05,tenascin-like
LOC111110518,-1,2,1,GO:0030036,2.6e-05,uncharacterized LOC111110518
LOC111113083,-1,1,0,GO:0030036,2.6e-05,uncharacterized LOC111113083
LOC111113129,-2,9,7,GO:0030036,2.6e-05,coronin-2B-like
LOC111113355,-1,10,9,GO:0030036,2.6e-05,coronin-2B-like
LOC111115612,-4,17,13,GO:0030036,2.6e-05,formin-like protein CG32138
LOC111126691,-1,2,1,GO:0030036,2.6e-05,protein psiJ-like
LOC111127975,-1,7,6,GO:0030036,2.6e-05,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111130704,-1,9,8,GO:0030036,2.6e-05,spectrin alpha chain
LOC111131872,-1,5,4,GO:0030036,2.6e-05,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111100394,-1,2,1,GO:0030587,2.7e-05,uncharacterized LOC111100394
LOC111103932,-1,1,0,GO:0030587,2.7e-05,uncharacterized LOC111103932
LOC111106843,-1,1,0,GO:0030587,2.7e-05,uncharacterized LOC111106843
LOC111111025,-1,3,2,GO:0030587,2.7e-05,uncharacterized LOC111111025
LOC111112614,-2,4,2,GO:0030587,2.7e-05,uncharacterized LOC111112614
LOC111112629,-2,9,7,GO:0030587,2.7e-05,uncharacterized LOC111112629
LOC111123099,-1,2,1,GO:0030587,2.7e-05,probable rhodanese domain-containing dual specificity protein phosphatase
NA,NA,NA,NA,GO:0099120,2.7e-05,NA
LOC111102419,-1,1,0,GO:0033138,2.8e-05,complement C1q tumor necrosis factor-related protein 3-like
LOC111103511,-2,4,2,GO:0033138,2.8e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0033138,2.8e-05,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0033138,2.8e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0033138,2.8e-05,multiple epidermal growth factor-like domains protein 10
LOC111109646,-1,2,1,GO:0033138,2.8e-05,neuronal acetylcholine receptor subunit beta-2-like
LOC111110262,-1,2,1,GO:0033138,2.8e-05,uncharacterized LOC111110262
LOC111110614,-1,1,0,GO:0033138,2.8e-05,fibrinogen-like protein 1
LOC111115448,-1,1,0,GO:0033138,2.8e-05,caveolin-1-like
LOC111119681,-1,4,3,GO:0033138,2.8e-05,dedicator of cytokinesis protein 7-like
LOC111121172,-1,2,1,GO:0033138,2.8e-05,complement C1q tumor necrosis factor-related protein 2-like
LOC111125347,-1,5,4,GO:0033138,2.8e-05,myosin-7-like
LOC111127188,-1,2,1,GO:0033138,2.8e-05,uncharacterized LOC111127188
LOC111127644,-1,4,3,GO:0033138,2.8e-05,prostaglandin G/H synthase 2-like
LOC111132298,-1,1,0,GO:0033138,2.8e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0033138,2.8e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0033138,2.8e-05,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0033138,2.8e-05,uncharacterized LOC111136358
LOC111136382,-6,15,9,GO:0033138,2.8e-05,uncharacterized LOC111136382
LOC111137578,-1,1,0,GO:0033138,2.8e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0033138,2.8e-05,multiple epidermal growth factor-like domains protein 10
LOC111099870,-1,13,12,GO:0006470,2.9e-05,protein phosphatase 1 regulatory subunit 12A-like
LOC111101206,-1,3,2,GO:0006470,2.9e-05,probable serine/threonine-protein kinase roco5
LOC111103639,-1,1,0,GO:0006470,2.9e-05,probable serine/threonine-protein kinase roco6
LOC111103936,-1,3,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase alpha-like
LOC111107138,-4,12,8,GO:0006470,2.9e-05,uncharacterized LOC111107138
LOC111107204,-5,14,9,GO:0006470,2.9e-05,uncharacterized LOC111107204
LOC111108503,-1,5,4,GO:0006470,2.9e-05,uncharacterized LOC111108503
LOC111111946,-3,5,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase delta-like
LOC111111948,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase T-like
LOC111112093,-2,4,2,GO:0006470,2.9e-05,uncharacterized LOC111112093
LOC111112365,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111112366,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111112614,-2,4,2,GO:0006470,2.9e-05,uncharacterized LOC111112614
LOC111113019,-1,3,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase T-like
LOC111113520,-1,1,0,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111113655,-1,1,0,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase zeta-like
LOC111113685,-1,1,0,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase alpha-like
LOC111114475,-2,4,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase S-like
LOC111114492,-1,2,1,GO:0006470,2.9e-05,uncharacterized LOC111114492
LOC111115259,-1,3,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111115260,-1,3,2,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase mu-like
LOC111115459,-1,1,0,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase T-like
LOC111116037,-1,2,1,GO:0006470,2.9e-05,uncharacterized LOC111116037
LOC111116053,-3,3,0,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111116632,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase alpha-like
LOC111116633,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111116795,-2,5,3,GO:0006470,2.9e-05,multiple epidermal growth factor-like domains protein 6
LOC111117047,-2,3,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase T-like
LOC111117113,-1,2,1,GO:0006470,2.9e-05,uncharacterized LOC111117113
LOC111118174,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120008,-1,4,3,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase kappa-like
LOC111120466,-1,2,1,GO:0006470,2.9e-05,uncharacterized LOC111120466
LOC111120874,-1,8,7,GO:0006470,2.9e-05,serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like
LOC111121068,-1,7,6,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111125947,-1,2,1,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase kappa-like
LOC111129252,-1,4,3,GO:0006470,2.9e-05,phospholipid phosphatase 1-like
LOC111130194,-1,6,5,GO:0006470,2.9e-05,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111099199,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111099199
LOC111101719,-1,1,0,GO:0016477,3.3e-05,uncharacterized LOC111101719
LOC111104568,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111104568
LOC111106086,-1,1,0,GO:0016477,3.3e-05,complement C1q-like protein 2
LOC111106384,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111106384
LOC111111487,-2,18,16,GO:0016477,3.3e-05,integrin alpha-2-like
LOC111111946,-3,5,2,GO:0016477,3.3e-05,receptor-type tyrosine-protein phosphatase delta-like
LOC111113019,-1,3,2,GO:0016477,3.3e-05,receptor-type tyrosine-protein phosphatase T-like
LOC111115612,-4,17,13,GO:0016477,3.3e-05,formin-like protein CG32138
LOC111116056,-1,3,2,GO:0016477,3.3e-05,integrin alpha-2-like
LOC111117113,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111117113
LOC111117512,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111117512
LOC111123137,-1,2,1,GO:0016477,3.3e-05,uncharacterized LOC111123137
LOC111125156,-1,2,1,GO:0016477,3.3e-05,zinc metalloproteinase-disintegrin-like atrase-A
LOC111125947,-1,2,1,GO:0016477,3.3e-05,receptor-type tyrosine-protein phosphatase kappa-like
LOC111126421,-2,5,3,GO:0016477,3.3e-05,tetraspanin-9-like
LOC111128713,-1,3,2,GO:0016477,3.3e-05,uncharacterized LOC111128713
LOC111128761,-1,3,2,GO:0016477,3.3e-05,uncharacterized LOC111128761
LOC111128838,-1,5,4,GO:0016477,3.3e-05,tyrosine-protein kinase JAK2-like
LOC111132178,-1,7,6,GO:0016477,3.3e-05,1-phosphatidylinositol 4
LOC111133545,-1,2,1,GO:0016477,3.3e-05,neural cell adhesion molecule L1-like
LOC111133560,-1,2,1,GO:0016477,3.3e-05,neural cell adhesion molecule L1-like
LOC111134623,-2,3,1,GO:0016477,3.3e-05,uncharacterized LOC111134623
LOC111136017,-1,13,12,GO:0016477,3.3e-05,tyrosine-protein kinase PR2-like
LOC111136891,-1,10,9,GO:0016477,3.3e-05,myosin heavy chain
LOC111137094,-1,7,6,GO:0016477,3.3e-05,dedicator of cytokinesis protein 1-like
NA,NA,NA,NA,GO:0051703,3.4e-05,NA
LOC111120967,-2,6,4,GO:0060285,3.4e-05,dynein heavy chain 3
LOC111102699,-1,2,1,GO:0001932,3.5e-05,uncharacterized LOC111102699
LOC111109630,-2,3,1,GO:0001932,3.5e-05,uncharacterized LOC111109630
LOC111124870,-1,2,1,GO:0001932,3.5e-05,low-density lipoprotein receptor-related protein 4-like
LOC111126248,-1,2,1,GO:0001932,3.5e-05,low-density lipoprotein receptor-related protein 4-like
LOC111102071,-1,1,0,GO:0030317,3.6e-05,uncharacterized LOC111102071
LOC111103679,-1,1,0,GO:0030317,3.6e-05,cilia- and flagella-associated protein 251-like
LOC111106758,-1,1,0,GO:0030317,3.6e-05,uncharacterized LOC111106758
LOC111107278,-1,10,9,GO:0030317,3.6e-05,uncharacterized LOC111107278
LOC111109646,-1,2,1,GO:0030317,3.6e-05,neuronal acetylcholine receptor subunit beta-2-like
LOC111110262,-1,2,1,GO:0030317,3.6e-05,uncharacterized LOC111110262
LOC111112114,-2,6,4,GO:0030317,3.6e-05,sperm-associated antigen 6-like
LOC111120071,-1,3,2,GO:0030317,3.6e-05,tektin-3-like
LOC111120729,-1,3,2,GO:0030317,3.6e-05,tektin-3-like
LOC111125263,-1,2,1,GO:0030317,3.6e-05,cell wall protein DAN4-like
LOC111133393,-1,2,1,GO:0030317,3.6e-05,uncharacterized LOC111133393
LOC111134864,-1,6,5,GO:0030317,3.6e-05,tektin-3-like
LOC111137279,-1,5,4,GO:0030317,3.6e-05,tektin-3-like
NA,NA,NA,NA,GO:0097722,3.6e-05,NA
LOC111100787,-1,1,0,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111101850,-1,4,3,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111102569,-1,2,1,GO:0006909,3.7e-05,uncharacterized LOC111102569
LOC111103570,-1,3,2,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0006909,3.7e-05,protein draper-like
LOC111104243,-1,2,1,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111104923,-1,1,0,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111105404,-2,3,1,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111105549,-2,3,1,GO:0006909,3.7e-05,uncharacterized LOC111105549
LOC111106374,-1,1,0,GO:0006909,3.7e-05,uncharacterized LOC111106374
LOC111108073,-1,1,0,GO:0006909,3.7e-05,uncharacterized LOC111108073
LOC111109783,-1,2,1,GO:0006909,3.7e-05,integrin beta-like protein A
LOC111111134,-1,1,0,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111111950,-1,2,1,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0006909,3.7e-05,protein draper-like
LOC111112902,-1,2,1,GO:0006909,3.7e-05,uncharacterized LOC111112902
LOC111113463,-1,1,0,GO:0006909,3.7e-05,protein draper-like
LOC111113842,-1,1,0,GO:0006909,3.7e-05,uncharacterized LOC111113842
LOC111114844,-1,2,1,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111115251,-1,2,1,GO:0006909,3.7e-05,calpain-9-like
LOC111116622,-1,3,2,GO:0006909,3.7e-05,protein draper-like
LOC111116752,-3,6,3,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111117346,-2,3,1,GO:0006909,3.7e-05,protein draper-like
LOC111117755,-2,7,5,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111123755,-2,3,1,GO:0006909,3.7e-05,uncharacterized LOC111123755
LOC111126409,-2,4,2,GO:0006909,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111129630,-1,1,0,GO:0006909,3.7e-05,tripartite motif-containing protein 3-like
LOC111107193,-1,2,1,GO:0000902,3.7e-05,P2X purinoceptor 7-like
LOC111117659,-1,2,1,GO:0000902,3.7e-05,uncharacterized LOC111117659
LOC111136200,-1,5,4,GO:0000902,3.7e-05,NAD kinase-like
LOC111100240,-1,3,2,GO:0002040,3.7e-05,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0002040,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0002040,3.7e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0002040,3.7e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0002040,3.7e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0002040,3.7e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0002040,3.7e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0002040,3.7e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0002040,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111110614,-1,1,0,GO:0002040,3.7e-05,fibrinogen-like protein 1
LOC111115882,-1,2,1,GO:0002040,3.7e-05,cell death abnormality protein 1-like
LOC111117987,-1,2,1,GO:0002040,3.7e-05,R-spondin-3-like
LOC111127188,-1,2,1,GO:0002040,3.7e-05,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0002040,3.7e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0002040,3.7e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0002040,3.7e-05,uncharacterized LOC111133105
LOC111134958,-1,2,1,GO:0002040,3.7e-05,uncharacterized LOC111134958
LOC111136358,-1,2,1,GO:0002040,3.7e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0002040,3.7e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0002040,3.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111106384,-1,2,1,GO:0048666,3.7e-05,uncharacterized LOC111106384
LOC111113099,-1,2,1,GO:0048666,3.7e-05,uncharacterized LOC111113099
LOC111121258,-1,2,1,GO:0048666,3.7e-05,uncharacterized LOC111121258
LOC111124864,-1,3,2,GO:0048666,3.7e-05,uncharacterized LOC111124864
LOC111126673,-1,8,7,GO:0048666,3.7e-05,neurabin-1-like
LOC111134926,-1,2,1,GO:0048666,3.7e-05,huntingtin-like
NA,NA,NA,NA,GO:0070201,3.8e-05,NA
NA,NA,NA,NA,GO:0010594,3.8e-05,NA
NA,NA,NA,NA,GO:2000026,3.8e-05,NA
LOC111102569,-1,2,1,GO:0051147,3.9e-05,uncharacterized LOC111102569
LOC111105549,-2,3,1,GO:0051147,3.9e-05,uncharacterized LOC111105549
LOC111107004,-1,1,0,GO:0051147,3.9e-05,uncharacterized LOC111107004
LOC111111131,-1,3,2,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 6
LOC111111147,-1,1,0,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112062,-1,2,1,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112063,-1,2,1,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112065,-1,2,1,GO:0051147,3.9e-05,neurogenic locus protein delta-like
LOC111112168,-1,4,3,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112175,-2,3,1,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 11
LOC111112272,-1,2,1,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112374,-2,3,1,GO:0051147,3.9e-05,protein draper-like
LOC111112376,-1,1,0,GO:0051147,3.9e-05,protein draper-like
LOC111112687,-1,2,1,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111112827,-1,2,1,GO:0051147,3.9e-05,protein draper-like
LOC111113020,-2,12,10,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111113184,-1,1,0,GO:0051147,3.9e-05,protein draper-like
LOC111114434,-1,1,0,GO:0051147,3.9e-05,scavenger receptor class F member 1-like
LOC111114650,-1,3,2,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111116752,-3,6,3,GO:0051147,3.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111133236,-1,1,0,GO:0051147,3.9e-05,uncharacterized LOC111133236
NA,NA,NA,NA,GO:0048583,4.1e-05,NA
LOC111123802,-2,14,12,GO:0010324,4.2e-05,formin-binding protein 1-like
LOC111100240,-1,3,2,GO:0045766,4.3e-05,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0045766,4.3e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0045766,4.3e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0045766,4.3e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0045766,4.3e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0045766,4.3e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0045766,4.3e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0045766,4.3e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0045766,4.3e-05,multiple epidermal growth factor-like domains protein 10
LOC111105783,-1,2,1,GO:0045766,4.3e-05,neuronal acetylcholine receptor subunit alpha-7-like
LOC111109646,-1,2,1,GO:0045766,4.3e-05,neuronal acetylcholine receptor subunit beta-2-like
LOC111115882,-1,2,1,GO:0045766,4.3e-05,cell death abnormality protein 1-like
LOC111115979,-2,4,2,GO:0045766,4.3e-05,uncharacterized LOC111115979
LOC111117968,-1,4,3,GO:0045766,4.3e-05,neuronal acetylcholine receptor subunit alpha-5-like
LOC111125174,-1,2,1,GO:0045766,4.3e-05,vasohibin-2-like
LOC111127188,-1,2,1,GO:0045766,4.3e-05,uncharacterized LOC111127188
LOC111132178,-1,7,6,GO:0045766,4.3e-05,1-phosphatidylinositol 4
LOC111132298,-1,1,0,GO:0045766,4.3e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0045766,4.3e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0045766,4.3e-05,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0045766,4.3e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0045766,4.3e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0045766,4.3e-05,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:1904018,4.3e-05,NA
LOC111100240,-1,3,2,GO:0043552,4.6e-05,uncharacterized LOC111100240
LOC111102338,-1,2,1,GO:0043552,4.6e-05,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0043552,4.6e-05,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0043552,4.6e-05,uncharacterized LOC111102557
LOC111103511,-2,4,2,GO:0043552,4.6e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0043552,4.6e-05,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0043552,4.6e-05,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0043552,4.6e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0043552,4.6e-05,multiple epidermal growth factor-like domains protein 10
LOC111115882,-1,2,1,GO:0043552,4.6e-05,cell death abnormality protein 1-like
LOC111127188,-1,2,1,GO:0043552,4.6e-05,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0043552,4.6e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0043552,4.6e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0043552,4.6e-05,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0043552,4.6e-05,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0043552,4.6e-05,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0043552,4.6e-05,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0090218,4.6e-05,NA
LOC111099199,-1,2,1,GO:0070372,4.8e-05,uncharacterized LOC111099199
LOC111103646,-1,7,6,GO:0070372,4.8e-05,proto-oncogene tyrosine-protein kinase ROS-like
LOC111115138,-1,4,3,GO:0070372,4.8e-05,serine/threonine-protein kinase Nek10-like
LOC111131490,-2,4,2,GO:0070372,4.8e-05,uncharacterized LOC111131490
LOC111133560,-1,2,1,GO:0070372,4.8e-05,neural cell adhesion molecule L1-like
LOC111102721,-2,2,0,GO:0003007,4.8e-05,uncharacterized LOC111102721
LOC111125330,-2,25,23,GO:0003007,4.8e-05,hemicentin-1-like
LOC111125463,-1,28,27,GO:0003007,4.8e-05,hemicentin-1-like
LOC111103570,-1,3,2,GO:0006911,4.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0006911,4.9e-05,protein draper-like
LOC111111134,-1,1,0,GO:0006911,4.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111113463,-1,1,0,GO:0006911,4.9e-05,protein draper-like
LOC111116752,-3,6,3,GO:0006911,4.9e-05,multiple epidermal growth factor-like domains protein 10
LOC111137094,-1,7,6,GO:0006911,4.9e-05,dedicator of cytokinesis protein 1-like
NA,NA,NA,NA,GO:0099024,4.9e-05,NA
NA,NA,NA,NA,GO:0003341,5.2e-05,NA
LOC111100288,-1,5,4,GO:0030048,5.2e-05,unconventional myosin-VI-like
LOC111100344,-1,5,4,GO:0030048,5.2e-05,unconventional myosin-VI-like
LOC111111058,-1,9,8,GO:0030048,5.2e-05,unconventional myosin-Va-like
LOC111127765,-1,3,2,GO:0030048,5.2e-05,unconventional myosin-Ia-like
NA,NA,NA,NA,GO:0042327,5.3e-05,NA
NA,NA,NA,NA,GO:0051896,5.7e-05,NA
NA,NA,NA,NA,GO:0042306,6.0e-05,NA
NA,NA,NA,NA,GO:1900180,6.0e-05,NA
LOC111100394,-1,2,1,GO:0035023,6.1e-05,uncharacterized LOC111100394
LOC111100441,-1,5,4,GO:0035023,6.1e-05,uncharacterized LOC111100441
LOC111103482,-1,4,3,GO:0035023,6.1e-05,epithelial cell-transforming sequence 2 oncogene-like
LOC111103932,-1,1,0,GO:0035023,6.1e-05,uncharacterized LOC111103932
LOC111106843,-1,1,0,GO:0035023,6.1e-05,uncharacterized LOC111106843
LOC111108779,-1,3,2,GO:0035023,6.1e-05,uncharacterized LOC111108779
LOC111109525,-1,2,1,GO:0035023,6.1e-05,FYVE
LOC111111025,-1,3,2,GO:0035023,6.1e-05,uncharacterized LOC111111025
LOC111112614,-2,4,2,GO:0035023,6.1e-05,uncharacterized LOC111112614
LOC111112629,-2,9,7,GO:0035023,6.1e-05,uncharacterized LOC111112629
LOC111128871,-3,11,8,GO:0035023,6.1e-05,uncharacterized LOC111128871
LOC111129162,-3,20,17,GO:0035023,6.1e-05,uncharacterized LOC111129162
LOC111131963,-1,5,4,GO:0035023,6.1e-05,rho guanine nucleotide exchange factor 39-like
LOC111137059,-1,7,6,GO:0035023,6.1e-05,rho guanine nucleotide exchange factor 10-like protein
LOC111137825,-1,17,16,GO:0035023,6.1e-05,protein piccolo-like
LOC111103570,-1,3,2,GO:0043277,7.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111103574,-1,3,2,GO:0043277,7.1e-05,protein draper-like
LOC111111134,-1,1,0,GO:0043277,7.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111113463,-1,1,0,GO:0043277,7.1e-05,protein draper-like
LOC111116752,-3,6,3,GO:0043277,7.1e-05,multiple epidermal growth factor-like domains protein 10
LOC111120921,-1,5,4,GO:0030010,7.2e-05,tuberin-like
NA,NA,NA,NA,GO:0097435,7.6e-05,NA
LOC111103511,-2,4,2,GO:0042307,7.7e-05,cell death abnormality protein 1-like
LOC111103720,-1,1,0,GO:0042307,7.7e-05,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0042307,7.7e-05,multiple epidermal growth factor-like domains protein 6
LOC111105237,-1,2,1,GO:0042307,7.7e-05,multiple epidermal growth factor-like domains protein 10
LOC111123550,-7,7,0,GO:0042307,7.7e-05,uncharacterized LOC111123550
LOC111127043,-4,5,1,GO:0042307,7.7e-05,golgin subfamily A member 6-like protein 22
LOC111127188,-1,2,1,GO:0042307,7.7e-05,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0042307,7.7e-05,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0042307,7.7e-05,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0042307,7.7e-05,uncharacterized LOC111133105
