gene_name,difference,males_controls_max_transcript_counts,males_exposed_max_transcript_counts,GO,p.value,product
LOC111123571,1,2,3,GO:0007169,0.00095,uncharacterized LOC111123571
LOC111124011,1,3,4,GO:0007169,0.00095,vascular endothelial growth factor receptor 1-like
LOC111124864,1,1,2,GO:0007169,0.00095,uncharacterized LOC111124864
LOC111126541,1,1,2,GO:0007169,0.00095,uncharacterized LOC111126541
LOC111126875,1,2,3,GO:0007169,0.00095,tyrosine-protein kinase transmembrane receptor Ror-like
LOC111127498,1,3,4,GO:0007169,0.00095,epidermal growth factor receptor-like
LOC111130114,1,2,3,GO:0007169,0.00095,jouberin-like
LOC111132214,2,2,4,GO:0007169,0.00095,angiopoietin-1 receptor-like
LOC111133103,1,1,2,GO:0007169,0.00095,uncharacterized LOC111133103
LOC111133362,1,0,1,GO:0007169,0.00095,uncharacterized LOC111133362
LOC111133606,1,4,5,GO:0007169,0.00095,docking protein 5-like
LOC111135012,1,1,2,GO:0007169,0.00095,uncharacterized LOC111135012
LOC111136957,1,1,2,GO:0007169,0.00095,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like
LOC111137136,2,1,3,GO:0007169,0.00095,uncharacterized LOC111137136
LOC111103148,1,3,4,GO:0030030,0.00095,uncharacterized LOC111103148
LOC111120921,1,2,3,GO:0030030,0.00095,tuberin-like
NA,NA,NA,NA,GO:0044093,0.00096,NA
NA,NA,NA,NA,GO:0019932,0.00096,NA
NA,NA,NA,NA,GO:0051128,0.00097,NA
LOC111099995,2,3,5,GO:0065008,0.00097,acetyl-CoA carboxylase-like
LOC111100523,1,5,6,GO:0065008,0.00097,acetyl-CoA carboxylase-like
NA,NA,NA,NA,GO:0018212,0.00099,NA
NA,NA,NA,NA,GO:0052652,0.00100,NA
LOC111119426,3,5,8,GO:0048514,0.00112,collagen alpha-1(XXV) chain-like
LOC111124011,1,3,4,GO:0048514,0.00112,vascular endothelial growth factor receptor 1-like
LOC111126543,1,2,3,GO:0048514,0.00112,krev interaction trapped protein 1-like
LOC111129303,1,1,2,GO:0048514,0.00112,uncharacterized LOC111129303
LOC111130052,1,6,7,GO:0048514,0.00112,pleckstrin homology domain-containing family H member 1-like
LOC111133883,1,0,1,GO:0048514,0.00112,uncharacterized LOC111133883
LOC111106199,1,4,5,GO:0009792,0.00117,uncharacterized LOC111106199
LOC111119426,3,5,8,GO:0009792,0.00117,collagen alpha-1(XXV) chain-like
LOC111123180,2,2,4,GO:0009792,0.00117,uncharacterized protein DDB_G0279979-like
LOC111136024,1,7,8,GO:0009792,0.00117,uncharacterized protein DDB_G0279979-like
NA,NA,NA,NA,GO:0010646,0.00124,NA
LOC111106389,1,2,3,GO:0048738,0.00127,very low-density lipoprotein receptor-like
LOC111123372,1,1,2,GO:0048738,0.00127,caspase-8-like
LOC111136692,1,1,2,GO:0048738,0.00127,uncharacterized LOC111136692
NA,NA,NA,NA,GO:0003012,0.00127,NA
NA,NA,NA,NA,GO:0098609,0.00129,NA
LOC111099151,1,1,2,GO:0006198,0.00131,dual 3'
LOC111122016,1,6,7,GO:0006198,0.00131,cAMP-specific 3'
LOC111124666,1,5,6,GO:0006198,0.00131,cGMP-dependent 3'
LOC111128821,1,6,7,GO:0006198,0.00131,high affinity cAMP-specific and IBMX-insensitive 3'
LOC111128933,1,6,7,GO:0006198,0.00131,high affinity cAMP-specific and IBMX-insensitive 3'
LOC111102721,2,0,2,GO:0045214,0.00132,uncharacterized LOC111102721
LOC111103196,1,0,1,GO:0045214,0.00132,ankyrin-1-like
LOC111111136,1,3,4,GO:0045214,0.00132,titin homolog
LOC111118558,1,5,6,GO:0045214,0.00132,calcium-activated potassium channel slowpoke-like
LOC111124002,1,6,7,GO:0045214,0.00132,titin homolog
LOC111124650,2,4,6,GO:0045214,0.00132,titin homolog
LOC111125330,4,8,12,GO:0045214,0.00132,hemicentin-1-like
LOC111125463,6,11,17,GO:0045214,0.00132,hemicentin-1-like
LOC111125634,1,3,4,GO:0045214,0.00132,titin-like
LOC111131782,1,2,3,GO:0045214,0.00132,hemicentin-1-like
LOC111132450,2,9,11,GO:0045214,0.00132,troponin T-like
LOC111132924,2,6,8,GO:0045214,0.00132,muscle M-line assembly protein unc-89-like
LOC111136591,2,9,11,GO:0045214,0.00132,FH1/FH2 domain-containing protein 3-like
LOC111138335,1,1,2,GO:0045214,0.00132,uncharacterized LOC111138335
NA,NA,NA,NA,GO:0051049,0.00133,NA
LOC111100143,1,5,6,GO:0001934,0.00135,protein very KIND-like
LOC111100240,1,2,3,GO:0001934,0.00135,uncharacterized LOC111100240
LOC111102028,1,0,1,GO:0001934,0.00135,uncharacterized LOC111102028
LOC111102129,1,0,1,GO:0001934,0.00135,calcium and integrin-binding protein 1-like
LOC111102868,1,0,1,GO:0001934,0.00135,uncharacterized LOC111102868
LOC111102983,1,0,1,GO:0001934,0.00135,protein draper-like
LOC111104412,1,0,1,GO:0001934,0.00135,scavenger receptor class F member 1-like
LOC111105237,1,2,3,GO:0001934,0.00135,multiple epidermal growth factor-like domains protein 10
LOC111105506,1,1,2,GO:0001934,0.00135,adiponectin-like
LOC111106951,1,1,2,GO:0001934,0.00135,serine/threonine-protein kinase PAK 3-like
LOC111112022,1,1,2,GO:0001934,0.00135,uncharacterized LOC111112022
LOC111115882,1,2,3,GO:0001934,0.00135,cell death abnormality protein 1-like
LOC111117400,1,2,3,GO:0001934,0.00135,protein draper-like
LOC111123571,1,2,3,GO:0001934,0.00135,uncharacterized LOC111123571
LOC111128477,1,1,2,GO:0001934,0.00135,uncharacterized LOC111128477
LOC111132214,2,2,4,GO:0001934,0.00135,angiopoietin-1 receptor-like
LOC111133103,1,1,2,GO:0001934,0.00135,uncharacterized LOC111133103
LOC111136382,1,5,6,GO:0001934,0.00135,uncharacterized LOC111136382
LOC111137136,2,1,3,GO:0001934,0.00135,uncharacterized LOC111137136
LOC111102342,1,1,2,GO:0016601,0.00136,uncharacterized LOC111102342
LOC111108243,1,2,3,GO:0016601,0.00136,nischarin-like
LOC111132922,2,12,14,GO:0016601,0.00136,nck-associated protein 1-like
LOC111133016,1,2,3,GO:0016601,0.00136,nck-associated protein 1-like
LOC111138341,1,3,4,GO:0016601,0.00136,drebrin-like protein B
LOC111100140,1,0,1,GO:0043647,0.00136,type II inositol 1
LOC111100314,1,1,2,GO:0043647,0.00136,type I inositol 1
LOC111129055,2,7,9,GO:0043647,0.00136,inositol-trisphosphate 3-kinase B-like
LOC111130239,1,1,2,GO:0043647,0.00136,inositol-tetrakisphosphate 1-kinase-like
LOC111118027,2,1,3,GO:0031589,0.00137,battenin-like
LOC111119208,2,1,3,GO:0031589,0.00137,battenin-like
LOC111127906,1,6,7,GO:0031589,0.00137,unconventional myosin-VIIb-like
LOC111130420,1,1,2,GO:0050954,0.00137,uncharacterized LOC111130420
NA,NA,NA,NA,GO:0032239,0.00141,NA
NA,NA,NA,NA,GO:0033058,0.00141,NA
LOC111124602,3,0,3,GO:0035089,0.00141,uncharacterized LOC111124602
LOC111134328,2,4,6,GO:0035089,0.00141,protein kinase C iota type-like
NA,NA,NA,NA,GO:0039531,0.00141,NA
NA,NA,NA,NA,GO:0061162,0.00141,NA
NA,NA,NA,NA,GO:0061339,0.00141,NA
NA,NA,NA,NA,GO:0034330,0.00142,NA
LOC111103393,1,6,7,GO:0032958,0.00147,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like
LOC111103480,1,4,5,GO:0032958,0.00147,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like
LOC111099486,2,0,2,GO:0051291,0.00148,uncharacterized LOC111099486
LOC111100408,1,4,5,GO:0051291,0.00148,baculoviral IAP repeat-containing protein 2-like
LOC111100471,1,4,5,GO:0051291,0.00148,baculoviral IAP repeat-containing protein 3-like
LOC111101018,2,1,3,GO:0051291,0.00148,baculoviral IAP repeat-containing protein 3-like
LOC111101470,2,2,4,GO:0051291,0.00148,nucleoporin p58/p45-like
LOC111107545,2,5,7,GO:0051291,0.00148,uncharacterized LOC111107545
LOC111108145,1,2,3,GO:0051291,0.00148,serine/threonine-protein kinase B-raf-like
LOC111108199,1,2,3,GO:0051291,0.00148,serine/threonine-protein kinase B-raf-like
LOC111110400,1,0,1,GO:0051291,0.00148,uncharacterized LOC111110400
LOC111114644,1,2,3,GO:0051291,0.00148,potassium voltage-gated channel subfamily H member 6-like
LOC111115206,1,1,2,GO:0051291,0.00148,acetylcholine receptor subunit beta-like 1
LOC111115460,1,3,4,GO:0051291,0.00148,nucleoporin p58/p45-like
LOC111120921,1,2,3,GO:0051291,0.00148,tuberin-like
LOC111121353,1,1,2,GO:0051291,0.00148,uncharacterized LOC111121353
LOC111122356,3,2,5,GO:0051291,0.00148,uncharacterized LOC111122356
NA,NA,NA,NA,GO:0014855,0.00154,NA
LOC111100792,2,5,7,GO:0010839,0.00158,peripheral plasma membrane protein CASK-like
LOC111111946,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase delta-like
LOC111112706,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase T-like
LOC111112922,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase alpha-like
LOC111113019,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase T-like
LOC111113430,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111114500,1,1,2,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111119286,1,2,3,GO:0010839,0.00158,uncharacterized LOC111119286
LOC111119720,1,1,2,GO:0010839,0.00158,multiple epidermal growth factor-like domains protein 11
LOC111121708,1,1,2,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase kappa-like
LOC111123575,1,7,8,GO:0010839,0.00158,CD109 antigen-like
LOC111125677,1,2,3,GO:0010839,0.00158,receptor-type tyrosine-protein phosphatase F-like
LOC111133801,1,1,2,GO:0010839,0.00158,CD109 antigen-like
LOC111099147,1,1,2,GO:0014719,0.00158,protein draper-like
LOC111099430,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111101500,1,0,1,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111102026,1,0,1,GO:0014719,0.00158,uncharacterized LOC111102026
LOC111102569,1,1,2,GO:0014719,0.00158,uncharacterized LOC111102569
LOC111108398,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111111776,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111111941,2,5,7,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 11
LOC111112168,1,2,3,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111112379,1,0,1,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111112757,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111113184,1,1,2,GO:0014719,0.00158,protein draper-like
LOC111113192,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 6
LOC111114709,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111115447,1,0,1,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 11
LOC111115547,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 11
LOC111116558,1,0,1,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111116561,1,0,1,GO:0014719,0.00158,protein draper-like
LOC111116890,3,2,5,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 6
LOC111116931,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111117139,1,2,3,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111117346,1,0,1,GO:0014719,0.00158,protein draper-like
LOC111117400,1,2,3,GO:0014719,0.00158,protein draper-like
LOC111117635,1,1,2,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111117755,3,3,6,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111125923,1,1,2,GO:0014719,0.00158,uncharacterized LOC111125923
LOC111126409,2,2,4,GO:0014719,0.00158,multiple epidermal growth factor-like domains protein 10
LOC111133506,3,2,5,GO:0014719,0.00158,uncharacterized LOC111133506
LOC111133875,1,1,2,GO:0014719,0.00158,uncharacterized LOC111133875
NA,NA,NA,NA,GO:0014856,0.00161,NA
NA,NA,NA,NA,GO:0140352,0.00164,NA
LOC111100408,1,4,5,GO:0043123,0.00172,baculoviral IAP repeat-containing protein 2-like
LOC111100471,1,4,5,GO:0043123,0.00172,baculoviral IAP repeat-containing protein 3-like
LOC111101018,2,1,3,GO:0043123,0.00172,baculoviral IAP repeat-containing protein 3-like
LOC111102888,1,1,2,GO:0043123,0.00172,uncharacterized LOC111102888
LOC111103827,1,2,3,GO:0043123,0.00172,mitogen-activated protein kinase kinase kinase 7-like
LOC111104674,1,1,2,GO:0043123,0.00172,uncharacterized LOC111104674
LOC111105420,1,1,2,GO:0043123,0.00172,uncharacterized LOC111105420
LOC111105506,1,1,2,GO:0043123,0.00172,adiponectin-like
LOC111109447,1,1,2,GO:0043123,0.00172,DNA repair protein RAD5B-like
LOC111110400,1,0,1,GO:0043123,0.00172,uncharacterized LOC111110400
LOC111112022,1,1,2,GO:0043123,0.00172,uncharacterized LOC111112022
LOC111118094,2,4,6,GO:0043123,0.00172,uncharacterized LOC111118094
LOC111122584,1,2,3,GO:0043123,0.00172,uncharacterized LOC111122584
LOC111122671,1,2,3,GO:0043123,0.00172,uncharacterized LOC111122671
LOC111123372,1,1,2,GO:0043123,0.00172,caspase-8-like
LOC111123901,1,4,5,GO:0043123,0.00172,filamin A-interacting protein 1-like
LOC111124769,1,1,2,GO:0043123,0.00172,palmitoyltransferase ZDHHC17-like
LOC111127415,1,1,2,GO:0043123,0.00172,uncharacterized LOC111127415
LOC111128477,1,1,2,GO:0043123,0.00172,uncharacterized LOC111128477
LOC111130178,1,3,4,GO:0043123,0.00172,uncharacterized LOC111130178
LOC111130297,1,14,15,GO:0043123,0.00172,A-kinase anchor protein 13-like
LOC111131395,1,3,4,GO:0043123,0.00172,uncharacterized LOC111131395
LOC111133186,1,1,2,GO:0043123,0.00172,caspase-9-like
LOC111133344,1,2,3,GO:0043123,0.00172,adapter protein CIKS-like
LOC111133350,2,7,9,GO:0043123,0.00172,pleckstrin homology domain-containing family G member 5-like
LOC111134503,1,1,2,GO:0043123,0.00172,zinc finger CCCH-type antiviral protein 1-like
LOC111136650,1,1,2,GO:0043123,0.00172,uncharacterized LOC111136650
LOC111136692,1,1,2,GO:0043123,0.00172,uncharacterized LOC111136692
LOC111137832,1,2,3,GO:0043123,0.00172,muscle M-line assembly protein unc-89-like
LOC111099747,1,4,5,GO:0007507,0.00184,homeobox protein abdominal-B-like
LOC111100240,1,2,3,GO:0007507,0.00184,uncharacterized LOC111100240
LOC111100278,1,3,4,GO:0007507,0.00184,uncharacterized LOC111100278
LOC111100327,1,4,5,GO:0007507,0.00184,SH3 and PX domain-containing protein 2B-like
LOC111101006,1,3,4,GO:0007507,0.00184,uncharacterized LOC111101006
LOC111102028,1,0,1,GO:0007507,0.00184,uncharacterized LOC111102028
LOC111102721,2,0,2,GO:0007507,0.00184,uncharacterized LOC111102721
LOC111102983,1,0,1,GO:0007507,0.00184,protein draper-like
LOC111103505,1,1,2,GO:0007507,0.00184,uncharacterized LOC111103505
LOC111103658,1,4,5,GO:0007507,0.00184,uncharacterized LOC111103658
LOC111103996,1,3,4,GO:0007507,0.00184,uncharacterized LOC111103996
LOC111104023,1,1,2,GO:0007507,0.00184,uncharacterized LOC111104023
LOC111104160,1,1,2,GO:0007507,0.00184,dynein heavy chain 5
LOC111104412,1,0,1,GO:0007507,0.00184,scavenger receptor class F member 1-like
LOC111104459,1,0,1,GO:0007507,0.00184,uncharacterized LOC111104459
LOC111105099,1,0,1,GO:0007507,0.00184,uncharacterized LOC111105099
LOC111105237,1,2,3,GO:0007507,0.00184,multiple epidermal growth factor-like domains protein 10
LOC111105383,1,0,1,GO:0007507,0.00184,scavenger receptor class F member 2-like
LOC111105401,1,0,1,GO:0007507,0.00184,multiple epidermal growth factor-like domains protein 10
LOC111108126,1,1,2,GO:0007507,0.00184,uncharacterized LOC111108126
LOC111110143,1,1,2,GO:0007507,0.00184,furin-like protease kpc-1
LOC111110286,1,0,1,GO:0007507,0.00184,protein draper-like
LOC111111487,1,9,10,GO:0007507,0.00184,integrin alpha-2-like
LOC111112092,1,1,2,GO:0007507,0.00184,calcitonin gene-related peptide type 1 receptor-like
LOC111115882,1,2,3,GO:0007507,0.00184,cell death abnormality protein 1-like
LOC111117400,1,2,3,GO:0007507,0.00184,protein draper-like
LOC111117456,3,4,7,GO:0007507,0.00184,endothelin-converting enzyme 1-like
LOC111117525,1,1,2,GO:0007507,0.00184,uncharacterized LOC111117525
LOC111123372,1,1,2,GO:0007507,0.00184,caspase-8-like
LOC111123571,1,2,3,GO:0007507,0.00184,uncharacterized LOC111123571
LOC111123901,1,4,5,GO:0007507,0.00184,filamin A-interacting protein 1-like
LOC111123912,1,2,3,GO:0007507,0.00184,histone-lysine N-methyltransferase EZH2-like
LOC111124599,1,5,6,GO:0007507,0.00184,UDP-glucose 6-dehydrogenase-like
LOC111125330,4,8,12,GO:0007507,0.00184,hemicentin-1-like
LOC111125463,6,11,17,GO:0007507,0.00184,hemicentin-1-like
LOC111125634,1,3,4,GO:0007507,0.00184,titin-like
LOC111126327,1,2,3,GO:0007507,0.00184,kinesin-like protein KIF3A
LOC111126543,1,2,3,GO:0007507,0.00184,krev interaction trapped protein 1-like
LOC111128548,1,4,5,GO:0007507,0.00184,myocyte-specific enhancer factor 2C-like
LOC111129125,1,4,5,GO:0007507,0.00184,protein numb-like
LOC111129303,1,1,2,GO:0007507,0.00184,uncharacterized LOC111129303
LOC111130297,1,14,15,GO:0007507,0.00184,A-kinase anchor protein 13-like
LOC111132214,2,2,4,GO:0007507,0.00184,angiopoietin-1 receptor-like
LOC111133103,1,1,2,GO:0007507,0.00184,uncharacterized LOC111133103
LOC111133189,2,2,4,GO:0007507,0.00184,caspase-7-like
LOC111133362,1,0,1,GO:0007507,0.00184,uncharacterized LOC111133362
LOC111133666,4,5,9,GO:0007507,0.00184,uncharacterized LOC111133666
LOC111135012,1,1,2,GO:0007507,0.00184,uncharacterized LOC111135012
LOC111135471,1,3,4,GO:0007507,0.00184,zinc finger protein ZFPM1-like
LOC111136692,1,1,2,GO:0007507,0.00184,uncharacterized LOC111136692
LOC111136957,1,1,2,GO:0007507,0.00184,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like
LOC111137136,2,1,3,GO:0007507,0.00184,uncharacterized LOC111137136
LOC111099147,1,1,2,GO:0014816,0.00186,protein draper-like
LOC111099430,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111101500,1,0,1,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111102026,1,0,1,GO:0014816,0.00186,uncharacterized LOC111102026
LOC111102569,1,1,2,GO:0014816,0.00186,uncharacterized LOC111102569
LOC111108398,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111111776,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111111941,2,5,7,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 11
LOC111112168,1,2,3,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111112379,1,0,1,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111112757,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111113184,1,1,2,GO:0014816,0.00186,protein draper-like
LOC111113192,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 6
LOC111114709,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111115447,1,0,1,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 11
LOC111115547,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 11
LOC111116558,1,0,1,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111116561,1,0,1,GO:0014816,0.00186,protein draper-like
LOC111116890,3,2,5,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 6
LOC111116931,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111117139,1,2,3,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111117346,1,0,1,GO:0014816,0.00186,protein draper-like
LOC111117400,1,2,3,GO:0014816,0.00186,protein draper-like
LOC111117635,1,1,2,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111117755,3,3,6,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111125923,1,1,2,GO:0014816,0.00186,uncharacterized LOC111125923
LOC111126409,2,2,4,GO:0014816,0.00186,multiple epidermal growth factor-like domains protein 10
LOC111133506,3,2,5,GO:0014816,0.00186,uncharacterized LOC111133506
LOC111133875,1,1,2,GO:0014816,0.00186,uncharacterized LOC111133875
NA,NA,NA,NA,GO:0035914,0.00186,NA
LOC111111928,1,0,1,GO:0008037,0.00189,uncharacterized LOC111111928
LOC111103932,1,0,1,GO:0030587,0.00192,uncharacterized LOC111103932
LOC111111025,1,2,3,GO:0030587,0.00192,uncharacterized LOC111111025
LOC111112612,2,3,5,GO:0030587,0.00192,uncharacterized LOC111112612
LOC111112629,5,1,6,GO:0030587,0.00192,uncharacterized LOC111112629
LOC111126399,1,1,2,GO:0030587,0.00192,uncharacterized LOC111126399
NA,NA,NA,NA,GO:0099120,0.00192,NA
NA,NA,NA,NA,GO:0032940,0.00194,NA
LOC111117525,1,1,2,GO:0048568,0.00195,uncharacterized LOC111117525
LOC111125710,1,1,2,GO:0048568,0.00195,protein split ends-like
LOC111126659,1,2,3,GO:0048568,0.00195,uncharacterized LOC111126659
NA,NA,NA,NA,GO:0051338,0.00208,NA
LOC111101010,1,1,2,GO:0007017,0.00209,tubulin alpha-1 chain-like
LOC111100240,1,2,3,GO:0001525,0.00213,uncharacterized LOC111100240
LOC111100278,1,3,4,GO:0001525,0.00213,uncharacterized LOC111100278
LOC111101736,2,2,4,GO:0001525,0.00213,fibrillin-2-like
LOC111102028,1,0,1,GO:0001525,0.00213,uncharacterized LOC111102028
LOC111102129,1,0,1,GO:0001525,0.00213,calcium and integrin-binding protein 1-like
LOC111102648,1,1,2,GO:0001525,0.00213,cell death abnormality protein 1-like
LOC111102660,1,1,2,GO:0001525,0.00213,angiopoietin-1-like
LOC111102983,1,0,1,GO:0001525,0.00213,protein draper-like
LOC111103505,1,1,2,GO:0001525,0.00213,uncharacterized LOC111103505
LOC111103827,1,2,3,GO:0001525,0.00213,mitogen-activated protein kinase kinase kinase 7-like
LOC111104411,1,1,2,GO:0001525,0.00213,protein draper-like
LOC111104412,1,0,1,GO:0001525,0.00213,scavenger receptor class F member 1-like
LOC111104459,1,0,1,GO:0001525,0.00213,uncharacterized LOC111104459
LOC111104558,1,1,2,GO:0001525,0.00213,cell death abnormality protein 1-like
LOC111104562,1,0,1,GO:0001525,0.00213,scavenger receptor class F member 1-like
LOC111104627,2,0,2,GO:0001525,0.00213,uncharacterized LOC111104627
LOC111105099,1,0,1,GO:0001525,0.00213,uncharacterized LOC111105099
LOC111105237,1,2,3,GO:0001525,0.00213,multiple epidermal growth factor-like domains protein 10
LOC111105285,1,1,2,GO:0001525,0.00213,uncharacterized LOC111105285
LOC111105383,1,0,1,GO:0001525,0.00213,scavenger receptor class F member 2-like
LOC111105401,1,0,1,GO:0001525,0.00213,multiple epidermal growth factor-like domains protein 10
LOC111106389,1,2,3,GO:0001525,0.00213,very low-density lipoprotein receptor-like
LOC111106425,1,2,3,GO:0001525,0.00213,complement C1q-like protein 3
LOC111109695,1,0,1,GO:0001525,0.00213,uncharacterized LOC111109695
LOC111110286,1,0,1,GO:0001525,0.00213,protein draper-like
LOC111110318,1,1,2,GO:0001525,0.00213,complement C1q-like protein 4
LOC111112092,1,1,2,GO:0001525,0.00213,calcitonin gene-related peptide type 1 receptor-like
LOC111112347,1,0,1,GO:0001525,0.00213,uncharacterized LOC111112347
LOC111112624,1,3,4,GO:0001525,0.00213,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
LOC111112883,1,2,3,GO:0001525,0.00213,calcitonin gene-related peptide type 1 receptor-like
LOC111115100,1,1,2,GO:0001525,0.00213,aminopeptidase N-like
LOC111115446,1,3,4,GO:0001525,0.00213,plexin domain-containing protein 2-like
LOC111115765,1,1,2,GO:0001525,0.00213,multiple epidermal growth factor-like domains protein 10
LOC111115882,1,2,3,GO:0001525,0.00213,cell death abnormality protein 1-like
LOC111116124,1,3,4,GO:0001525,0.00213,plexin domain-containing protein 1-like
LOC111117369,2,2,4,GO:0001525,0.00213,uncharacterized LOC111117369
LOC111117400,1,2,3,GO:0001525,0.00213,protein draper-like
LOC111117501,1,2,3,GO:0001525,0.00213,multiple epidermal growth factor-like domains protein 6
LOC111117928,2,3,5,GO:0001525,0.00213,paladin-like
LOC111121730,1,1,2,GO:0001525,0.00213,rho GTPase-activating protein 24-like
LOC111122602,1,7,8,GO:0001525,0.00213,frizzled-5-like
LOC111123372,1,1,2,GO:0001525,0.00213,caspase-8-like
LOC111123571,1,2,3,GO:0001525,0.00213,uncharacterized LOC111123571
LOC111123636,1,1,2,GO:0001525,0.00213,uncharacterized LOC111123636
LOC111124011,1,3,4,GO:0001525,0.00213,vascular endothelial growth factor receptor 1-like
LOC111125710,1,1,2,GO:0001525,0.00213,protein split ends-like
LOC111126543,1,2,3,GO:0001525,0.00213,krev interaction trapped protein 1-like
LOC111126659,1,2,3,GO:0001525,0.00213,uncharacterized LOC111126659
LOC111127013,1,1,2,GO:0001525,0.00213,hemicentin-1-like
LOC111128401,1,1,2,GO:0001525,0.00213,neurogenic locus notch homolog protein 1-like
LOC111128424,1,1,2,GO:0001525,0.00213,probable nuclear hormone receptor HR3
LOC111131217,1,1,2,GO:0001525,0.00213,integumentary mucin C.1-like
LOC111132115,2,4,6,GO:0001525,0.00213,loricrin-like
LOC111132214,2,2,4,GO:0001525,0.00213,angiopoietin-1 receptor-like
LOC111133103,1,1,2,GO:0001525,0.00213,uncharacterized LOC111133103
LOC111133362,1,0,1,GO:0001525,0.00213,uncharacterized LOC111133362
LOC111134696,1,3,4,GO:0001525,0.00213,programmed cell death protein 6-like
LOC111134790,2,11,13,GO:0001525,0.00213,loricrin-like
LOC111134917,1,0,1,GO:0001525,0.00213,ryncolin-1-like
LOC111135012,1,1,2,GO:0001525,0.00213,uncharacterized LOC111135012
LOC111135110,1,1,2,GO:0001525,0.00213,uncharacterized LOC111135110
LOC111135701,1,1,2,GO:0001525,0.00213,eukaryotic translation initiation factor 2-alpha kinase 3-like
LOC111136692,1,1,2,GO:0001525,0.00213,uncharacterized LOC111136692
LOC111136957,1,1,2,GO:0001525,0.00213,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase-like
LOC111137136,2,1,3,GO:0001525,0.00213,uncharacterized LOC111137136
LOC111138403,1,4,5,GO:0001525,0.00213,fibrillin-2-like
LOC111106951,1,1,2,GO:0007266,0.00216,serine/threonine-protein kinase PAK 3-like
LOC111099147,1,1,2,GO:0014841,0.00218,protein draper-like
LOC111099430,1,1,2,GO:0014841,0.00218,multiple epidermal growth factor-like domains protein 10
LOC111101500,1,0,1,GO:0014841,0.00218,multiple epidermal growth factor-like domains protein 10
LOC111102026,1,0,1,GO:0014841,0.00218,uncharacterized LOC111102026
LOC111102569,1,1,2,GO:0014841,0.00218,uncharacterized LOC111102569
